Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,Week,Unique ID,Start Day,Start Month,End Day,End month,St Alban Woodstreet - Buried,Alhallows Barking - Buried,Allhallows Breadstreet - Buried,Allhallows Great - Buried,Alhallows Honylane - Buried,Alhallows Lesse - Buried,Alhallows Lumbardstreet - Buried,Alhallows Stayning - Buried,Alhallows the Wall - Buried,St Alphage - Buried,St Andrew Hubbard - Buried,St Andrew Undershaft - Buried,St Andrew Wardrobe - Buried,St Ann Aldersgate - Buried,St Ann Blackfryers - Buried,St Antholins Parish - Buried,St Austins Parish - Buried,St Bartholomew Exchange - Buried,St Bennet Fynck - Buried,St Bennet Gracechurch - Buried,St Bennet Paulswharf - Buried,St Bennet Sherehog - Buried,St Botolph Billingsgate - Buried,Christ Church - Buried,St Christophers - Buried,St Clement Eastcheap - Buried,St Dionis Backchurch - Buried,St Dunstan East - Buried,St Edmund Lumbardstr. - Buried,St Ethelborough - Buried,St Faith - Buried,St Foster - Buried,St Gabriel Fenchurch - Buried,St George Botolphlane - Buried,St Gregory by St Pauls - Buried,St Hellen - Buried,St James Dukes place - Buried,St James Garlickhithe - Buried,St John Baptist - Buried,St John Evangelist - Buried,St John Zachary - Buried,St Katharine Coleman - Buried,St Katharine Creechurch - Buried,St Lawrence Jewry - Buried,St Lawrence Pountney - Buried,St Leonard Eastcheap - Buried,St Leonard Fosterlane - Buried,St Magnus Parish - Buried,St Margaret Lothbury - Buried,St Margaret Moses - Buried,St Margaret Newfishstreet - Buried,St Margaret Pattons - Buried,St Mary Abchurch - Buried,St Mary Aldermanbury - Buried,St Mary Aldermary - Buried,St Mary le Bow - Buried,St Mary Bothaw - Buried,St Mary Colechurch - Buried,St Mary Hill - Buried,St Mary Mounthaw - Buried,St Mary Sommerset - Buried,St Mary Stayning - Buried,St Mary Woolchurch - Buried,St Mary Woolnoth - Buried,St Martin Iremongerlane - Buried,St Martin Ludgate - Buried,St Martin Orgars - Buried,St Martin Outwich - Buried,St Martin Vintrey - Buried,St Matthew Fridaystreet - Buried,St Maudlin Milkstreet - Buried,St Maudlin Oldfishstreet - Buried,St Michael Bassishaw - Buried,St Michael Cornhil - Buried,St Michael Crookedlane - Buried,St Michael Queenhithe - Buried,St Michael Quern - Buried,St Michael Royal - Buried,St Michael Woodstreet - Buried,St Mildred Breadstreet - Buried,St Mildred Poultrey - Buried,St Nicholas Acons - Buried,St Nicholas Coleabby - Buried,St Nicholas Olaves - Buried,St Olave Hartstreet - Buried,St Olave Jewry - Buried,St Olave Silverstreet - Buried,St Pancras Pancras street - Buried,St Peter Cheap - Buried,St Peter Cornhil - Buried,St Peter Paulswharf - Buried,St Peter Poor - Buried,St Steven Colemanstreet - Buried,St Steven Walbrook - Buried,St Swithin- Buried,St Thomas Apostles - Buried,Trinity Parish - Buried,Christened in the 97 parishes within the walls,Buried in the 97 parishes within the walls,Plague in the 97 parishes within the walls,St Andrew Holborn - Buried,St Bartholomew Great - Buried,St Bartholomew Less - Buried,St Botolph Aldersgate - Buried,St Botolph Aldgate - Buried,St Botolph Bishopsgate - Buried,Bridewel Precinct - Buried,St Bridget - Buried,St Dunstan West - Buried,St George Southwark - Buried,St Giles Cripplegate - Buried,St John Southwark,St Olave Southwark - Buried,Saviours Southwark - Buried,S Sepulchres Parish - Buried,St Thomas Southwark - Buried,Trinity Minories - Buried,Pesthouse Without the Walls - Buried,Christened in the parishes without the walls,Buried in the parishes without the walls,Plague in the parishes without the walls,St. Ann in Middlesex - Buried,Christ Church in Surry - Buried,Christ Church in Middlesex - Buried,St George in Bloomsbury - Buried,St. George in Middlesex,St. George by Queen's Square - Buried,St Giles in the Field - Buried,Hackney Parish - Buried,St John at Wapping - Buried,St James Clerkenwel - Buried,St Katharine Tower - Buried,Lambeth Parish - Buried,St Leonard Shoreditch - Buried,St. Luke in Middlesex - Buried,St Magdalen Bermondsey - Buried,St Mary Islington - Buried,St Mary Newington - Buried,St Mary Whitechappel - Buried,St Matthew at Bethnal Green - Buried,St Pauls Shadwel - Buried,Rothorith Parish - Buried,Stepney Parish - Buried,Christened in the out-Parishes in Middlesex and Surrey,Buried in the out-Parishes in Middlesex and Surrey,Plague in the out-Parishes in Middlesex and Surrey,St Ann in Westminster - Buried,St Clement Danes - Buried,St George by Hanover Square - Buried,St James in Westminster - Buried,St. John the Evangelist - Buried,St Paul Covent Garden - Buried,St Martin in the fields - Buried,St Mary Savoy - Buried,St Mary le Strand,St Margaret Westminster - Buried,Pesthouse in Westminster,Christened in the Parishes and Liberties of Westminster,Buried in the Parishes and Liberties of Westminster,Plague in the Parishes and Liberties of Westminster
942,360,303,1,1702,32,Laxton-1702-32-recto,21,July,28,July,,1,,,,,2,,2,,,,3,1,1,,,,1,,1,,1,2,,,1,,,,,1,,,1,1,,,1,,1,2,2,1,,,,1,1,,,,,,1,,,,,1,1,,,,,1,,1,,2,,1,1,,,,,,,,,,1,1,2,,,,,,,,,,1,1,,35,43,0,18,1,1,3,14,6,,4,4,11,20,,17,12,11,1,,,92,123,0,,2,,,,,20,2,2,6,2,4,4,,6,2,7,10,,6,2,34,122,109,0,9,11,,17,,,26,1,,15,,65,79,0
943,361,304,1,1702,33,Laxton-1702-33-recto,28,July,4,August,,1,3,3,,,,,2,,,,2,,2,1,,2,,,1,,,3,1,2,1,1,,,1,1,,,1,,,,,,,2,2,1,1,,,,1,,,2,,,,1,,,,,,,,,,1,,1,2,1,,1,1,,,1,,,,1,,,1,,1,,,,,1,,,4,,,,,38,54,0,17,1,,1,5,8,,2,6,10,20,,20,14,7,2,,,89,113,0,,4,,,,,31,,8,6,2,11,5,,13,4,6,16,,8,4,42,112,160,0,8,6,,16,,5,33,1,,12,,75,81,0
944,362,311,1,1702,34,Laxton-1702-34-recto,4,August,11,August,1,1,1,,,,,,2,1,,2,3,1,5,,,,,,2,,,2,,,2,2,,,1,1,,,,1,,3,,,1,1,1,1,1,,,,1,,,,,,3,2,,,,,1,,,,,,1,,,,,3,2,2,,,,,,,,,1,,,,1,,,,,2,2,,1,,,35,58,0,17,,,5,4,10,,3,6,12,22,,21,19,4,,,,99,123,0,,3,,,,,38,1,6,3,5,7,9,,17,6,10,17,,5,5,31,112,163,0,7,7,,14,,,27,1,,14,,70,70,0
945,363,312,1,1702,35,Laxton-1702-35-recto,11,August,18,August,,3,1,,,2,1,2,,1,3,1,,,1,,1,3,3,,2,,,,1,,1,2,,,1,,,1,,,1,,,,,,,1,,,1,3,,,,,,1,,,,,,,1,,,1,,,,,3,,,,1,,2,,,,,,,,,,1,,1,,,2,,2,1,,1,,,40,53,0,20,1,,5,11,16,4,5,5,6,30,,14,9,6,,,,101,132,0,,2,,,,,24,1,4,9,4,8,10,,10,,1,10,,5,,41,102,129,0,5,6,,,,2,37,1,,5,,50,56,0
946,364,314,1,1702,36,Laxton-1702-36-recto,18,August,25,August,,5,,,,,2,,,1,,1,4,1,5,,1,1,2,,,,,,,1,1,1,,,,,,,3,2,,2,,,1,1,1,,1,,,1,,,,,1,1,,2,,,,,1,,,,,2,,,,,,1,,,,1,,,,2,1,,,,,,1,,,,,,,,,,,40,51,0,16,1,,3,7,7,,6,4,5,23,,17,16,11,4,,,94,120,0,,5,,,,,30,,5,4,5,7,11,,10,2,3,22,,8,4,46,106,162,0,12,12,,40,,6,28,,,17,,70,115,0
947,365,322,1,1702,37,Laxton-1702-37-recto,25,August,1,September,,2,,,,,1,1,,1,,1,3,,2,2,3,2,1,,,,,4,,,1,,,,1,3,,2,1,,,1,1,,1,1,1,1,,,1,,,,,1,,,2,1,2,,,,1,,,,,,,,2,1,,1,2,,1,1,,,,2,,,,,3,,2,,,,,,3,1,3,,,33,67,0,16,,2,5,13,11,,8,5,14,24,,19,8,10,1,,,94,136,0,,2,,,,,32,4,4,4,4,11,13,,10,,2,16,,10,3,54,99,169,0,11,9,,20,,5,29,1,,13,,70,88,0
948,366,323,1,1702,38,Laxton-1702-38-recto,1,September,8,September,,,,2,,,1,2,1,1,,1,2,,5,,,,1,1,,,,2,,,2,4,,,2,,,,,,,,,,,,,,,1,,1,1,,,,,,,1,,,,1,,,,,,2,1,,3,,,,,,,,,,,2,,,,,,,,,,,,2,3,,,,,38,45,0,17,,,5,19,13,,4,,11,17,,22,11,13,2,,,87,134,0,,1,,,,,43,4,7,7,3,12,10,,10,7,7,18,,9,5,57,100,200,0,9,8,,20,,7,33,3,,17,,76,97,0
949,367,324,1,1702,39,Laxton-1702-39-recto,8,September,15,September,,3,,,,,,1,1,1,2,1,,,3,,,,1,,2,,1,3,,,,2,,2,3,,,1,1,,,4,,,,1,1,,,1,,2,,,,,1,,2,,,,,,1,,,,,1,1,,,1,,1,2,,,1,,,,1,1,,,,,1,,,2,,,1,1,1,1,,,40,57,0,26,1,2,7,11,10,2,6,,12,19,,22,12,11,5,,,87,146,0,,5,,,,,29,4,8,9,5,6,11,,12,1,8,17,,14,7,33,98,169,0,12,10,,24,,5,21,1,,17,,76,90,0
950,368,325,1,1702,40,Laxton-1702-40-recto,15,September,22,September,,4,,2,,1,,,2,,,1,,,1,,,,,,1,,,1,,1,,,,1,,,1,,3,,,2,1,,,2,1,,,,1,,1,,,,2,,,2,,,,,,,,1,,1,,,4,,,,1,,2,,,1,,,,,1,1,1,,,,,3,,,,,,1,2,46,50,0,22,4,,4,13,11,,4,5,10,32,,11,7,5,3,,,76,131,0,,3,,,,,31,4,4,6,2,12,11,,8,3,8,19,,15,,35,113,161,0,13,10,,22,,2,20,3,,14,,60,84,0
951,369,326,1,1702,41,Laxton-1702-41-recto,22,September,29,September,,1,,2,,,,1,,,,,1,,1,1,,1,,,,,1,1,,,,3,2,1,,,,,1,,1,,1,,1,,2,,,,,1,,,,1,1,,,,,,1,,,,,,,,,2,,,,,,,1,,,,,2,2,,,,2,1,,,,,,,5,,4,1,,32,46,0,16,,,3,13,8,,3,1,7,21,,13,8,13,1,,,121,107,0,,1,,,,,26,,11,5,,5,11,,11,2,8,19,,8,14,47,106,168,0,10,5,,15,,1,33,1,,21,,75,86,0
952,370,327,1,1702,42,Laxton-1702-42-recto,29,September,6,October,,2,,,,1,,,2,1,,1,1,,1,1,,,,,2,,,4,,2,,,,,,,1,,5,,,,,,,1,,,,,,1,1,,,,,1,,2,,,,,1,,,1,,2,,,1,1,,1,1,,,1,,,1,,1,,,,2,,2,1,1,,,1,,,,,,53,48,0,18,,2,5,9,15,,2,1,7,23,,12,20,12,2,1,,98,129,0,,7,,,,,16,2,7,7,6,3,7,,6,2,7,6,,6,2,35,94,119,0,4,6,,20,,,24,1,,10,,82,65,0
953,371,328,1,1702,43,Laxton-1702-43-recto,6,October,13,October,,3,,1,,,,,2,,,,,,3,,1,2,2,,1,,1,1,,,1,2,,,,,,,,1,,,,,,2,,1,1,,,,,,,,,1,1,2,,,2,,2,,,1,1,,,,,,,,,1,2,1,,,1,,,,,1,,,,,,,,,,,,,,25,41,0,15,2,,2,11,8,,3,5,8,14,,12,14,11,1,1,,85,107,0,,2,,,,,26,,,8,,6,9,,10,4,6,14,,8,1,42,114,136,0,6,8,,22,,2,25,1,,22,,90,86,0
954,372,329,1,1702,44,Laxton-1702-44-recto,13,October,20,October,1,4,,,,,1,,,2,,,1,,2,1,2,1,2,1,1,,,2,,2,,2,2,,,,,,,2,1,5,1,,,,,2,,,,,2,,,,,,,,,,1,,1,2,,,,2,,,2,,,,2,,,,1,,,,,,1,,,,,1,,4,2,,6,,,,,49,65,0,26,2,1,2,7,8,,3,6,4,17,,10,10,7,,,,87,103,0,,1,,,,,24,,12,5,,5,5,,6,5,4,19,,5,3,36,99,130,0,4,7,,25,,10,28,1,,19,,78,94,0
955,373,330,1,1702,45,Laxton-1702-45-recto,20,October,27,October,2,1,1,2,,,,2,3,,,,2,,3,1,,,,,1,,1,2,,1,,4,,1,,,,,2,,,3,,,,,2,,,1,,1,1,,,,,,,,,,3,,,,,,1,,,,,1,,1,1,,1,,,,,1,,,,,1,,1,,,1,1,1,2,,,,,37,53,0,22,2,,4,10,14,,3,3,11,25,,13,12,8,3,,,79,130,0,,4,,,,,30,4,9,6,5,4,8,,6,2,4,15,,7,2,31,104,137,0,4,7,,17,,3,23,3,,14,,82,71,0
956,374,340,1,1702,46,Laxton-1702-46-recto ,27,October,3,November,,1,1,,,,,,2,,,,,,2,,,,,,,,,5,,,,2,,,,,,,,2,,,,,1,,1,,,,2,1,,,,,1,2,,,,,,,,,,1,1,,1,,,,,2,1,,1,1,,1,,,1,,1,,,,,,,,,,3,1,,,,23,38,0,20,3,,1,8,7,2,3,5,6,21,,,12,13,,,,76,101,0,,5,,,,,28,,5,8,4,4,10,,5,,3,13,,20,,43,79,148,0,9,12,,23,,1,24,1,,14,,82,84,0
957,375,341,1,1702,47,Laxton-1702-47-recto,3,November,10,November,,2,,,,2,,,1,,,1,1,,,,1,,,,2,,,3,,,1,1,1,,2,1,,1,1,,,,,,1,2,,1,,,1,1,2,,,,2,,,1,,,,,1,1,,,,3,,,,,,,1,1,,,,,,3,,,1,,2,,,,,,,,3,,,,,40,48,0,16,2,,3,14,9,,8,6,12,20,,25,5,11,,,,112,131,0,,2,,,,,23,2,7,8,4,7,5,,4,2,4,14,,9,1,34,104,126,0,7,8,,21,,5,22,2,,10,,79,73,0
958,376,342,1,1702,48,Laxton-1702-48-recto,10,November,17,November,,2,1,,,,2,,1,1,1,2,1,,3,,,,,,1,,,1,1,,1,1,,1,,2,1,,,,,2,,1,,2,,1,,1,,1,,,,,,,3,1,,,,,1,,,,,,,,3,,,2,2,1,1,,,,,,1,,,,,,,,,,1,,3,2,,,1,37,53,0,15,,,4,8,6,,7,1,6,26,,6,9,18,,,,74,106,0,,1,,,,,24,1,8,10,,7,12,,7,1,2,11,,9,,36,91,129,0,12,10,,17,,2,22,,,16,,79,79,0
999,377,372,1,1702,49,Laxton-1702-49-recto,17,November,24,November,2,,,,,,1,1,,,,,1,1,5,1,1,,,,1,,,1,1,,,2,,,,,1,,2,,,,,,1,,1,2,,,,,2,,,,,1,,1,,,,,,1,,1,1,2,,,,3,,,1,2,,,,,,,,,,,1,,2,,1,,,,1,1,,,1,49,47,0,19,2,,4,9,10,,5,2,6,19,,18,5,15,,,,87,114,0,,4,,,,,25,3,10,4,7,,8,,6,,2,14,,12,6,30,80,131,0,6,6,,25,,3,27,2,,20,,61,89,0
1000,378,373,1,1702,50,Laxton-1702-50-recto,24,November,1,December,,2,,,,,,,1,1,1,3,,,6,,,1,1,,2,,,1,,,2,,2,3,1,1,1,2,2,,,,,2,2,1,2,,,,,1,,,,,1,1,,2,,,,,,1,,,,,1,,,,,,,,,2,1,,,,,,,,2,,,,,2,,,3,,2,1,,35,81,0,20,2,1,5,9,7,2,10,4,7,16,,16,15,9,,,,92,123,0,,,,,,,22,,4,6,2,6,7,,7,4,2,15,,8,2,39,107,124,0,8,6,,19,,2,22,5,,12,,73,74,0
1001,379,374,1,1702,51,Laxton-1702-51-recto,1,December,8,December,,4,1,1,,1,,,2,,,1,1,,3,,,1,1,,,,,1,3,,,2,,,,2,,,1,1,1,,2,,1,,2,1,,,,,,1,,,,2,3,,,,,,1,,,,,2,1,1,,,,,,,,1,,,,,1,,1,,,,,,,,2,1,5,,1,,,35,56,0,11,2,2,3,9,13,,4,5,5,15,,16,10,14,4,,,86,113,0,,3,,,,,20,2,6,3,5,14,5,,10,2,3,7,,8,7,26,125,121,0,6,8,,17,,3,19,5,,12,,80,70,0
1002,380,375,1,1702,52,Laxton-1702-52-recto,8,December,15,December,,3,,2,,,,2,1,,1,,1,2,1,,,,2,,2,,,4,1,1,,4,,1,2,,,,1,,1,,,,,1,1,1,,,,1,,,,1,,,,,,,,,,1,,,1,1,1,,2,1,,,1,,1,,,,,1,,,,,1,,,,,,2,,5,,,,,45,55,0,20,1,,3,12,8,,7,,10,16,,17,16,7,1,,,95,118,0,,2,,,,,25,4,8,10,,,8,,4,4,8,17,,7,3,46,100,146,0,8,7,,17,,7,30,3,,17,,75,89,0
1011,381,376,1,1702,1,Laxton-1702-01-recto,15,December,22,December,,1,,,,,,2,2,1,,1,1,1,5,,,,2,,,,,2,,,,2,,1,,,,,3,,,1,,,,3,1,1,2,,1,1,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,1,1,1,,,1,43,46,0,18,2,1,2,8,6,,10,1,5,20,,16,13,13,,2,,100,117,0,,3,,,,,19,8,6,8,2,8,10,,7,,6,17,,5,4,39,105,142,0,9,16,,20,,3,43,1,,16,,55,108,0
1012,382,385,1,1702,2,Laxton-1702-02-recto,22,December,29,December,1,5,,2,,,,,1,1,,2,,,1,1,,,,,1,,,2,,,1,3,,,,,,1,2,,,,,,,,3,,,,2,,1,,,,1,3,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,1,2,1,,1,,2,,1,22,45,0,16,4,,2,7,7,,8,6,12,17,,14,10,15,1,,,90,119,0,,3,,,,,24,2,2,7,2,6,6,,5,,2,18,,10,,39,88,126,0,8,6,,32,,2,28,,,20,,77,96,0
1013,383,386,1,1702,3,Laxton-1702-03-recto,29,December,5,January,1,2,,2,,,,,1,1,,,,,2,,,,1,2,,,,2,,,1,2,,,,1,,1,1,1,,2,,,,1,,1,,,1,1,1,,,1,2,,,,1,,,,,,,,,,3,,,,,1,1,1,1,,,,,,,,,,,,,,,1,1,,4,,,,,27,45,0,15,1,2,2,13,8,,4,4,8,14,,17,11,13,3,,,98,115,0,,3,,,,,25,2,8,6,6,6,7,,4,1,,15,,10,4,38,102,135,0,9,6,,25,,1,30,5,,24,,96,100,0
1014,384,387,1,1702,4,Laxton-1702-04-recto,5,January,12,January,1,2,,1,,1,,,1,,,1,2,1,,,,,,,,,,1,,,,2,,,,,,,,,3,1,,,,1,2,,,1,1,2,3,,,,,2,1,,,,,,,,,,1,,1,1,,1,,,2,,,1,,4,,,,,,,3,,1,,,,,1,1,5,1,,1,39,50,0,16,1,1,4,12,13,,6,4,8,25,,13,13,13,2,,,87,131,0,,4,,,,,23,,7,5,5,,11,,6,3,2,16,,11,3,39,114,135,0,16,7,,22,,8,32,1,,30,,75,116,0
1015,385,388,1,1702,5,Laxton-1702-05-recto,12,January,19,January,1,2,1,,,,1,1,1,,1,,1,1,4,,,1,,,1,,,,,,,3,4,,,,1,1,,1,,1,,,,1,2,2,1,,,,,,,,1,,,,,,,,,,,,,,1,,3,1,,,,,,,,2,1,,2,,,,,,2,1,,1,,,1,2,1,,1,39,53,0,18,2,,5,14,9,,4,3,5,29,,13,9,15,,1,,93,127,0,,7,,,,,35,2,6,6,,8,18,,8,2,3,18,,12,,49,107,174,0,12,16,,35,,4,29,3,,22,,76,121,0
1016,386,397,1,1702,6,Laxton-1702-06-recto,19,January,26,January,1,1,,,,,,1,,,,1,,,4,,,,,,,,,3,,2,1,2,,,,1,,2,1,1,,,,,,1,,,,1,1,2,1,,,,2,,2,,,1,2,,,,,1,,4,1,,1,,,,1,,,1,1,1,,1,2,,,,3,,,1,,1,,1,2,,,1,,31,57,0,24,3,,6,13,13,,8,5,6,23,,23,19,17,,,,98,160,0,,1,,,,,35,,7,12,2,1,12,,9,5,5,22,,,2,55,106,168,0,14,10,,40,,4,41,6,,27,,78,142,0
1017,387,407,1,1702,7,Laxton-1702-07-recto,26,January,2,February,,,,1,,1,,2,2,2,,1,,,,,2,,,,3,,,1,,,1,4,,,2,,,,2,2,,3,,,1,,1,,,,,2,,,,1,,3,,,,,1,,3,,,,,2,,,1,,,,1,,2,,,1,,,1,,,,1,,1,1,,,,3,,,,,,30,55,0,23,2,1,5,14,19,,6,3,12,20,,7,20,16,1,,,97,149,0,,2,,,,,33,2,4,5,,4,11,,16,2,5,16,,17,10,49,117,176,0,9,5,,17,,7,42,1,,19,,68,100,0
1018,388,416,1,1702,8,Laxton-1702-08-recto,2,February,9,February,,3,,1,,,,,3,,,2,,1,4,,1,,,3,2,,,3,,,,1,,1,1,,,,3,1,1,2,,,2,,1,1,2,1,1,1,,,,,,,1,2,,,2,1,1,,,1,2,,,,2,4,,1,,2,,1,,3,,,1,,,,1,,,,,1,,2,9,,,,,31,79,0,26,2,,,10,12,,7,2,9,29,,16,10,35,1,,,98,149,0,,2,,,,,10,3,7,9,,4,17,,10,,2,26,,7,,46,111,183,0,16,20,,34,,6,36,4,,24,,77,140,0
1019,389,417,1,1702,9,Laxton-1702-09-recto,9,February,16,February,,,1,,,,3,1,2,3,,1,2,3,5,1,,,2,,,,,3,2,,1,2,2,1,,,,,2,,,2,,,1,1,1,,,1,1,,,1,,1,2,,1,,,,1,,1,,,1,1,1,1,,,1,,2,,,1,,,,,1,2,,,,,,2,,1,1,,,,,1,,,46,69,0,27,1,2,7,18,16,,8,,7,27,,16,12,18,1,,,111,160,0,,3,,,,,37,3,5,8,4,3,15,,4,4,3,16,,16,7,46,122,174,0,14,5,,21,,2,28,4,,21,,73,95,0
1020,390,418,1,1702,10,Laxton-1702-10-recto,16,February,23,February,1,1,,,,1,,1,1,,2,1,1,1,3,1,,,1,,1,1,,1,,1,,2,,,2,,1,,2,,1,2,,1,1,1,,,,,1,2,3,,,,1,1,,,,,,,,,,,,,,,1,,,,1,1,1,,,2,,1,,,,1,1,,,1,,,2,1,8,2,,,,44,63,0,27,4,1,1,14,13,2,7,4,10,28,,22,18,14,3,,,97,168,0,,,,,,,31,3,2,9,5,8,11,,13,3,2,22,,6,3,60,102,178,0,11,11,,26,,1,36,4,,35,,78,123,0
1021,391,419,1,1702,11,Laxton-1702-11-recto,23,February,2,March,,,1,,,,,,,2,,1,3,1,1,,,,1,,2,,,1,1,,2,2,,,,,,,3,1,1,,,,,1,,,,,6,,,,,,,,2,,,,1,,,1,,4,,,,,,1,,2,3,1,,,1,,,1,,,,,,,,,,,,,,,,,,20,47,0,34,2,,4,8,9,,6,1,6,24,,25,2,17,5,1,,106,144,0,,2,,,,,41,,2,5,2,7,11,,6,,3,13,,11,,38,105,141,0,9,9,,22,,7,28,3,,18,,79,96,0
1022,392,420,1,1702,12,Laxton-1702-12-recto,2,March,9,March,,4,,1,,1,1,2,1,,,,,2,5,2,1,,,,3,,,2,,,1,2,,1,1,1,,,7,2,1,,,,,,2,,1,,1,,1,,,,,,,,,,,,3,,,1,,,,1,,,,,,1,,1,,,1,,1,,,,1,,,,,,1,,7,,,,,40,64,0,19,1,2,3,14,18,,4,4,4,28,,18,5,14,,,,100,134,0,,4,,,,,25,4,3,8,4,7,15,,9,,4,13,,10,2,50,105,158,0,13,10,,11,,2,23,8,,20,,82,87,
1023,393,421,1,1702,13,Laxton-1702-13-recto,9,March,16,March,,3,,,,,,,,,,,2,,2,1,,,,,1,,,2,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,1,,,,,3,1,,,,,1,,,,,1,1,,3,,,2,,,1,2,,2,,,,,,1,,,1,,1,3,,2,4,,1,,,32,46,0,21,2,,2,13,13,,11,1,3,27,,15,5,13,1,,,98,127,0,,3,,,,,35,4,5,7,3,5,7,,3,,5,22,,5,,36,94,140,0,6,14,,22,,9,28,3,,24,,77,106,0
1024,394,429,1,1702,14,Laxton-1702-14-recto,16,March,23,March,,1,,1,,,,1,2,2,,2,,,1,,1,1,,,1,,,2,,,,3,,2,1,1,1,,1,1,,1,2,,2,,3,,,,1,,3,,,,1,,,,,,2,,1,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,2,,,5,,3,,,45,54,0,18,,1,4,11,15,,9,1,7,22,,17,8,11,1,2,,96,127,0,,6,,,,,40,2,5,7,3,4,10,,6,1,2,18,,12,3,46,102,165,0,6,7,,28,,3,27,,,25,,75,96,0
1025,395,430,1,1703,15,Laxton-1703-15-recto,23,March,30,March,2,3,,,,,,,,,,3,1,,2,,,,,,,,,2,,1,,,2,,,,,,,,,1,,,2,5,,,,,,,1,,,,,,2,1,,,,,,1,,1,,,,,2,,,,,,,1,,,1,,,,,,,,1,,1,,,,2,1,,,,37,39,0,17,2,,5,13,13,,8,6,7,23,,16,9,9,,,,97,128,0,,3,,,,,36,,11,16,2,5,11,,10,3,2,17,,10,,50,73,176,0,5,16,,13,,3,31,,,9,,65,77,0
1026,396,431,1,1703,16,Laxton-1703-16-recto,30,March,6,April,1,2,,,,,1,1,2,1,,2,2,1,2,,,,1,1,1,,1,5,,1,2,1,,,,,,1,4,,,,,,,1,,,,,,,,,,1,1,,,,,,2,,1,,,2,,1,,,,,,1,1,,1,,,,,,,,1,,,,,,,,2,2,2,3,3,,2,29,60,0,21,2,,4,10,8,2,5,4,9,23,,14,10,17,,,,97,129,0,,5,,,,,32,5,6,7,3,7,13,,9,1,6,11,,7,6,52,111,170,0,6,9,,17,,,33,4,,17,,74,89,0
1027,397,432,1,1703,17,Laxton-1703-17-recto,6,April,13,April,,2,1,2,,,,2,1,,,1,,,2,,,1,,,,,,4,,,2,1,,,,1,,,2,1,1,,,,,,,3,,,,,1,,,,,1,,,,,1,,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,2,1,,,4,,,1,,,1,1,26,44,0,21,2,2,4,11,11,,8,1,4,20,,15,12,14,2,,,85,127,0,,2,,,,,20,6,5,8,4,10,5,,6,3,8,15,,12,10,48,97,162,0,4,9,,28,,3,24,3,,12,,44,82,0
1028,398,435,1,1703,18,Laxton-1703-18-recto,13,April,20,April,2,3,,2,,,,,2,,,,1,4,,,,1,,,1,,,1,,1,,3,,,,1,,1,1,1,,1,1,,,1,,2,1,1,,2,1,,,1,,,,1,,,,,,2,,1,,,,,,,,,,,,,1,,,,,,2,,3,,1,,,,,,2,,,1,,27,50,0,18,,,4,7,,,8,1,4,20,,9,9,11,1,,,71,92,0,,3,,,,,16,1,8,7,5,3,9,,8,1,6,15,,10,,44,103,136,0,7,7,,27,,2,27,2,,23,,58,95,0
1029,399,443,1,1703,19,Laxton-1703-19-recto,20,April,27,April,2,3,,1,,,,2,,1,1,1,1,,2,,,,,1,,,,3,,,1,3,2,,1,,,,1,,1,,,,,4,1,,,1,,,1,,,,1,,,1,,,2,,,,,1,1,2,1,,3,,,2,3,,1,,1,2,,1,,,,,1,,,,,1,,,3,,1,,,51,62,0,13,2,,5,11,16,,3,3,7,23,,15,7,16,,1,,102,122,0,,2,,,,,29,,4,11,2,5,12,,5,3,7,15,,8,,35,84,138,0,8,9,,19,,3,27,3,,18,,47,87,0
1030,400,464,1,1703,20,Laxton-1703-20-recto,27,April,4,May,,3,1,,,,,,1,,,2,,1,6,,1,1,,1,,,,3,,,1,1,,,1,1,,,1,1,,,,,,1,2,,,,,1,2,,,,1,2,1,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,,,1,,,,1,,,2,,1,,,23,46,0,20,3,1,,4,12,,7,1,8,22,,15,3,16,1,,,72,113,0,,1,,,,,13,,6,8,2,5,9,,4,2,3,13,,8,3,28,87,105,0,9,6,,22,,5,33,,,10,,77,85,0
1071,401,465,1,1703,21,Laxton-1703-21-recto,4,May,11,May,1,,1,1,,,,1,,1,,3,2,,2,,,,,,,,,1,,,,1,,2,1,,,1,2,1,,2,1,,,,1,,,,1,2,,,,,,1,1,,,,,,,,,,,,1,,2,,,2,,,,,,,,,,,,1,1,,,,,1,,,,,2,,1,24,41,0,22,1,,1,7,13,,8,,9,16,,12,7,12,3,,,86,111,0,,1,,,,,20,6,3,7,3,2,6,,7,3,1,15,,5,,40,97,119,0,12,9,,21,,3,28,3,,22,,68,98,0
