week,unique_identifier,start_day,start_month,end_day,end_month,parish_name,count_type,count,year
46,1669-46-recto,2,November,9,November,St Mary Islington,Buried,7,1669
46,1669-46-recto,2,November,9,November,St Mary Islington,Plague,,1669
46,1669-46-recto,2,November,9,November,St Mary Newington,Buried,8,1669
46,1669-46-recto,2,November,9,November,St Mary Newington,Plague,,1669
46,1669-46-recto,2,November,9,November,St Mary Whitechappel,Buried,13,1669
46,1669-46-recto,2,November,9,November,St Mary Whitechappel,Plague,,1669
46,1669-46-recto,2,November,9,November,St Pauls Shadwel,Buried,,1669
46,1669-46-recto,2,November,9,November,St Pauls Shadwel,Plague,,1669
46,1669-46-recto,2,November,9,November,Rothorith Parish,Buried,1,1669
46,1669-46-recto,2,November,9,November,Rothorith Parish,Plague,,1669
46,1669-46-recto,2,November,9,November,Stepney Parish,Buried,34,1669
46,1669-46-recto,2,November,9,November,Stepney Parish,Plague,,1669
46,1669-46-recto,2,November,9,November,Christened in the 13 out,Parishes in Middlesex and Surrey,88,1669
46,1669-46-recto,2,November,9,November,Buried in the 13 out,Parishes in Middlesex and Surrey,125,1669
46,1669-46-recto,2,November,9,November,Plague in the 13 out,Parishes in Middlesex and Surrey,,1669
46,1669-46-recto,2,November,9,November,St Clement Danes,Buried,9,1669
46,1669-46-recto,2,November,9,November,St Clement Danes,Plague,,1669
46,1669-46-recto,2,November,9,November,St Paul Covent Garden,Buried,2,1669
46,1669-46-recto,2,November,9,November,St Paul Covent Garden,Plague,,1669
46,1669-46-recto,2,November,9,November,St Martin in the fields,Buried,27,1669
46,1669-46-recto,2,November,9,November,St Martin in the fields,Plague,,1669
46,1669-46-recto,2,November,9,November,St Mary Savoy,Buried,1,1669
46,1669-46-recto,2,November,9,November,St Mary Savoy,Plague,,1669
46,1669-46-recto,2,November,9,November,St Margaret Westminster,Buried,18,1669
46,1669-46-recto,2,November,9,November,St Margaret Westminster,Plague,,1669
46,1669-46-recto,2,November,9,November,Whereof at the Pesthouse,Buried,,1669
46,1669-46-recto,2,November,9,November,Whereof at the Pesthouse,Plague,,1669
46,1669-46-recto,2,November,9,November,Christened in the 5 Parishes in the City and Liberties of Westminster,,41,1669
46,1669-46-recto,2,November,9,November,Buried in the 5 Parishes in the City and Liberties of Westminster,,57,1669
46,1669-46-recto,2,November,9,November,Plague in the 5 Parishes in the City and Liberties of Westminster,,,1669
47,1669-47-recto,9,November,16,November,St Alban Woodstreet,Buried,1,1669
47,1669-47-recto,9,November,16,November,St Alban Woodstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,Alhallows Barking,Buried,4,1669
47,1669-47-recto,9,November,16,November,Alhallows Barking,Plague,,1669
47,1669-47-recto,9,November,16,November,Alhallows Breadstreet,Buried,,1669
47,1669-47-recto,9,November,16,November,Alhallows Breadstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,Alhallows Great,Buried,1,1669
47,1669-47-recto,9,November,16,November,Alhallows Great,Plague,,1669
47,1669-47-recto,9,November,16,November,Alhallows Honylane,Buried,,1669
47,1669-47-recto,9,November,16,November,Alhallows Honylane,Plague,,1669
47,1669-47-recto,9,November,16,November,Alhallows Lesse,Buried,,1669
47,1669-47-recto,9,November,16,November,Alhallows Lesse,Plague,,1669
47,1669-47-recto,9,November,16,November,Alhallows Lumbardstreet,Buried,1,1669
47,1669-47-recto,9,November,16,November,Alhallows Lumbardstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,Alhallows Stayning,Buried,1,1669
47,1669-47-recto,9,November,16,November,Alhallows Stayning,Plague,,1669
47,1669-47-recto,9,November,16,November,Alhallows the Wall,Buried,,1669
47,1669-47-recto,9,November,16,November,Alhallows the Wall,Plague,,1669
47,1669-47-recto,9,November,16,November,St Alphage,Buried,,1669
47,1669-47-recto,9,November,16,November,St Alphage,Plague,,1669
47,1669-47-recto,9,November,16,November,St Andrew Hubbard,Buried,,1669
47,1669-47-recto,9,November,16,November,St Andrew Hubbard,Plague,,1669
47,1669-47-recto,9,November,16,November,St Andrew Undershaft,Buried,,1669
47,1669-47-recto,9,November,16,November,St Andrew Undershaft,Plague,,1669
47,1669-47-recto,9,November,16,November,St Andrew Wardrobe,Buried,,1669
47,1669-47-recto,9,November,16,November,St Andrew Wardrobe,Plague,,1669
47,1669-47-recto,9,November,16,November,St Ann Aldersgate,Buried,,1669
47,1669-47-recto,9,November,16,November,St Ann Aldersgate,Plague,,1669
47,1669-47-recto,9,November,16,November,St Ann Blackfryers,Buried,1,1669
47,1669-47-recto,9,November,16,November,St Ann Blackfryers,Plague,,1669
47,1669-47-recto,9,November,16,November,St Antholins Parish,Buried,,1669
47,1669-47-recto,9,November,16,November,St Antholins Parish,Plague,,1669
47,1669-47-recto,9,November,16,November,St Austins Parish,Buried,,1669
47,1669-47-recto,9,November,16,November,St Austins Parish,Plague,,1669
47,1669-47-recto,9,November,16,November,St Bartholomew Exchange,Buried,1,1669
47,1669-47-recto,9,November,16,November,St Bartholomew Exchange,Plague,,1669
47,1669-47-recto,9,November,16,November,St Bennet Fynck,Buried,,1669
47,1669-47-recto,9,November,16,November,St Bennet Fynck,Plague,,1669
47,1669-47-recto,9,November,16,November,St Bennet Gracechurch,Buried,,1669
47,1669-47-recto,9,November,16,November,St Bennet Gracechurch,Plague,,1669
47,1669-47-recto,9,November,16,November,St Bennet Paulswharf,Buried,,1669
47,1669-47-recto,9,November,16,November,St Bennet Paulswharf,Plague,,1669
47,1669-47-recto,9,November,16,November,St Bennet Sherehog,Buried,,1669
47,1669-47-recto,9,November,16,November,St Bennet Sherehog,Plague,,1669
47,1669-47-recto,9,November,16,November,St Botolph Billingsgate,Buried,,1669
47,1669-47-recto,9,November,16,November,St Botolph Billingsgate,Plague,,1669
47,1669-47-recto,9,November,16,November,Christ Church,Buried,1,1669
47,1669-47-recto,9,November,16,November,Christ Church,Plague,,1669
47,1669-47-recto,9,November,16,November,St Christophers,Buried,,1669
47,1669-47-recto,9,November,16,November,St Christophers,Plague,,1669
47,1669-47-recto,9,November,16,November,St Clement Eastcheap,Buried,,1669
47,1669-47-recto,9,November,16,November,St Clement Eastcheap,Plague,,1669
47,1669-47-recto,9,November,16,November,St Dionis Backchurch,Buried,1,1669
47,1669-47-recto,9,November,16,November,St Dionis Backchurch,Plague,,1669
47,1669-47-recto,9,November,16,November,St Dunstan East,Buried,1,1669
47,1669-47-recto,9,November,16,November,St Dunstan East,Plague,,1669
47,1669-47-recto,9,November,16,November,St Edmund Lumbardstr.,Buried,,1669
47,1669-47-recto,9,November,16,November,St Edmund Lumbardstr.,Plague,,1669
47,1669-47-recto,9,November,16,November,St Ethelborough,Buried,,1669
47,1669-47-recto,9,November,16,November,St Ethelborough,Plague,,1669
47,1669-47-recto,9,November,16,November,St Faith,Buried,,1669
47,1669-47-recto,9,November,16,November,St Faith,Plague,,1669
47,1669-47-recto,9,November,16,November,St Foster,Buried,,1669
47,1669-47-recto,9,November,16,November,St Foster,Plague,,1669
47,1669-47-recto,9,November,16,November,St Gabriel Fenchurch,Buried,,1669
47,1669-47-recto,9,November,16,November,St Gabriel Fenchurch,Plague,,1669
47,1669-47-recto,9,November,16,November,St George Botolphlane,Buried,,1669
47,1669-47-recto,9,November,16,November,St George Botolphlane,Plague,,1669
47,1669-47-recto,9,November,16,November,St Gregory by St Pauls,Buried,,1669
47,1669-47-recto,9,November,16,November,St Gregory by St Pauls,Plague,,1669
47,1669-47-recto,9,November,16,November,St Hellen,Buried,1,1669
47,1669-47-recto,9,November,16,November,St Hellen,Plague,,1669
47,1669-47-recto,9,November,16,November,St James Dukes place,Buried,,1669
47,1669-47-recto,9,November,16,November,St James Dukes place,Plague,,1669
47,1669-47-recto,9,November,16,November,St James Garlickhithe,Buried,,1669
47,1669-47-recto,9,November,16,November,St James Garlickhithe,Plague,,1669
47,1669-47-recto,9,November,16,November,St John Baptist,Buried,2,1669
47,1669-47-recto,9,November,16,November,St John Baptist,Plague,,1669
47,1669-47-recto,9,November,16,November,St John Evangelist,Buried,,1669
47,1669-47-recto,9,November,16,November,St John Evangelist,Plague,,1669
47,1669-47-recto,9,November,16,November,St John Zachary,Buried,,1669
47,1669-47-recto,9,November,16,November,St John Zachary,Plague,,1669
47,1669-47-recto,9,November,16,November,St Katharine Coleman,Buried,2,1669
47,1669-47-recto,9,November,16,November,St Katharine Coleman,Plague,,1669
47,1669-47-recto,9,November,16,November,St Katharine Creechurch,Buried,,1669
47,1669-47-recto,9,November,16,November,St Katharine Creechurch,Plague,,1669
47,1669-47-recto,9,November,16,November,St Lawrence Jewry,Buried,,1669
47,1669-47-recto,9,November,16,November,St Lawrence Jewry,Plague,,1669
47,1669-47-recto,9,November,16,November,St Lawrence Pountney,Buried,,1669
47,1669-47-recto,9,November,16,November,St Lawrence Pountney,Plague,,1669
47,1669-47-recto,9,November,16,November,St Leonard Eastcheap,Buried,,1669
47,1669-47-recto,9,November,16,November,St Leonard Eastcheap,Plague,,1669
47,1669-47-recto,9,November,16,November,St Leonard Fosterlane,Buried,,1669
47,1669-47-recto,9,November,16,November,St Leonard Fosterlane,Plague,,1669
47,1669-47-recto,9,November,16,November,St Magnus Parish,Buried,,1669
47,1669-47-recto,9,November,16,November,St Magnus Parish,Plague,,1669
47,1669-47-recto,9,November,16,November,St Margaret Lothbury,Buried,,1669
47,1669-47-recto,9,November,16,November,St Margaret Lothbury,Plague,,1669
47,1669-47-recto,9,November,16,November,St Margaret Moses,Buried,,1669
47,1669-47-recto,9,November,16,November,St Margaret Moses,Plague,,1669
47,1669-47-recto,9,November,16,November,St Margaret Newfishstreet,Buried,,1669
47,1669-47-recto,9,November,16,November,St Margaret Newfishstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,St Margaret Pattons,Buried,,1669
47,1669-47-recto,9,November,16,November,St Margaret Pattons,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Abchurch,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary Abchurch,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Aldermanbury,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary Aldermanbury,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Aldermary,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary Aldermary,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary le Bow,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary le Bow,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Bothaw,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary Bothaw,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Colechurch,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary Colechurch,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Hill,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary Hill,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Mounthaw,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary Mounthaw,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Sommerset,Buried,3,1669
47,1669-47-recto,9,November,16,November,St Mary Sommerset,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Stayning,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary Stayning,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Woolchurch,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary Woolchurch,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Woolnoth,Buried,3,1669
47,1669-47-recto,9,November,16,November,St Mary Woolnoth,Plague,,1669
47,1669-47-recto,9,November,16,November,St Martin Iremongerlane,Buried,,1669
47,1669-47-recto,9,November,16,November,St Martin Iremongerlane,Plague,,1669
47,1669-47-recto,9,November,16,November,St Martin Ludgate,Buried,,1669
47,1669-47-recto,9,November,16,November,St Martin Ludgate,Plague,,1669
47,1669-47-recto,9,November,16,November,St Martin Orgars,Buried,,1669
47,1669-47-recto,9,November,16,November,St Martin Orgars,Plague,,1669
47,1669-47-recto,9,November,16,November,St Martin Outwich,Buried,,1669
47,1669-47-recto,9,November,16,November,St Martin Outwich,Plague,,1669
47,1669-47-recto,9,November,16,November,St Martin Vintrey,Buried,,1669
47,1669-47-recto,9,November,16,November,St Martin Vintrey,Plague,,1669
47,1669-47-recto,9,November,16,November,St Matthew Fridaystreet,Buried,,1669
47,1669-47-recto,9,November,16,November,St Matthew Fridaystreet,Plague,,1669
47,1669-47-recto,9,November,16,November,St Maudlin Milkstreet,Buried,,1669
47,1669-47-recto,9,November,16,November,St Maudlin Milkstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,St Maudlin Oldfishstreet,Buried,,1669
47,1669-47-recto,9,November,16,November,St Maudlin Oldfishstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,St Michael Bassishaw,Buried,,1669
47,1669-47-recto,9,November,16,November,St Michael Bassishaw,Plague,,1669
47,1669-47-recto,9,November,16,November,St Michael Cornhil,Buried,,1669
47,1669-47-recto,9,November,16,November,St Michael Cornhil,Plague,,1669
47,1669-47-recto,9,November,16,November,St Michael Crookedlane,Buried,,1669
47,1669-47-recto,9,November,16,November,St Michael Crookedlane,Plague,,1669
47,1669-47-recto,9,November,16,November,St Michael Queenhithe,Buried,,1669
47,1669-47-recto,9,November,16,November,St Michael Queenhithe,Plague,,1669
47,1669-47-recto,9,November,16,November,St Michael Quern,Buried,,1669
47,1669-47-recto,9,November,16,November,St Michael Quern,Plague,,1669
47,1669-47-recto,9,November,16,November,St Michael Royal,Buried,,1669
47,1669-47-recto,9,November,16,November,St Michael Royal,Plague,,1669
47,1669-47-recto,9,November,16,November,St Michael Woodstreet,Buried,1,1669
47,1669-47-recto,9,November,16,November,St Michael Woodstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mildred Breadstreet,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mildred Breadstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mildred Poultrey,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mildred Poultrey,Plague,,1669
47,1669-47-recto,9,November,16,November,St Nicholas Acons,Buried,,1669
47,1669-47-recto,9,November,16,November,St Nicholas Acons,Plague,,1669
47,1669-47-recto,9,November,16,November,St Nicholas Coleabby,Buried,,1669
47,1669-47-recto,9,November,16,November,St Nicholas Coleabby,Plague,,1669
47,1669-47-recto,9,November,16,November,St Nicholas Olaves,Buried,,1669
47,1669-47-recto,9,November,16,November,St Nicholas Olaves,Plague,,1669
47,1669-47-recto,9,November,16,November,St Olave Hartstreet,Buried,2,1669
47,1669-47-recto,9,November,16,November,St Olave Hartstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,St Olave Jewry,Buried,,1669
47,1669-47-recto,9,November,16,November,St Olave Jewry,Plague,,1669
47,1669-47-recto,9,November,16,November,St Olave Silverstreet,Buried,,1669
47,1669-47-recto,9,November,16,November,St Olave Silverstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,St Pancras Soperlane,Buried,,1669
47,1669-47-recto,9,November,16,November,St Pancras Soperlane,Plague,,1669
47,1669-47-recto,9,November,16,November,St Peter Cheap,Buried,,1669
47,1669-47-recto,9,November,16,November,St Peter Cheap,Plague,,1669
47,1669-47-recto,9,November,16,November,St Peter Cornhil,Buried,1,1669
47,1669-47-recto,9,November,16,November,St Peter Cornhil,Plague,,1669
47,1669-47-recto,9,November,16,November,St Peter Paulswharf,Buried,,1669
47,1669-47-recto,9,November,16,November,St Peter Paulswharf,Plague,,1669
47,1669-47-recto,9,November,16,November,St Peter Poor,Buried,,1669
47,1669-47-recto,9,November,16,November,St Peter Poor,Plague,,1669
47,1669-47-recto,9,November,16,November,St Steven Colemanstreet,Buried,4,1669
47,1669-47-recto,9,November,16,November,St Steven Colemanstreet,Plague,,1669
47,1669-47-recto,9,November,16,November,St Steven Walbrook,Buried,,1669
47,1669-47-recto,9,November,16,November,St Steven Walbrook,Plague,,1669
47,1669-47-recto,9,November,16,November,St Swithin,Buried,,1669
47,1669-47-recto,9,November,16,November,St Swithin,Plague,,1669
47,1669-47-recto,9,November,16,November,St Thomas Apostles,Buried,,1669
47,1669-47-recto,9,November,16,November,St Thomas Apostles,Plague,,1669
47,1669-47-recto,9,November,16,November,Trinity Parish,Buried,,1669
47,1669-47-recto,9,November,16,November,Trinity Parish,Plague,,1669
47,1669-47-recto,9,November,16,November,Christened in the 97 Parishes within the Walls,,12,1669
47,1669-47-recto,9,November,16,November,Buried in the 97 Parishes within the Walls,,32,1669
47,1669-47-recto,9,November,16,November,Plague in the 97 Parishes within the Walls,,,1669
47,1669-47-recto,9,November,16,November,St Andrew Holborn,Buried,13,1669
47,1669-47-recto,9,November,16,November,St Andrew Holborn,Plague,,1669
47,1669-47-recto,9,November,16,November,St Bartholomew Great,Buried,3,1669
47,1669-47-recto,9,November,16,November,St Bartholomew Great,Plague,,1669
47,1669-47-recto,9,November,16,November,St Bartholomew Less,Buried,,1669
47,1669-47-recto,9,November,16,November,St Bartholomew Less,Plague,,1669
47,1669-47-recto,9,November,16,November,St Bridget,Buried,5,1669
47,1669-47-recto,9,November,16,November,St Bridget,Plague,,1669
47,1669-47-recto,9,November,16,November,Bridewel Precinct,Buried,,1669
47,1669-47-recto,9,November,16,November,Bridewel Precinct,Plague,,1669
47,1669-47-recto,9,November,16,November,St Botolph Aldersgate,Buried,4,1669
47,1669-47-recto,9,November,16,November,St Botolph Aldersgate,Plague,,1669
47,1669-47-recto,9,November,16,November,St Botolph Aldgate,Buried,15,1669
47,1669-47-recto,9,November,16,November,St Botolph Aldgate,Plague,,1669
47,1669-47-recto,9,November,16,November,St Botolph Bishopsgate,Buried,7,1669
47,1669-47-recto,9,November,16,November,St Botolph Bishopsgate,Plague,,1669
47,1669-47-recto,9,November,16,November,St Dunstan West,Buried,4,1669
47,1669-47-recto,9,November,16,November,St Dunstan West,Plague,,1669
47,1669-47-recto,9,November,16,November,St George Southwark,Buried,8,1669
47,1669-47-recto,9,November,16,November,St George Southwark,Plague,,1669
47,1669-47-recto,9,November,16,November,St Giles Cripplegate,Buried,15,1669
47,1669-47-recto,9,November,16,November,St Giles Cripplegate,Plague,,1669
47,1669-47-recto,9,November,16,November,St Olave Southwark,Buried,20,1669
47,1669-47-recto,9,November,16,November,St Olave Southwark,Plague,,1669
47,1669-47-recto,9,November,16,November,Saviours Southwark,Buried,21,1669
47,1669-47-recto,9,November,16,November,Saviours Southwark,Plague,,1669
47,1669-47-recto,9,November,16,November,S Sepulchres Parish,Buried,14,1669
47,1669-47-recto,9,November,16,November,S Sepulchres Parish,Plague,,1669
47,1669-47-recto,9,November,16,November,St Thomas Southwark,Buried,,1669
47,1669-47-recto,9,November,16,November,St Thomas Southwark,Plague,,1669
47,1669-47-recto,9,November,16,November,Trinity Minories,Buried,,1669
47,1669-47-recto,9,November,16,November,Trinity Minories,Plague,,1669
47,1669-47-recto,9,November,16,November,At the Pesthouse,Buried,,1669
47,1669-47-recto,9,November,16,November,At the Pesthouse,Plague,,1669
47,1669-47-recto,9,November,16,November,Christened in the 16 Parishes without the Walls,,88,1669
47,1669-47-recto,9,November,16,November,Buried in the 16 Parishes without the Walls,,129,1669
47,1669-47-recto,9,November,16,November,Plague in the 16 Parishes without the Walls,,,1669
47,1669-47-recto,9,November,16,November,St Giles in the Field,Buried,14,1669
47,1669-47-recto,9,November,16,November,St Giles in the Field,Plague,,1669
47,1669-47-recto,9,November,16,November,Hackney Parish,Buried,4,1669
47,1669-47-recto,9,November,16,November,Hackney Parish,Plague,,1669
47,1669-47-recto,9,November,16,November,St James Clerkenwel,Buried,7,1669
47,1669-47-recto,9,November,16,November,St James Clerkenwel,Plague,,1669
47,1669-47-recto,9,November,16,November,St Katharine Tower,Buried,1,1669
47,1669-47-recto,9,November,16,November,St Katharine Tower,Plague,,1669
47,1669-47-recto,9,November,16,November,Lambeth Parish,Buried,5,1669
47,1669-47-recto,9,November,16,November,Lambeth Parish,Plague,,1669
47,1669-47-recto,9,November,16,November,St Leonard Shoreditch,Buried,15,1669
47,1669-47-recto,9,November,16,November,St Leonard Shoreditch,Plague,,1669
47,1669-47-recto,9,November,16,November,St Magdalen Bermondsey,Buried,6,1669
47,1669-47-recto,9,November,16,November,St Magdalen Bermondsey,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Islington,Buried,3,1669
47,1669-47-recto,9,November,16,November,St Mary Islington,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Newington,Buried,8,1669
47,1669-47-recto,9,November,16,November,St Mary Newington,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Whitechappel,Buried,16,1669
47,1669-47-recto,9,November,16,November,St Mary Whitechappel,Plague,,1669
47,1669-47-recto,9,November,16,November,St Pauls Shadwel,Buried,,1669
47,1669-47-recto,9,November,16,November,St Pauls Shadwel,Plague,,1669
47,1669-47-recto,9,November,16,November,Rothorith Parish,Buried,3,1669
47,1669-47-recto,9,November,16,November,Rothorith Parish,Plague,,1669
47,1669-47-recto,9,November,16,November,Stepney Parish,Buried,24,1669
47,1669-47-recto,9,November,16,November,Stepney Parish,Plague,,1669
47,1669-47-recto,9,November,16,November,Christened in the 13 out,Parishes in Middlesex and Surrey,94,1669
47,1669-47-recto,9,November,16,November,Buried in the 13 out,Parishes in Middlesex and Surrey,106,1669
47,1669-47-recto,9,November,16,November,Plague in the 13 out,Parishes in Middlesex and Surrey,,1669
47,1669-47-recto,9,November,16,November,St Clement Danes,Buried,9,1669
47,1669-47-recto,9,November,16,November,St Clement Danes,Plague,,1669
47,1669-47-recto,9,November,16,November,St Paul Covent Garden,Buried,2,1669
47,1669-47-recto,9,November,16,November,St Paul Covent Garden,Plague,,1669
47,1669-47-recto,9,November,16,November,St Martin in the fields,Buried,18,1669
47,1669-47-recto,9,November,16,November,St Martin in the fields,Plague,,1669
47,1669-47-recto,9,November,16,November,St Mary Savoy,Buried,,1669
47,1669-47-recto,9,November,16,November,St Mary Savoy,Plague,,1669
47,1669-47-recto,9,November,16,November,St Margaret Westminster,Buried,10,1669
47,1669-47-recto,9,November,16,November,St Margaret Westminster,Plague,,1669
47,1669-47-recto,9,November,16,November,Whereof at the Pesthouse,Buried,,1669
47,1669-47-recto,9,November,16,November,Whereof at the Pesthouse,Plague,,1669
47,1669-47-recto,9,November,16,November,Christened in the 5 Parishes in the City and Liberties of Westminster,,49,1669
47,1669-47-recto,9,November,16,November,Buried in the 5 Parishes in the City and Liberties of Westminster,,39,1669
47,1669-47-recto,9,November,16,November,Plague in the 5 Parishes in the City and Liberties of Westminster,,,1669
48,1669-48-recto,16,November,23,November,St Alban Woodstreet,Buried,,1669
48,1669-48-recto,16,November,23,November,St Alban Woodstreet,Plague,,1669
48,1669-48-recto,16,November,23,November,Alhallows Barking,Buried,1,1669
48,1669-48-recto,16,November,23,November,Alhallows Barking,Plague,,1669
48,1669-48-recto,16,November,23,November,Alhallows Breadstreet,Buried,,1669
48,1669-48-recto,16,November,23,November,Alhallows Breadstreet,Plague,,1669
48,1669-48-recto,16,November,23,November,Alhallows Great,Buried,1,1669
48,1669-48-recto,16,November,23,November,Alhallows Great,Plague,,1669
48,1669-48-recto,16,November,23,November,Alhallows Honylane,Buried,,1669
48,1669-48-recto,16,November,23,November,Alhallows Honylane,Plague,,1669
48,1669-48-recto,16,November,23,November,Alhallows Lesse,Buried,,1669
48,1669-48-recto,16,November,23,November,Alhallows Lesse,Plague,,1669
48,1669-48-recto,16,November,23,November,Alhallows Lumbardstreet,Buried,,1669
48,1669-48-recto,16,November,23,November,Alhallows Lumbardstreet,Plague,,1669
48,1669-48-recto,16,November,23,November,Alhallows Stayning,Buried,1,1669
48,1669-48-recto,16,November,23,November,Alhallows Stayning,Plague,,1669
48,1669-48-recto,16,November,23,November,Alhallows the Wall,Buried,4,1669
48,1669-48-recto,16,November,23,November,Alhallows the Wall,Plague,,1669
48,1669-48-recto,16,November,23,November,St Alphage,Buried,,1669
48,1669-48-recto,16,November,23,November,St Alphage,Plague,,1669
48,1669-48-recto,16,November,23,November,St Andrew Hubbard,Buried,,1669
48,1669-48-recto,16,November,23,November,St Andrew Hubbard,Plague,,1669
48,1669-48-recto,16,November,23,November,St Andrew Undershaft,Buried,,1669
48,1669-48-recto,16,November,23,November,St Andrew Undershaft,Plague,,1669
48,1669-48-recto,16,November,23,November,St Andrew Wardrobe,Buried,,1669
48,1669-48-recto,16,November,23,November,St Andrew Wardrobe,Plague,,1669
48,1669-48-recto,16,November,23,November,St Ann Aldersgate,Buried,1,1669
48,1669-48-recto,16,November,23,November,St Ann Aldersgate,Plague,,1669
48,1669-48-recto,16,November,23,November,St Ann Blackfryers,Buried,,1669
48,1669-48-recto,16,November,23,November,St Ann Blackfryers,Plague,,1669
48,1669-48-recto,16,November,23,November,St Antholins Parish,Buried,,1669
48,1669-48-recto,16,November,23,November,St Antholins Parish,Plague,,1669
48,1669-48-recto,16,November,23,November,St Austins Parish,Buried,,1669
48,1669-48-recto,16,November,23,November,St Austins Parish,Plague,,1669
48,1669-48-recto,16,November,23,November,St Bartholomew Exchange,Buried,,1669
48,1669-48-recto,16,November,23,November,St Bartholomew Exchange,Plague,,1669
48,1669-48-recto,16,November,23,November,St Bennet Fynck,Buried,,1669
48,1669-48-recto,16,November,23,November,St Bennet Fynck,Plague,,1669
48,1669-48-recto,16,November,23,November,St Bennet Gracechurch,Buried,,1669
48,1669-48-recto,16,November,23,November,St Bennet Gracechurch,Plague,,1669
48,1669-48-recto,16,November,23,November,St Bennet Paulswharf,Buried,,1669
48,1669-48-recto,16,November,23,November,St Bennet Paulswharf,Plague,,1669
48,1669-48-recto,16,November,23,November,St Bennet Sherehog,Buried,,1669
48,1669-48-recto,16,November,23,November,St Bennet Sherehog,Plague,,1669
48,1669-48-recto,16,November,23,November,St Botolph Billingsgate,Buried,,1669
48,1669-48-recto,16,November,23,November,St Botolph Billingsgate,Plague,,1669
48,1669-48-recto,16,November,23,November,Christ Church,Buried,,1669
48,1669-48-recto,16,November,23,November,Christ Church,Plague,,1669
48,1669-48-recto,16,November,23,November,St Christophers,Buried,,1669
48,1669-48-recto,16,November,23,November,St Christophers,Plague,,1669
48,1669-48-recto,16,November,23,November,St Clement Eastcheap,Buried,,1669
48,1669-48-recto,16,November,23,November,St Clement Eastcheap,Plague,,1669
48,1669-48-recto,16,November,23,November,St Dionis Backchurch,Buried,,1669
48,1669-48-recto,16,November,23,November,St Dionis Backchurch,Plague,,1669
48,1669-48-recto,16,November,23,November,St Dunstan East,Buried,1,1669
48,1669-48-recto,16,November,23,November,St Dunstan East,Plague,,1669
48,1669-48-recto,16,November,23,November,St Edmund Lumbardstr.,Buried,,1669
48,1669-48-recto,16,November,23,November,St Edmund Lumbardstr.,Plague,,1669
48,1669-48-recto,16,November,23,November,St Ethelborough,Buried,,1669
48,1669-48-recto,16,November,23,November,St Ethelborough,Plague,,1669
48,1669-48-recto,16,November,23,November,St Faith,Buried,1,1669
48,1669-48-recto,16,November,23,November,St Faith,Plague,,1669
48,1669-48-recto,16,November,23,November,St Foster,Buried,,1669
48,1669-48-recto,16,November,23,November,St Foster,Plague,,1669
48,1669-48-recto,16,November,23,November,St Gabriel Fenchurch,Buried,,1669
48,1669-48-recto,16,November,23,November,St Gabriel Fenchurch,Plague,,1669
48,1669-48-recto,16,November,23,November,St George Botolphlane,Buried,1,1669
48,1669-48-recto,16,November,23,November,St George Botolphlane,Plague,,1669
48,1669-48-recto,16,November,23,November,St Gregory by St Pauls,Buried,,1669
48,1669-48-recto,16,November,23,November,St Gregory by St Pauls,Plague,,1669
48,1669-48-recto,16,November,23,November,St Hellen,Buried,1,1669
48,1669-48-recto,16,November,23,November,St Hellen,Plague,,1669
48,1669-48-recto,16,November,23,November,St James Dukes place,Buried,1,1669
