count_type,count,parish_id,id,week_id,year_range,year_id,split_year
Buried,24,15,10063,1669-1670-07,1669-1670,1669,1668/1669
Plague,,15,10064,1669-1670-07,1669-1670,1669,1668/1669
Buried,1,129,10065,1669-1670-07,1669-1670,1669,1668/1669
Plague,,129,10066,1669-1670-07,1669-1670,1669,1668/1669
Buried,,131,10067,1669-1670-07,1669-1670,1669,1668/1669
Plague,,131,10068,1669-1670-07,1669-1670,1669,1668/1669
Buried,,9,10069,1669-1670-07,1669-1670,1669,1668/1669
Plague,,9,10070,1669-1670-07,1669-1670,1669,1668/1669
Buried,33,53,10071,1669-1670-07,1669-1670,1669,1668/1669
Plague,,53,10072,1669-1670-07,1669-1670,1669,1668/1669
Buried,1,12,10073,1669-1670-07,1669-1670,1669,1668/1669
Plague,,12,10074,1669-1670-07,1669-1670,1669,1668/1669
Buried,6,56,10075,1669-1670-07,1669-1670,1669,1668/1669
Plague,,56,10076,1669-1670-07,1669-1670,1669,1668/1669
Buried,2,64,10077,1669-1670-07,1669-1670,1669,1668/1669
Plague,,64,10078,1669-1670-07,1669-1670,1669,1668/1669
Buried,9,13,10079,1669-1670-07,1669-1670,1669,1668/1669
Plague,,13,10080,1669-1670-07,1669-1670,1669,1668/1669
Buried,10,69,10081,1669-1670-07,1669-1670,1669,1668/1669
Plague,,69,10082,1669-1670-07,1669-1670,1669,1668/1669
Buried,8,70,10083,1669-1670-07,1669-1670,1669,1668/1669
Plague,,70,10084,1669-1670-07,1669-1670,1669,1668/1669
Buried,1,89,10085,1669-1670-07,1669-1670,1669,1668/1669
Plague,,89,10086,1669-1670-07,1669-1670,1669,1668/1669
Buried,6,92,10087,1669-1670-07,1669-1670,1669,1668/1669
Plague,,92,10088,1669-1670-07,1669-1670,1669,1668/1669
Buried,18,96,10089,1669-1670-07,1669-1670,1669,1668/1669
Plague,,96,10090,1669-1670-07,1669-1670,1669,1668/1669
Buried,,120,10091,1669-1670-07,1669-1670,1669,1668/1669
Plague,,120,10092,1669-1670-07,1669-1670,1669,1668/1669
Buried,4,14,10093,1669-1670-07,1669-1670,1669,1668/1669
Plague,,14,10094,1669-1670-07,1669-1670,1669,1668/1669
Buried,33,130,10095,1669-1670-07,1669-1670,1669,1668/1669
Plague,,130,10096,1669-1670-07,1669-1670,1669,1668/1669
Buried,12,40,10097,1669-1670-07,1669-1670,1669,1668/1669
Plague,,40,10098,1669-1670-07,1669-1670,1669,1668/1669
Buried,4,119,10099,1669-1670-07,1669-1670,1669,1668/1669
Plague,,119,10100,1669-1670-07,1669-1670,1669,1668/1669
Buried,28,77,10101,1669-1670-07,1669-1670,1669,1668/1669
Plague,,77,10102,1669-1670-07,1669-1670,1669,1668/1669
Buried,2,93,10103,1669-1670-07,1669-1670,1669,1668/1669
Plague,,93,10104,1669-1670-07,1669-1670,1669,1668/1669
Buried,25,76,10105,1669-1670-07,1669-1670,1669,1668/1669
Plague,,76,10106,1669-1670-07,1669-1670,1669,1668/1669
Buried,,133,10107,1669-1670-07,1669-1670,1669,1668/1669
Plague,,133,10108,1669-1670-07,1669-1670,1669,1668/1669
Buried,2,17,10109,1669-1670-08,1669-1670,1669,1668/1669
Plague,,17,10110,1669-1670-08,1669-1670,1669,1668/1669
Buried,3,1,10111,1669-1670-08,1669-1670,1669,1668/1669
Plague,,1,10112,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,2,10113,1669-1670-08,1669-1670,1669,1668/1669
Plague,,2,10114,1669-1670-08,1669-1670,1669,1668/1669
Buried,,3,10115,1669-1670-08,1669-1670,1669,1668/1669
Plague,,3,10116,1669-1670-08,1669-1670,1669,1668/1669
Buried,,4,10117,1669-1670-08,1669-1670,1669,1668/1669
Plague,,4,10118,1669-1670-08,1669-1670,1669,1668/1669
Buried,,5,10119,1669-1670-08,1669-1670,1669,1668/1669
Plague,,5,10120,1669-1670-08,1669-1670,1669,1668/1669
Buried,,6,10121,1669-1670-08,1669-1670,1669,1668/1669
Plague,,6,10122,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,7,10123,1669-1670-08,1669-1670,1669,1668/1669
Plague,,7,10124,1669-1670-08,1669-1670,1669,1668/1669
Buried,4,8,10125,1669-1670-08,1669-1670,1669,1668/1669
Plague,,8,10126,1669-1670-08,1669-1670,1669,1668/1669
Buried,,18,10127,1669-1670-08,1669-1670,1669,1668/1669
Plague,,18,10128,1669-1670-08,1669-1670,1669,1668/1669
Buried,,20,10129,1669-1670-08,1669-1670,1669,1668/1669
Plague,,20,10130,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,21,10131,1669-1670-08,1669-1670,1669,1668/1669
Plague,,21,10132,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,22,10133,1669-1670-08,1669-1670,1669,1668/1669
Plague,,22,10134,1669-1670-08,1669-1670,1669,1668/1669
Buried,2,23,10135,1669-1670-08,1669-1670,1669,1668/1669
Plague,,23,10136,1669-1670-08,1669-1670,1669,1668/1669
Buried,,24,10137,1669-1670-08,1669-1670,1669,1668/1669
Plague,,24,10138,1669-1670-08,1669-1670,1669,1668/1669
Buried,,25,10139,1669-1670-08,1669-1670,1669,1668/1669
Plague,,25,10140,1669-1670-08,1669-1670,1669,1668/1669
Buried,,26,10141,1669-1670-08,1669-1670,1669,1668/1669
Plague,,26,10142,1669-1670-08,1669-1670,1669,1668/1669
Buried,,27,10143,1669-1670-08,1669-1670,1669,1668/1669
Plague,,27,10144,1669-1670-08,1669-1670,1669,1668/1669
Buried,,30,10145,1669-1670-08,1669-1670,1669,1668/1669
Plague,,30,10146,1669-1670-08,1669-1670,1669,1668/1669
Buried,,31,10147,1669-1670-08,1669-1670,1669,1668/1669
Plague,,31,10148,1669-1670-08,1669-1670,1669,1668/1669
Buried,,32,10149,1669-1670-08,1669-1670,1669,1668/1669
Plague,,32,10150,1669-1670-08,1669-1670,1669,1668/1669
Buried,,33,10151,1669-1670-08,1669-1670,1669,1668/1669
Plague,,33,10152,1669-1670-08,1669-1670,1669,1668/1669
Buried,,36,10153,1669-1670-08,1669-1670,1669,1668/1669
Plague,,36,10154,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,11,10155,1669-1670-08,1669-1670,1669,1668/1669
Plague,,11,10156,1669-1670-08,1669-1670,1669,1668/1669
Buried,,39,10157,1669-1670-08,1669-1670,1669,1668/1669
Plague,,39,10158,1669-1670-08,1669-1670,1669,1668/1669
Buried,,41,10159,1669-1670-08,1669-1670,1669,1668/1669
Plague,,41,10160,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,42,10161,1669-1670-08,1669-1670,1669,1668/1669
Plague,,42,10162,1669-1670-08,1669-1670,1669,1668/1669
Buried,2,43,10163,1669-1670-08,1669-1670,1669,1668/1669
Plague,,43,10164,1669-1670-08,1669-1670,1669,1668/1669
Buried,,45,10165,1669-1670-08,1669-1670,1669,1668/1669
Plague,,45,10166,1669-1670-08,1669-1670,1669,1668/1669
Buried,,46,10167,1669-1670-08,1669-1670,1669,1668/1669
Plague,,46,10168,1669-1670-08,1669-1670,1669,1668/1669
Buried,,47,10169,1669-1670-08,1669-1670,1669,1668/1669
Plague,,47,10170,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,48,10171,1669-1670-08,1669-1670,1669,1668/1669
Plague,,48,10172,1669-1670-08,1669-1670,1669,1668/1669
Buried,,49,10173,1669-1670-08,1669-1670,1669,1668/1669
Plague,,49,10174,1669-1670-08,1669-1670,1669,1668/1669
Buried,,50,10175,1669-1670-08,1669-1670,1669,1668/1669
Plague,,50,10176,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,54,10177,1669-1670-08,1669-1670,1669,1668/1669
Plague,,54,10178,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,55,10179,1669-1670-08,1669-1670,1669,1668/1669
Plague,,55,10180,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,57,10181,1669-1670-08,1669-1670,1669,1668/1669
Plague,,57,10182,1669-1670-08,1669-1670,1669,1668/1669
Buried,,58,10183,1669-1670-08,1669-1670,1669,1668/1669
Plague,,58,10184,1669-1670-08,1669-1670,1669,1668/1669
Buried,,59,10185,1669-1670-08,1669-1670,1669,1668/1669
Plague,,59,10186,1669-1670-08,1669-1670,1669,1668/1669
Buried,,60,10187,1669-1670-08,1669-1670,1669,1668/1669
Plague,,60,10188,1669-1670-08,1669-1670,1669,1668/1669
Buried,,61,10189,1669-1670-08,1669-1670,1669,1668/1669
Plague,,61,10190,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,62,10191,1669-1670-08,1669-1670,1669,1668/1669
Plague,,62,10192,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,63,10193,1669-1670-08,1669-1670,1669,1668/1669
Plague,,63,10194,1669-1670-08,1669-1670,1669,1668/1669
Buried,,65,10195,1669-1670-08,1669-1670,1669,1668/1669
Plague,,65,10196,1669-1670-08,1669-1670,1669,1668/1669
Buried,,66,10197,1669-1670-08,1669-1670,1669,1668/1669
Plague,,66,10198,1669-1670-08,1669-1670,1669,1668/1669
Buried,,67,10199,1669-1670-08,1669-1670,1669,1668/1669
Plague,,67,10200,1669-1670-08,1669-1670,1669,1668/1669
Buried,,68,10201,1669-1670-08,1669-1670,1669,1668/1669
Plague,,68,10202,1669-1670-08,1669-1670,1669,1668/1669
Buried,,71,10203,1669-1670-08,1669-1670,1669,1668/1669
Plague,,71,10204,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,72,10205,1669-1670-08,1669-1670,1669,1668/1669
Plague,,72,10206,1669-1670-08,1669-1670,1669,1668/1669
Buried,,73,10207,1669-1670-08,1669-1670,1669,1668/1669
Plague,,73,10208,1669-1670-08,1669-1670,1669,1668/1669
Buried,,74,10209,1669-1670-08,1669-1670,1669,1668/1669
Plague,,74,10210,1669-1670-08,1669-1670,1669,1668/1669
Buried,,75,10211,1669-1670-08,1669-1670,1669,1668/1669
Plague,,75,10212,1669-1670-08,1669-1670,1669,1668/1669
Buried,,83,10213,1669-1670-08,1669-1670,1669,1668/1669
Plague,,83,10214,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,84,10215,1669-1670-08,1669-1670,1669,1668/1669
Plague,,84,10216,1669-1670-08,1669-1670,1669,1668/1669
Buried,,85,10217,1669-1670-08,1669-1670,1669,1668/1669
Plague,,85,10218,1669-1670-08,1669-1670,1669,1668/1669
Buried,,90,10219,1669-1670-08,1669-1670,1669,1668/1669
Plague,,90,10220,1669-1670-08,1669-1670,1669,1668/1669
Buried,,86,10221,1669-1670-08,1669-1670,1669,1668/1669
Plague,,86,10222,1669-1670-08,1669-1670,1669,1668/1669
Buried,,87,10223,1669-1670-08,1669-1670,1669,1668/1669
Plague,,87,10224,1669-1670-08,1669-1670,1669,1668/1669
Buried,,88,10225,1669-1670-08,1669-1670,1669,1668/1669
Plague,,88,10226,1669-1670-08,1669-1670,1669,1668/1669
Buried,,91,10227,1669-1670-08,1669-1670,1669,1668/1669
Plague,,91,10228,1669-1670-08,1669-1670,1669,1668/1669
Buried,,94,10229,1669-1670-08,1669-1670,1669,1668/1669
Plague,,94,10230,1669-1670-08,1669-1670,1669,1668/1669
Buried,,95,10231,1669-1670-08,1669-1670,1669,1668/1669
Plague,,95,10232,1669-1670-08,1669-1670,1669,1668/1669
Buried,,97,10233,1669-1670-08,1669-1670,1669,1668/1669
Plague,,97,10234,1669-1670-08,1669-1670,1669,1668/1669
Buried,,98,10235,1669-1670-08,1669-1670,1669,1668/1669
Plague,,98,10236,1669-1670-08,1669-1670,1669,1668/1669
Buried,,78,10237,1669-1670-08,1669-1670,1669,1668/1669
Plague,,78,10238,1669-1670-08,1669-1670,1669,1668/1669
Buried,,79,10239,1669-1670-08,1669-1670,1669,1668/1669
Plague,,79,10240,1669-1670-08,1669-1670,1669,1668/1669
Buried,,80,10241,1669-1670-08,1669-1670,1669,1668/1669
Plague,,80,10242,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,81,10243,1669-1670-08,1669-1670,1669,1668/1669
Plague,,81,10244,1669-1670-08,1669-1670,1669,1668/1669
Buried,3,82,10245,1669-1670-08,1669-1670,1669,1668/1669
Plague,,82,10246,1669-1670-08,1669-1670,1669,1668/1669
Buried,,99,10247,1669-1670-08,1669-1670,1669,1668/1669
Plague,,99,10248,1669-1670-08,1669-1670,1669,1668/1669
Buried,,100,10249,1669-1670-08,1669-1670,1669,1668/1669
Plague,,100,10250,1669-1670-08,1669-1670,1669,1668/1669
Buried,,101,10251,1669-1670-08,1669-1670,1669,1668/1669
Plague,,101,10252,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,102,10253,1669-1670-08,1669-1670,1669,1668/1669
Plague,,102,10254,1669-1670-08,1669-1670,1669,1668/1669
Buried,,103,10255,1669-1670-08,1669-1670,1669,1668/1669
Plague,,103,10256,1669-1670-08,1669-1670,1669,1668/1669
Buried,,104,10257,1669-1670-08,1669-1670,1669,1668/1669
Plague,,104,10258,1669-1670-08,1669-1670,1669,1668/1669
Buried,,105,10259,1669-1670-08,1669-1670,1669,1668/1669
Plague,,105,10260,1669-1670-08,1669-1670,1669,1668/1669
Buried,,106,10261,1669-1670-08,1669-1670,1669,1668/1669
Plague,,106,10262,1669-1670-08,1669-1670,1669,1668/1669
Buried,,107,10263,1669-1670-08,1669-1670,1669,1668/1669
Plague,,107,10264,1669-1670-08,1669-1670,1669,1668/1669
Buried,,108,10265,1669-1670-08,1669-1670,1669,1668/1669
Plague,,108,10266,1669-1670-08,1669-1670,1669,1668/1669
Buried,,109,10267,1669-1670-08,1669-1670,1669,1668/1669
Plague,,109,10268,1669-1670-08,1669-1670,1669,1668/1669
Buried,,110,10269,1669-1670-08,1669-1670,1669,1668/1669
Plague,,110,10270,1669-1670-08,1669-1670,1669,1668/1669
Buried,,111,10271,1669-1670-08,1669-1670,1669,1668/1669
Plague,,111,10272,1669-1670-08,1669-1670,1669,1668/1669
Buried,,112,10273,1669-1670-08,1669-1670,1669,1668/1669
Plague,,112,10274,1669-1670-08,1669-1670,1669,1668/1669
Buried,,113,10275,1669-1670-08,1669-1670,1669,1668/1669
Plague,,113,10276,1669-1670-08,1669-1670,1669,1668/1669
Buried,,114,10277,1669-1670-08,1669-1670,1669,1668/1669
Plague,,114,10278,1669-1670-08,1669-1670,1669,1668/1669
Buried,,115,10279,1669-1670-08,1669-1670,1669,1668/1669
Plague,,115,10280,1669-1670-08,1669-1670,1669,1668/1669
Buried,,116,10281,1669-1670-08,1669-1670,1669,1668/1669
Plague,,116,10282,1669-1670-08,1669-1670,1669,1668/1669
Buried,,118,10283,1669-1670-08,1669-1670,1669,1668/1669
Plague,,118,10284,1669-1670-08,1669-1670,1669,1668/1669
Buried,,121,10285,1669-1670-08,1669-1670,1669,1668/1669
Plague,,121,10286,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,122,10287,1669-1670-08,1669-1670,1669,1668/1669
Plague,,122,10288,1669-1670-08,1669-1670,1669,1668/1669
Buried,,123,10289,1669-1670-08,1669-1670,1669,1668/1669
Plague,,123,10290,1669-1670-08,1669-1670,1669,1668/1669
Buried,,124,10291,1669-1670-08,1669-1670,1669,1668/1669
Plague,,124,10292,1669-1670-08,1669-1670,1669,1668/1669
Buried,3,125,10293,1669-1670-08,1669-1670,1669,1668/1669
Plague,,125,10294,1669-1670-08,1669-1670,1669,1668/1669
Buried,,126,10295,1669-1670-08,1669-1670,1669,1668/1669
Plague,,126,10296,1669-1670-08,1669-1670,1669,1668/1669
Buried,,127,10297,1669-1670-08,1669-1670,1669,1668/1669
Plague,,127,10298,1669-1670-08,1669-1670,1669,1668/1669
Buried,,128,10299,1669-1670-08,1669-1670,1669,1668/1669
Plague,,128,10300,1669-1670-08,1669-1670,1669,1668/1669
Buried,,132,10301,1669-1670-08,1669-1670,1669,1668/1669
Plague,,132,10302,1669-1670-08,1669-1670,1669,1668/1669
Buried,25,19,10303,1669-1670-08,1669-1670,1669,1668/1669
Plague,,19,10304,1669-1670-08,1669-1670,1669,1668/1669
Buried,2,28,10305,1669-1670-08,1669-1670,1669,1668/1669
Plague,,28,10306,1669-1670-08,1669-1670,1669,1668/1669
Buried,,29,10307,1669-1670-08,1669-1670,1669,1668/1669
Plague,,29,10308,1669-1670-08,1669-1670,1669,1668/1669
Buried,3,38,10309,1669-1670-08,1669-1670,1669,1668/1669
Plague,,38,10310,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,10,10311,1669-1670-08,1669-1670,1669,1668/1669
Plague,,10,10312,1669-1670-08,1669-1670,1669,1668/1669
Buried,3,34,10313,1669-1670-08,1669-1670,1669,1668/1669
Plague,,34,10314,1669-1670-08,1669-1670,1669,1668/1669
Buried,32,35,10315,1669-1670-08,1669-1670,1669,1668/1669
Plague,,35,10316,1669-1670-08,1669-1670,1669,1668/1669
Buried,4,37,10317,1669-1670-08,1669-1670,1669,1668/1669
Plague,,37,10318,1669-1670-08,1669-1670,1669,1668/1669
Buried,6,44,10319,1669-1670-08,1669-1670,1669,1668/1669
Plague,,44,10320,1669-1670-08,1669-1670,1669,1668/1669
Buried,4,51,10321,1669-1670-08,1669-1670,1669,1668/1669
Plague,,51,10322,1669-1670-08,1669-1670,1669,1668/1669
Buried,41,52,10323,1669-1670-08,1669-1670,1669,1668/1669
Plague,,52,10324,1669-1670-08,1669-1670,1669,1668/1669
Buried,31,117,10325,1669-1670-08,1669-1670,1669,1668/1669
Plague,,117,10326,1669-1670-08,1669-1670,1669,1668/1669
Buried,21,16,10327,1669-1670-08,1669-1670,1669,1668/1669
Plague,,16,10328,1669-1670-08,1669-1670,1669,1668/1669
Buried,13,15,10329,1669-1670-08,1669-1670,1669,1668/1669
Plague,,15,10330,1669-1670-08,1669-1670,1669,1668/1669
Buried,,129,10331,1669-1670-08,1669-1670,1669,1668/1669
Plague,,129,10332,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,131,10333,1669-1670-08,1669-1670,1669,1668/1669
Plague,,131,10334,1669-1670-08,1669-1670,1669,1668/1669
Buried,,9,10335,1669-1670-08,1669-1670,1669,1668/1669
Plague,,9,10336,1669-1670-08,1669-1670,1669,1668/1669
Buried,21,53,10337,1669-1670-08,1669-1670,1669,1668/1669
Plague,,53,10338,1669-1670-08,1669-1670,1669,1668/1669
Buried,3,12,10339,1669-1670-08,1669-1670,1669,1668/1669
Plague,,12,10340,1669-1670-08,1669-1670,1669,1668/1669
Buried,9,56,10341,1669-1670-08,1669-1670,1669,1668/1669
Plague,,56,10342,1669-1670-08,1669-1670,1669,1668/1669
Buried,4,64,10343,1669-1670-08,1669-1670,1669,1668/1669
Plague,,64,10344,1669-1670-08,1669-1670,1669,1668/1669
Buried,6,13,10345,1669-1670-08,1669-1670,1669,1668/1669
Plague,,13,10346,1669-1670-08,1669-1670,1669,1668/1669
Buried,8,69,10347,1669-1670-08,1669-1670,1669,1668/1669
Plague,,69,10348,1669-1670-08,1669-1670,1669,1668/1669
Buried,8,70,10349,1669-1670-08,1669-1670,1669,1668/1669
Plague,,70,10350,1669-1670-08,1669-1670,1669,1668/1669
Buried,1,89,10351,1669-1670-08,1669-1670,1669,1668/1669
Plague,,89,10352,1669-1670-08,1669-1670,1669,1668/1669
Buried,7,92,10353,1669-1670-08,1669-1670,1669,1668/1669
Plague,,92,10354,1669-1670-08,1669-1670,1669,1668/1669
Buried,22,96,10355,1669-1670-08,1669-1670,1669,1668/1669
Plague,,96,10356,1669-1670-08,1669-1670,1669,1668/1669
Buried,,120,10357,1669-1670-08,1669-1670,1669,1668/1669
Plague,,120,10358,1669-1670-08,1669-1670,1669,1668/1669
Buried,2,14,10359,1669-1670-08,1669-1670,1669,1668/1669
Plague,,14,10360,1669-1670-08,1669-1670,1669,1668/1669
Buried,32,130,10361,1669-1670-08,1669-1670,1669,1668/1669
Plague,,130,10362,1669-1670-08,1669-1670,1669,1668/1669
Buried,10,40,10363,1669-1670-08,1669-1670,1669,1668/1669
Plague,,40,10364,1669-1670-08,1669-1670,1669,1668/1669
Buried,4,119,10365,1669-1670-08,1669-1670,1669,1668/1669
Plague,,119,10366,1669-1670-08,1669-1670,1669,1668/1669
Buried,55,77,10367,1669-1670-08,1669-1670,1669,1668/1669
Plague,,77,10368,1669-1670-08,1669-1670,1669,1668/1669
Buried,3,93,10369,1669-1670-08,1669-1670,1669,1668/1669
Plague,,93,10370,1669-1670-08,1669-1670,1669,1668/1669
Buried,28,76,10371,1669-1670-08,1669-1670,1669,1668/1669
Plague,,76,10372,1669-1670-08,1669-1670,1669,1668/1669
Buried,,133,10373,1669-1670-08,1669-1670,1669,1668/1669
Plague,,133,10374,1669-1670-08,1669-1670,1669,1668/1669
Buried,4,17,10375,1669-1670-09,1669-1670,1669,1668/1669
Plague,,17,10376,1669-1670-09,1669-1670,1669,1668/1669
Buried,,1,10377,1669-1670-09,1669-1670,1669,1668/1669
Plague,,1,10378,1669-1670-09,1669-1670,1669,1668/1669
Buried,,2,10379,1669-1670-09,1669-1670,1669,1668/1669
Plague,,2,10380,1669-1670-09,1669-1670,1669,1668/1669
Buried,,3,10381,1669-1670-09,1669-1670,1669,1668/1669
Plague,,3,10382,1669-1670-09,1669-1670,1669,1668/1669
Buried,,4,10383,1669-1670-09,1669-1670,1669,1668/1669
Plague,,4,10384,1669-1670-09,1669-1670,1669,1668/1669
Buried,1,5,10385,1669-1670-09,1669-1670,1669,1668/1669
Plague,,5,10386,1669-1670-09,1669-1670,1669,1668/1669
Buried,,6,10387,1669-1670-09,1669-1670,1669,1668/1669
Plague,,6,10388,1669-1670-09,1669-1670,1669,1668/1669
Buried,1,7,10389,1669-1670-09,1669-1670,1669,1668/1669
Plague,,7,10390,1669-1670-09,1669-1670,1669,1668/1669
Buried,2,8,10391,1669-1670-09,1669-1670,1669,1668/1669
Plague,,8,10392,1669-1670-09,1669-1670,1669,1668/1669
Buried,,18,10393,1669-1670-09,1669-1670,1669,1668/1669
Plague,,18,10394,1669-1670-09,1669-1670,1669,1668/1669
Buried,,20,10395,1669-1670-09,1669-1670,1669,1668/1669
Plague,,20,10396,1669-1670-09,1669-1670,1669,1668/1669
Buried,3,21,10397,1669-1670-09,1669-1670,1669,1668/1669
Plague,,21,10398,1669-1670-09,1669-1670,1669,1668/1669
Buried,,22,10399,1669-1670-09,1669-1670,1669,1668/1669
Plague,,22,10400,1669-1670-09,1669-1670,1669,1668/1669
Buried,,23,10401,1669-1670-09,1669-1670,1669,1668/1669
Plague,,23,10402,1669-1670-09,1669-1670,1669,1668/1669
Buried,,24,10403,1669-1670-09,1669-1670,1669,1668/1669
Plague,,24,10404,1669-1670-09,1669-1670,1669,1668/1669
Buried,,25,10405,1669-1670-09,1669-1670,1669,1668/1669
Plague,,25,10406,1669-1670-09,1669-1670,1669,1668/1669
Buried,,26,10407,1669-1670-09,1669-1670,1669,1668/1669
Plague,,26,10408,1669-1670-09,1669-1670,1669,1668/1669
Buried,2,27,10409,1669-1670-09,1669-1670,1669,1668/1669
Plague,,27,10410,1669-1670-09,1669-1670,1669,1668/1669
Buried,,30,10411,1669-1670-09,1669-1670,1669,1668/1669
Plague,,30,10412,1669-1670-09,1669-1670,1669,1668/1669
Buried,1,31,10413,1669-1670-09,1669-1670,1669,1668/1669
Plague,,31,10414,1669-1670-09,1669-1670,1669,1668/1669
Buried,,32,10415,1669-1670-09,1669-1670,1669,1668/1669
Plague,,32,10416,1669-1670-09,1669-1670,1669,1668/1669
Buried,1,33,10417,1669-1670-09,1669-1670,1669,1668/1669
Plague,,33,10418,1669-1670-09,1669-1670,1669,1668/1669
Buried,,36,10419,1669-1670-09,1669-1670,1669,1668/1669
Plague,,36,10420,1669-1670-09,1669-1670,1669,1668/1669
Buried,2,11,10421,1669-1670-09,1669-1670,1669,1668/1669
Plague,,11,10422,1669-1670-09,1669-1670,1669,1668/1669
Buried,,39,10423,1669-1670-09,1669-1670,1669,1668/1669
Plague,,39,10424,1669-1670-09,1669-1670,1669,1668/1669
Buried,,41,10425,1669-1670-09,1669-1670,1669,1668/1669
Plague,,41,10426,1669-1670-09,1669-1670,1669,1668/1669
Buried,,42,10427,1669-1670-09,1669-1670,1669,1668/1669
Plague,,42,10428,1669-1670-09,1669-1670,1669,1668/1669
Buried,,43,10429,1669-1670-09,1669-1670,1669,1668/1669
Plague,,43,10430,1669-1670-09,1669-1670,1669,1668/1669
Buried,,45,10431,1669-1670-09,1669-1670,1669,1668/1669
Plague,,45,10432,1669-1670-09,1669-1670,1669,1668/1669
Buried,1,46,10433,1669-1670-09,1669-1670,1669,1668/1669
Plague,,46,10434,1669-1670-09,1669-1670,1669,1668/1669
Buried,,47,10435,1669-1670-09,1669-1670,1669,1668/1669
Plague,,47,10436,1669-1670-09,1669-1670,1669,1668/1669
Buried,3,48,10437,1669-1670-09,1669-1670,1669,1668/1669
Plague,,48,10438,1669-1670-09,1669-1670,1669,1668/1669
Buried,,49,10439,1669-1670-09,1669-1670,1669,1668/1669
Plague,,49,10440,1669-1670-09,1669-1670,1669,1668/1669
Buried,4,50,10441,1669-1670-09,1669-1670,1669,1668/1669
Plague,,50,10442,1669-1670-09,1669-1670,1669,1668/1669
Buried,1,54,10443,1669-1670-09,1669-1670,1669,1668/1669
Plague,,54,10444,1669-1670-09,1669-1670,1669,1668/1669
Buried,3,55,10445,1669-1670-09,1669-1670,1669,1668/1669
Plague,,55,10446,1669-1670-09,1669-1670,1669,1668/1669
Buried,1,57,10447,1669-1670-09,1669-1670,1669,1668/1669
Plague,,57,10448,1669-1670-09,1669-1670,1669,1668/1669
Buried,,58,10449,1669-1670-09,1669-1670,1669,1668/1669
Plague,,58,10450,1669-1670-09,1669-1670,1669,1668/1669
Buried,,59,10451,1669-1670-09,1669-1670,1669,1668/1669
Plague,,59,10452,1669-1670-09,1669-1670,1669,1668/1669
Buried,,60,10453,1669-1670-09,1669-1670,1669,1668/1669
Plague,,60,10454,1669-1670-09,1669-1670,1669,1668/1669
Buried,,61,10455,1669-1670-09,1669-1670,1669,1668/1669
Plague,,61,10456,1669-1670-09,1669-1670,1669,1668/1669
Buried,2,62,10457,1669-1670-09,1669-1670,1669,1668/1669
Plague,,62,10458,1669-1670-09,1669-1670,1669,1668/1669
Buried,2,63,10459,1669-1670-09,1669-1670,1669,1668/1669
Plague,,63,10460,1669-1670-09,1669-1670,1669,1668/1669
Buried,1,65,10461,1669-1670-09,1669-1670,1669,1668/1669
Plague,,65,10462,1669-1670-09,1669-1670,1669,1668/1669
Buried,,66,10463,1669-1670-09,1669-1670,1669,1668/1669
Plague,,66,10464,1669-1670-09,1669-1670,1669,1668/1669
Buried,1,67,10465,1669-1670-09,1669-1670,1669,1668/1669
Plague,,67,10466,1669-1670-09,1669-1670,1669,1668/1669
Buried,,68,10467,1669-1670-09,1669-1670,1669,1668/1669
Plague,,68,10468,1669-1670-09,1669-1670,1669,1668/1669
Buried,,71,10469,1669-1670-09,1669-1670,1669,1668/1669
Plague,,71,10470,1669-1670-09,1669-1670,1669,1668/1669
Buried,1,72,10471,1669-1670-09,1669-1670,1669,1668/1669
Plague,,72,10472,1669-1670-09,1669-1670,1669,1668/1669
Buried,,73,10473,1669-1670-09,1669-1670,1669,1668/1669
Plague,,73,10474,1669-1670-09,1669-1670,1669,1668/1669
Buried,,74,10475,1669-1670-09,1669-1670,1669,1668/1669
Plague,,74,10476,1669-1670-09,1669-1670,1669,1668/1669
Buried,,75,10477,1669-1670-09,1669-1670,1669,1668/1669
Plague,,75,10478,1669-1670-09,1669-1670,1669,1668/1669
Buried,,83,10479,1669-1670-09,1669-1670,1669,1668/1669
Plague,,83,10480,1669-1670-09,1669-1670,1669,1668/1669
Buried,,84,10481,1669-1670-09,1669-1670,1669,1668/1669
Plague,,84,10482,1669-1670-09,1669-1670,1669,1668/1669
