count_type,count,bill_type,parish_id,id,week_id,year_range,year_id,split_year
General,28,General,72,83,1715-1716-90,1715-1716,1716,1715/1716
General,6,General,73,83,1715-1716-90,1715-1716,1716,1715/1716
General,3,General,74,83,1715-1716-90,1715-1716,1716,1715/1716
General,16,General,75,83,1715-1716-90,1715-1716,1716,1715/1716
General,28,General,83,83,1715-1716-90,1715-1716,1716,1715/1716
General,33,General,84,83,1715-1716-90,1715-1716,1716,1715/1716
General,22,General,85,83,1715-1716-90,1715-1716,1716,1715/1716
General,37,General,90,83,1715-1716-90,1715-1716,1716,1715/1716
General,6,General,86,83,1715-1716-90,1715-1716,1716,1715/1716
General,0,General,87,83,1715-1716-90,1715-1716,1716,1715/1716
General,36,General,88,83,1715-1716-90,1715-1716,1716,1715/1716
General,11,General,91,83,1715-1716-90,1715-1716,1716,1715/1716
General,44,General,94,83,1715-1716-90,1715-1716,1716,1715/1716
General,27,General,95,83,1715-1716-90,1715-1716,1716,1715/1716
General,0,General,97,83,1715-1716-90,1715-1716,1716,1715/1716
General,12,General,98,83,1715-1716-90,1715-1716,1716,1715/1716
General,15,General,78,83,1715-1716-90,1715-1716,1716,1715/1716
General,50,General,79,83,1715-1716-90,1715-1716,1716,1715/1716
General,14,General,80,83,1715-1716-90,1715-1716,1716,1715/1716
General,15,General,81,83,1715-1716-90,1715-1716,1716,1715/1716
General,41,General,82,83,1715-1716-90,1715-1716,1716,1715/1716
General,15,General,99,83,1715-1716-90,1715-1716,1716,1715/1716
General,0,General,100,83,1715-1716-90,1715-1716,1716,1715/1716
General,22,General,101,83,1715-1716-90,1715-1716,1716,1715/1716
General,22,General,102,83,1715-1716-90,1715-1716,1716,1715/1716
General,13,General,103,83,1715-1716-90,1715-1716,1716,1715/1716
General,18,General,104,83,1715-1716-90,1715-1716,1716,1715/1716
General,25,General,105,83,1715-1716-90,1715-1716,1716,1715/1716
General,5,General,106,83,1715-1716-90,1715-1716,1716,1715/1716
General,13,General,107,83,1715-1716-90,1715-1716,1716,1715/1716
General,9,General,108,83,1715-1716-90,1715-1716,1716,1715/1716
General,16,General,109,83,1715-1716-90,1715-1716,1716,1715/1716
General,36,General,110,83,1715-1716-90,1715-1716,1716,1715/1716
General,1,General,111,83,1715-1716-90,1715-1716,1716,1715/1716
General,24,General,112,83,1715-1716-90,1715-1716,1716,1715/1716
General,10,General,113,83,1715-1716-90,1715-1716,1716,1715/1716
General,50,General,114,83,1715-1716-90,1715-1716,1716,1715/1716
General,8,General,115,83,1715-1716-90,1715-1716,1716,1715/1716
General,29,General,116,83,1715-1716-90,1715-1716,1716,1715/1716
General,8,General,121,83,1715-1716-90,1715-1716,1716,1715/1716
General,32,General,122,83,1715-1716-90,1715-1716,1716,1715/1716
General,21,General,123,83,1715-1716-90,1715-1716,1716,1715/1716
General,26,General,124,83,1715-1716-90,1715-1716,1716,1715/1716
General,86,General,125,83,1715-1716-90,1715-1716,1716,1715/1716
General,17,General,126,83,1715-1716-90,1715-1716,1716,1715/1716
General,21,General,127,83,1715-1716-90,1715-1716,1716,1715/1716
General,22,General,128,83,1715-1716-90,1715-1716,1716,1715/1716
General,16,General,132,83,1715-1716-90,1715-1716,1716,1715/1716
General,1165,General,19,83,1715-1716-90,1715-1716,1716,1715/1716
General,57,General,28,83,1715-1716-90,1715-1716,1716,1715/1716
General,33,General,29,83,1715-1716-90,1715-1716,1716,1715/1716
General,200,General,34,83,1715-1716-90,1715-1716,1716,1715/1716
General,817,General,35,83,1715-1716-90,1715-1716,1716,1715/1716
General,521,General,37,83,1715-1716-90,1715-1716,1716,1715/1716
General,23,General,10,83,1715-1716-90,1715-1716,1716,1715/1716
General,309,General,38,83,1715-1716-90,1715-1716,1716,1715/1716
General,208,General,44,83,1715-1716-90,1715-1716,1716,1715/1716
General,485,General,51,83,1715-1716-90,1715-1716,1716,1715/1716
General,1367,General,52,83,1715-1716-90,1715-1716,1716,1715/1716
General,817,General,117,83,1715-1716-90,1715-1716,1716,1715/1716
General,628,General,16,83,1715-1716-90,1715-1716,1716,1715/1716
General,647,General,15,83,1715-1716-90,1715-1716,1716,1715/1716
General,181,General,129,83,1715-1716-90,1715-1716,1716,1715/1716
General,21,General,131,83,1715-1716-90,1715-1716,1716,1715/1716
General,1347,General,53,83,1715-1716-90,1715-1716,1716,1715/1716
General,165,General,12,83,1715-1716-90,1715-1716,1716,1715/1716
General,422,General,56,83,1715-1716-90,1715-1716,1716,1715/1716
General,206,General,64,83,1715-1716-90,1715-1716,1716,1715/1716
General,325,General,13,83,1715-1716-90,1715-1716,1716,1715/1716
General,643,General,69,83,1715-1716-90,1715-1716,1716,1715/1716
General,458,General,70,83,1715-1716-90,1715-1716,1716,1715/1716
General,178,General,89,83,1715-1716-90,1715-1716,1716,1715/1716
General,175,General,92,83,1715-1716-90,1715-1716,1716,1715/1716
General,889,General,96,83,1715-1716-90,1715-1716,1716,1715/1716
General,450,General,120,83,1715-1716-90,1715-1716,1716,1715/1716
General,214,General,14,83,1715-1716-90,1715-1716,1716,1715/1716
General,2369,General,130,83,1715-1716-90,1715-1716,1716,1715/1716
General,419,General,40,83,1715-1716-90,1715-1716,1716,1715/1716
General,256,General,119,83,1715-1716-90,1715-1716,1716,1715/1716
General,1605,General,77,83,1715-1716-90,1715-1716,1716,1715/1716
General,113,General,93,83,1715-1716-90,1715-1716,1716,1715/1716
General,1006,General,76,83,1715-1716-90,1715-1716,1716,1715/1716
General,31,General,17,84,1716-1717-90,1716-1717,1717,1716/1717
General,95,General,1,84,1716-1717-90,1716-1717,1717,1716/1717
General,10,General,2,84,1716-1717-90,1716-1717,1717,1716/1717
General,62,General,3,84,1716-1717-90,1716-1717,1717,1716/1717
General,0,General,4,84,1716-1717-90,1716-1717,1717,1716/1717
General,16,General,5,84,1716-1717-90,1716-1717,1717,1716/1717
General,16,General,6,84,1716-1717-90,1716-1717,1717,1716/1717
General,34,General,7,84,1716-1717-90,1716-1717,1717,1716/1717
General,79,General,8,84,1716-1717-90,1716-1717,1717,1716/1717
General,37,General,18,84,1716-1717-90,1716-1717,1717,1716/1717
General,5,General,20,84,1716-1717-90,1716-1717,1717,1716/1717
General,48,General,21,84,1716-1717-90,1716-1717,1717,1716/1717
General,59,General,22,84,1716-1717-90,1716-1717,1717,1716/1717
General,54,General,23,84,1716-1717-90,1716-1717,1717,1716/1717
General,169,General,24,84,1716-1717-90,1716-1717,1717,1716/1717
General,12,General,25,84,1716-1717-90,1716-1717,1717,1716/1717
General,13,General,26,84,1716-1717-90,1716-1717,1717,1716/1717
General,27,General,27,84,1716-1717-90,1716-1717,1717,1716/1717
General,23,General,30,84,1716-1717-90,1716-1717,1717,1716/1717
General,19,General,31,84,1716-1717-90,1716-1717,1717,1716/1717
General,37,General,32,84,1716-1717-90,1716-1717,1717,1716/1717
General,4,General,33,84,1716-1717-90,1716-1717,1717,1716/1717
General,12,General,36,84,1716-1717-90,1716-1717,1717,1716/1717
General,151,General,11,84,1716-1717-90,1716-1717,1717,1716/1717
General,19,General,39,84,1716-1717-90,1716-1717,1717,1716/1717
General,10,General,41,84,1716-1717-90,1716-1717,1717,1716/1717
General,30,General,42,84,1716-1717-90,1716-1717,1717,1716/1717
General,63,General,43,84,1716-1717-90,1716-1717,1717,1716/1717
General,20,General,45,84,1716-1717-90,1716-1717,1717,1716/1717
General,24,General,46,84,1716-1717-90,1716-1717,1717,1716/1717
General,29,General,47,84,1716-1717-90,1716-1717,1717,1716/1717
General,23,General,48,84,1716-1717-90,1716-1717,1717,1716/1717
General,8,General,49,84,1716-1717-90,1716-1717,1717,1716/1717
General,7,General,50,84,1716-1717-90,1716-1717,1717,1716/1717
General,70,General,54,84,1716-1717-90,1716-1717,1717,1716/1717
General,31,General,55,84,1716-1717-90,1716-1717,1717,1716/1717
General,24,General,57,84,1716-1717-90,1716-1717,1717,1716/1717
General,40,General,58,84,1716-1717-90,1716-1717,1717,1716/1717
General,17,General,59,84,1716-1717-90,1716-1717,1717,1716/1717
General,1,General,60,84,1716-1717-90,1716-1717,1717,1716/1717
General,27,General,61,84,1716-1717-90,1716-1717,1717,1716/1717
General,46,General,62,84,1716-1717-90,1716-1717,1717,1716/1717
General,57,General,63,84,1716-1717-90,1716-1717,1717,1716/1717
General,58,General,65,84,1716-1717-90,1716-1717,1717,1716/1717
General,21,General,66,84,1716-1717-90,1716-1717,1717,1716/1717
General,6,General,67,84,1716-1717-90,1716-1717,1717,1716/1717
General,25,General,68,84,1716-1717-90,1716-1717,1717,1716/1717
General,51,General,71,84,1716-1717-90,1716-1717,1717,1716/1717
General,27,General,72,84,1716-1717-90,1716-1717,1717,1716/1717
General,14,General,73,84,1716-1717-90,1716-1717,1717,1716/1717
General,0,General,74,84,1716-1717-90,1716-1717,1717,1716/1717
General,17,General,75,84,1716-1717-90,1716-1717,1717,1716/1717
General,33,General,83,84,1716-1717-90,1716-1717,1717,1716/1717
General,29,General,84,84,1716-1717-90,1716-1717,1717,1716/1717
General,33,General,85,84,1716-1717-90,1716-1717,1717,1716/1717
General,30,General,90,84,1716-1717-90,1716-1717,1717,1716/1717
General,7,General,86,84,1716-1717-90,1716-1717,1717,1716/1717
General,1,General,87,84,1716-1717-90,1716-1717,1717,1716/1717
General,37,General,88,84,1716-1717-90,1716-1717,1717,1716/1717
General,9,General,91,84,1716-1717-90,1716-1717,1717,1716/1717
General,22,General,94,84,1716-1717-90,1716-1717,1717,1716/1717
General,24,General,95,84,1716-1717-90,1716-1717,1717,1716/1717
General,0,General,97,84,1716-1717-90,1716-1717,1717,1716/1717
General,14,General,98,84,1716-1717-90,1716-1717,1717,1716/1717
General,10,General,78,84,1716-1717-90,1716-1717,1717,1716/1717
General,50,General,79,84,1716-1717-90,1716-1717,1717,1716/1717
General,11,General,80,84,1716-1717-90,1716-1717,1717,1716/1717
General,15,General,81,84,1716-1717-90,1716-1717,1717,1716/1717
General,49,General,82,84,1716-1717-90,1716-1717,1717,1716/1717
General,9,General,99,84,1716-1717-90,1716-1717,1717,1716/1717
General,0,General,100,84,1716-1717-90,1716-1717,1717,1716/1717
General,30,General,101,84,1716-1717-90,1716-1717,1717,1716/1717
General,29,General,102,84,1716-1717-90,1716-1717,1717,1716/1717
General,28,General,103,84,1716-1717-90,1716-1717,1717,1716/1717
General,32,General,104,84,1716-1717-90,1716-1717,1717,1716/1717
General,34,General,105,84,1716-1717-90,1716-1717,1717,1716/1717
General,7,General,106,84,1716-1717-90,1716-1717,1717,1716/1717
General,17,General,107,84,1716-1717-90,1716-1717,1717,1716/1717
General,16,General,108,84,1716-1717-90,1716-1717,1717,1716/1717
General,10,General,109,84,1716-1717-90,1716-1717,1717,1716/1717
General,34,General,110,84,1716-1717-90,1716-1717,1717,1716/1717
General,2,General,111,84,1716-1717-90,1716-1717,1717,1716/1717
General,24,General,112,84,1716-1717-90,1716-1717,1717,1716/1717
General,6,General,113,84,1716-1717-90,1716-1717,1717,1716/1717
General,42,General,114,84,1716-1717-90,1716-1717,1717,1716/1717
General,7,General,115,84,1716-1717-90,1716-1717,1717,1716/1717
General,36,General,116,84,1716-1717-90,1716-1717,1717,1716/1717
General,6,General,121,84,1716-1717-90,1716-1717,1717,1716/1717
General,39,General,122,84,1716-1717-90,1716-1717,1717,1716/1717
General,18,General,123,84,1716-1717-90,1716-1717,1717,1716/1717
General,20,General,124,84,1716-1717-90,1716-1717,1717,1716/1717
General,99,General,125,84,1716-1717-90,1716-1717,1717,1716/1717
General,18,General,126,84,1716-1717-90,1716-1717,1717,1716/1717
General,19,General,127,84,1716-1717-90,1716-1717,1717,1716/1717
General,13,General,128,84,1716-1717-90,1716-1717,1717,1716/1717
General,12,General,132,84,1716-1717-90,1716-1717,1717,1716/1717
General,1348,General,19,84,1716-1717-90,1716-1717,1717,1716/1717
General,66,General,28,84,1716-1717-90,1716-1717,1717,1716/1717
General,35,General,29,84,1716-1717-90,1716-1717,1717,1716/1717
General,258,General,34,84,1716-1717-90,1716-1717,1717,1716/1717
General,871,General,35,84,1716-1717-90,1716-1717,1717,1716/1717
General,586,General,37,84,1716-1717-90,1716-1717,1717,1716/1717
General,26,General,10,84,1716-1717-90,1716-1717,1717,1716/1717
General,345,General,38,84,1716-1717-90,1716-1717,1717,1716/1717
General,242,General,44,84,1716-1717-90,1716-1717,1717,1716/1717
General,585,General,51,84,1716-1717-90,1716-1717,1717,1716/1717
General,1559,General,52,84,1716-1717-90,1716-1717,1717,1716/1717
General,819,General,117,84,1716-1717-90,1716-1717,1717,1716/1717
General,765,General,16,84,1716-1717-90,1716-1717,1717,1716/1717
General,751,General,15,84,1716-1717-90,1716-1717,1717,1716/1717
General,169,General,129,84,1716-1717-90,1716-1717,1717,1716/1717
General,12,General,131,84,1716-1717-90,1716-1717,1717,1716/1717
General,1789,General,53,84,1716-1717-90,1716-1717,1717,1716/1717
General,202,General,12,84,1716-1717-90,1716-1717,1717,1716/1717
General,535,General,56,84,1716-1717-90,1716-1717,1717,1716/1717
General,196,General,64,84,1716-1717-90,1716-1717,1717,1716/1717
General,484,General,13,84,1716-1717-90,1716-1717,1717,1716/1717
General,728,General,69,84,1716-1717-90,1716-1717,1717,1716/1717
General,477,General,70,84,1716-1717-90,1716-1717,1717,1716/1717
General,219,General,89,84,1716-1717-90,1716-1717,1717,1716/1717
General,305,General,92,84,1716-1717-90,1716-1717,1717,1716/1717
General,891,General,96,84,1716-1717-90,1716-1717,1717,1716/1717
General,443,General,120,84,1716-1717-90,1716-1717,1717,1716/1717
General,215,General,14,84,1716-1717-90,1716-1717,1717,1716/1717
General,2458,General,130,84,1716-1717-90,1716-1717,1717,1716/1717
General,464,General,40,84,1716-1717-90,1716-1717,1717,1716/1717
General,251,General,119,84,1716-1717-90,1716-1717,1717,1716/1717
General,1860,General,77,84,1716-1717-90,1716-1717,1717,1716/1717
General,162,General,93,84,1716-1717-90,1716-1717,1717,1716/1717
General,1245,General,76,84,1716-1717-90,1716-1717,1717,1716/1717
General,28,General,17,85,1717-1718-90,1717-1718,1718,1717/1718
General,101,General,1,85,1717-1718-90,1717-1718,1718,1717/1718
General,16,General,2,85,1717-1718-90,1717-1718,1718,1717/1718
General,74,General,3,85,1717-1718-90,1717-1718,1718,1717/1718
General,1,General,4,85,1717-1718-90,1717-1718,1718,1717/1718
General,13,General,5,85,1717-1718-90,1717-1718,1718,1717/1718
General,21,General,6,85,1717-1718-90,1717-1718,1718,1717/1718
General,38,General,7,85,1717-1718-90,1717-1718,1718,1717/1718
General,70,General,8,85,1717-1718-90,1717-1718,1718,1717/1718
General,38,General,18,85,1717-1718-90,1717-1718,1718,1717/1718
General,10,General,20,85,1717-1718-90,1717-1718,1718,1717/1718
General,38,General,21,85,1717-1718-90,1717-1718,1718,1717/1718
General,61,General,22,85,1717-1718-90,1717-1718,1718,1717/1718
General,51,General,23,85,1717-1718-90,1717-1718,1718,1717/1718
General,145,General,24,85,1717-1718-90,1717-1718,1718,1717/1718
General,16,General,25,85,1717-1718-90,1717-1718,1718,1717/1718
General,13,General,26,85,1717-1718-90,1717-1718,1718,1717/1718
General,23,General,27,85,1717-1718-90,1717-1718,1718,1717/1718
General,26,General,30,85,1717-1718-90,1717-1718,1718,1717/1718
General,7,General,31,85,1717-1718-90,1717-1718,1718,1717/1718
General,50,General,32,85,1717-1718-90,1717-1718,1718,1717/1718
General,1,General,33,85,1717-1718-90,1717-1718,1718,1717/1718
General,12,General,36,85,1717-1718-90,1717-1718,1718,1717/1718
General,165,General,11,85,1717-1718-90,1717-1718,1718,1717/1718
General,21,General,39,85,1717-1718-90,1717-1718,1718,1717/1718
General,14,General,41,85,1717-1718-90,1717-1718,1718,1717/1718
General,32,General,42,85,1717-1718-90,1717-1718,1718,1717/1718
General,58,General,43,85,1717-1718-90,1717-1718,1718,1717/1718
General,24,General,45,85,1717-1718-90,1717-1718,1718,1717/1718
General,22,General,46,85,1717-1718-90,1717-1718,1718,1717/1718
General,36,General,47,85,1717-1718-90,1717-1718,1718,1717/1718
General,28,General,48,85,1717-1718-90,1717-1718,1718,1717/1718
General,9,General,49,85,1717-1718-90,1717-1718,1718,1717/1718
General,12,General,50,85,1717-1718-90,1717-1718,1718,1717/1718
General,67,General,54,85,1717-1718-90,1717-1718,1718,1717/1718
General,31,General,55,85,1717-1718-90,1717-1718,1718,1717/1718
General,21,General,57,85,1717-1718-90,1717-1718,1718,1717/1718
General,41,General,58,85,1717-1718-90,1717-1718,1718,1717/1718
General,23,General,59,85,1717-1718-90,1717-1718,1718,1717/1718
General,4,General,60,85,1717-1718-90,1717-1718,1718,1717/1718
General,27,General,61,85,1717-1718-90,1717-1718,1718,1717/1718
General,60,General,62,85,1717-1718-90,1717-1718,1718,1717/1718
General,49,General,63,85,1717-1718-90,1717-1718,1718,1717/1718
General,51,General,65,85,1717-1718-90,1717-1718,1718,1717/1718
General,20,General,66,85,1717-1718-90,1717-1718,1718,1717/1718
General,16,General,67,85,1717-1718-90,1717-1718,1718,1717/1718
General,19,General,68,85,1717-1718-90,1717-1718,1718,1717/1718
General,43,General,71,85,1717-1718-90,1717-1718,1718,1717/1718
General,37,General,72,85,1717-1718-90,1717-1718,1718,1717/1718
General,8,General,73,85,1717-1718-90,1717-1718,1718,1717/1718
General,0,General,74,85,1717-1718-90,1717-1718,1718,1717/1718
General,16,General,75,85,1717-1718-90,1717-1718,1718,1717/1718
General,23,General,83,85,1717-1718-90,1717-1718,1718,1717/1718
General,34,General,84,85,1717-1718-90,1717-1718,1718,1717/1718
General,28,General,85,85,1717-1718-90,1717-1718,1718,1717/1718
General,30,General,90,85,1717-1718-90,1717-1718,1718,1717/1718
General,7,General,86,85,1717-1718-90,1717-1718,1718,1717/1718
General,0,General,87,85,1717-1718-90,1717-1718,1718,1717/1718
General,40,General,88,85,1717-1718-90,1717-1718,1718,1717/1718
General,17,General,91,85,1717-1718-90,1717-1718,1718,1717/1718
General,42,General,94,85,1717-1718-90,1717-1718,1718,1717/1718
General,23,General,95,85,1717-1718-90,1717-1718,1718,1717/1718
General,0,General,97,85,1717-1718-90,1717-1718,1718,1717/1718
General,18,General,98,85,1717-1718-90,1717-1718,1718,1717/1718
General,14,General,78,85,1717-1718-90,1717-1718,1718,1717/1718
General,34,General,79,85,1717-1718-90,1717-1718,1718,1717/1718
General,25,General,80,85,1717-1718-90,1717-1718,1718,1717/1718
General,13,General,81,85,1717-1718-90,1717-1718,1718,1717/1718
General,52,General,82,85,1717-1718-90,1717-1718,1718,1717/1718
General,6,General,99,85,1717-1718-90,1717-1718,1718,1717/1718
General,0,General,100,85,1717-1718-90,1717-1718,1718,1717/1718
General,34,General,101,85,1717-1718-90,1717-1718,1718,1717/1718
General,35,General,102,85,1717-1718-90,1717-1718,1718,1717/1718
General,10,General,103,85,1717-1718-90,1717-1718,1718,1717/1718
General,24,General,104,85,1717-1718-90,1717-1718,1718,1717/1718
General,39,General,105,85,1717-1718-90,1717-1718,1718,1717/1718
General,15,General,106,85,1717-1718-90,1717-1718,1718,1717/1718
General,23,General,107,85,1717-1718-90,1717-1718,1718,1717/1718
General,7,General,108,85,1717-1718-90,1717-1718,1718,1717/1718
General,14,General,109,85,1717-1718-90,1717-1718,1718,1717/1718
General,24,General,110,85,1717-1718-90,1717-1718,1718,1717/1718
General,4,General,111,85,1717-1718-90,1717-1718,1718,1717/1718
General,17,General,112,85,1717-1718-90,1717-1718,1718,1717/1718
General,16,General,113,85,1717-1718-90,1717-1718,1718,1717/1718
General,44,General,114,85,1717-1718-90,1717-1718,1718,1717/1718
General,14,General,115,85,1717-1718-90,1717-1718,1718,1717/1718
General,37,General,116,85,1717-1718-90,1717-1718,1718,1717/1718
General,6,General,121,85,1717-1718-90,1717-1718,1718,1717/1718
General,40,General,122,85,1717-1718-90,1717-1718,1718,1717/1718
General,14,General,123,85,1717-1718-90,1717-1718,1718,1717/1718
General,37,General,124,85,1717-1718-90,1717-1718,1718,1717/1718
General,120,General,125,85,1717-1718-90,1717-1718,1718,1717/1718
General,17,General,126,85,1717-1718-90,1717-1718,1718,1717/1718
General,21,General,127,85,1717-1718-90,1717-1718,1718,1717/1718
General,20,General,128,85,1717-1718-90,1717-1718,1718,1717/1718
General,24,General,132,85,1717-1718-90,1717-1718,1718,1717/1718
General,1357,General,19,85,1717-1718-90,1717-1718,1718,1717/1718
General,72,General,28,85,1717-1718-90,1717-1718,1718,1717/1718
General,36,General,29,85,1717-1718-90,1717-1718,1718,1717/1718
General,247,General,34,85,1717-1718-90,1717-1718,1718,1717/1718
General,964,General,35,85,1717-1718-90,1717-1718,1718,1717/1718
General,601,General,37,85,1717-1718-90,1717-1718,1718,1717/1718
General,30,General,10,85,1717-1718-90,1717-1718,1718,1717/1718
General,348,General,38,85,1717-1718-90,1717-1718,1718,1717/1718
General,237,General,44,85,1717-1718-90,1717-1718,1718,1717/1718
General,647,General,51,85,1717-1718-90,1717-1718,1718,1717/1718
General,1589,General,52,85,1717-1718-90,1717-1718,1718,1717/1718
General,1002,General,117,85,1717-1718-90,1717-1718,1718,1717/1718
General,881,General,16,85,1717-1718-90,1717-1718,1718,1717/1718
General,746,General,15,85,1717-1718-90,1717-1718,1718,1717/1718
General,216,General,129,85,1717-1718-90,1717-1718,1718,1717/1718
General,26,General,131,85,1717-1718-90,1717-1718,1718,1717/1718
General,1737,General,53,85,1717-1718-90,1717-1718,1718,1717/1718
General,177,General,12,85,1717-1718-90,1717-1718,1718,1717/1718
General,510,General,56,85,1717-1718-90,1717-1718,1718,1717/1718
General,259,General,64,85,1717-1718-90,1717-1718,1718,1717/1718
General,515,General,13,85,1717-1718-90,1717-1718,1718,1717/1718
General,849,General,69,85,1717-1718-90,1717-1718,1718,1717/1718
General,638,General,70,85,1717-1718-90,1717-1718,1718,1717/1718
General,209,General,89,85,1717-1718-90,1717-1718,1718,1717/1718
General,377,General,92,85,1717-1718-90,1717-1718,1718,1717/1718
General,1016,General,96,85,1717-1718-90,1717-1718,1718,1717/1718
General,508,General,120,85,1717-1718-90,1717-1718,1718,1717/1718
General,343,General,14,85,1717-1718-90,1717-1718,1718,1717/1718
General,2750,General,130,85,1717-1718-90,1717-1718,1718,1717/1718
General,523,General,40,85,1717-1718-90,1717-1718,1718,1717/1718
General,229,General,119,85,1717-1718-90,1717-1718,1718,1717/1718
General,1956,General,77,85,1717-1718-90,1717-1718,1718,1717/1718
General,110,General,93,85,1717-1718-90,1717-1718,1718,1717/1718
General,1319,General,76,85,1717-1718-90,1717-1718,1718,1717/1718
General,34,General,17,86,1718-1719-90,1718-1719,1719,1718/1719
General,104,General,1,86,1718-1719-90,1718-1719,1719,1718/1719
General,11,General,2,86,1718-1719-90,1718-1719,1719,1718/1719
General,53,General,3,86,1718-1719-90,1718-1719,1719,1718/1719
General,0,General,4,86,1718-1719-90,1718-1719,1719,1718/1719
General,17,General,5,86,1718-1719-90,1718-1719,1719,1718/1719
General,13,General,6,86,1718-1719-90,1718-1719,1719,1718/1719
General,32,General,7,86,1718-1719-90,1718-1719,1719,1718/1719
General,69,General,8,86,1718-1719-90,1718-1719,1719,1718/1719
General,36,General,18,86,1718-1719-90,1718-1719,1719,1718/1719
General,17,General,20,86,1718-1719-90,1718-1719,1719,1718/1719
General,51,General,21,86,1718-1719-90,1718-1719,1719,1718/1719
General,56,General,22,86,1718-1719-90,1718-1719,1719,1718/1719
General,29,General,23,86,1718-1719-90,1718-1719,1719,1718/1719
General,126,General,24,86,1718-1719-90,1718-1719,1719,1718/1719
General,9,General,25,86,1718-1719-90,1718-1719,1719,1718/1719
General,16,General,26,86,1718-1719-90,1718-1719,1719,1718/1719
General,24,General,27,86,1718-1719-90,1718-1719,1719,1718/1719
General,17,General,30,86,1718-1719-90,1718-1719,1719,1718/1719
General,11,General,31,86,1718-1719-90,1718-1719,1719,1718/1719
General,36,General,32,86,1718-1719-90,1718-1719,1719,1718/1719
General,3,General,33,86,1718-1719-90,1718-1719,1719,1718/1719
General,10,General,36,86,1718-1719-90,1718-1719,1719,1718/1719
General,186,General,11,86,1718-1719-90,1718-1719,1719,1718/1719
General,15,General,39,86,1718-1719-90,1718-1719,1719,1718/1719
General,11,General,41,86,1718-1719-90,1718-1719,1719,1718/1719
General,31,General,42,86,1718-1719-90,1718-1719,1719,1718/1719
General,72,General,43,86,1718-1719-90,1718-1719,1719,1718/1719
General,17,General,45,86,1718-1719-90,1718-1719,1719,1718/1719
General,26,General,46,86,1718-1719-90,1718-1719,1719,1718/1719
General,35,General,47,86,1718-1719-90,1718-1719,1719,1718/1719
General,35,General,48,86,1718-1719-90,1718-1719,1719,1718/1719
General,9,General,49,86,1718-1719-90,1718-1719,1719,1718/1719
General,14,General,50,86,1718-1719-90,1718-1719,1719,1718/1719
General,69,General,54,86,1718-1719-90,1718-1719,1719,1718/1719
General,31,General,55,86,1718-1719-90,1718-1719,1719,1718/1719
General,23,General,57,86,1718-1719-90,1718-1719,1719,1718/1719
General,34,General,58,86,1718-1719-90,1718-1719,1719,1718/1719
General,18,General,59,86,1718-1719-90,1718-1719,1719,1718/1719
General,2,General,60,86,1718-1719-90,1718-1719,1719,1718/1719
General,16,General,61,86,1718-1719-90,1718-1719,1719,1718/1719
General,51,General,62,86,1718-1719-90,1718-1719,1719,1718/1719
General,59,General,63,86,1718-1719-90,1718-1719,1719,1718/1719
General,42,General,65,86,1718-1719-90,1718-1719,1719,1718/1719
General,12,General,66,86,1718-1719-90,1718-1719,1719,1718/1719
General,5,General,67,86,1718-1719-90,1718-1719,1719,1718/1719
General,37,General,68,86,1718-1719-90,1718-1719,1719,1718/1719
General,43,General,71,86,1718-1719-90,1718-1719,1719,1718/1719
General,23,General,72,86,1718-1719-90,1718-1719,1719,1718/1719
General,5,General,73,86,1718-1719-90,1718-1719,1719,1718/1719
General,0,General,74,86,1718-1719-90,1718-1719,1719,1718/1719
General,20,General,75,86,1718-1719-90,1718-1719,1719,1718/1719
General,17,General,83,86,1718-1719-90,1718-1719,1719,1718/1719
General,41,General,84,86,1718-1719-90,1718-1719,1719,1718/1719
General,31,General,85,86,1718-1719-90,1718-1719,1719,1718/1719
General,24,General,90,86,1718-1719-90,1718-1719,1719,1718/1719
General,2,General,86,86,1718-1719-90,1718-1719,1719,1718/1719
General,0,General,87,86,1718-1719-90,1718-1719,1719,1718/1719
General,29,General,88,86,1718-1719-90,1718-1719,1719,1718/1719
General,4,General,91,86,1718-1719-90,1718-1719,1719,1718/1719
General,37,General,94,86,1718-1719-90,1718-1719,1719,1718/1719
General,17,General,95,86,1718-1719-90,1718-1719,1719,1718/1719
General,0,General,97,86,1718-1719-90,1718-1719,1719,1718/1719
General,5,General,98,86,1718-1719-90,1718-1719,1719,1718/1719
General,10,General,78,86,1718-1719-90,1718-1719,1719,1718/1719
General,46,General,79,86,1718-1719-90,1718-1719,1719,1718/1719
General,8,General,80,86,1718-1719-90,1718-1719,1719,1718/1719
General,11,General,81,86,1718-1719-90,1718-1719,1719,1718/1719
General,29,General,82,86,1718-1719-90,1718-1719,1719,1718/1719
General,8,General,99,86,1718-1719-90,1718-1719,1719,1718/1719
General,0,General,100,86,1718-1719-90,1718-1719,1719,1718/1719
General,31,General,101,86,1718-1719-90,1718-1719,1719,1718/1719
General,31,General,102,86,1718-1719-90,1718-1719,1719,1718/1719
General,19,General,103,86,1718-1719-90,1718-1719,1719,1718/1719
General,30,General,104,86,1718-1719-90,1718-1719,1719,1718/1719
General,35,General,105,86,1718-1719-90,1718-1719,1719,1718/1719
General,11,General,106,86,1718-1719-90,1718-1719,1719,1718/1719
General,17,General,107,86,1718-1719-90,1718-1719,1719,1718/1719
General,16,General,108,86,1718-1719-90,1718-1719,1719,1718/1719
General,16,General,109,86,1718-1719-90,1718-1719,1719,1718/1719
