count,count_type,bill_type,parish_id,year,week_id,year_range,split_year
24,Total,General,69,1739,1738-1739-90,1738-1739,1738/1739
3,Total,General,70,1739,1738-1739-90,1738-1739,1738/1739
0,Total,General,72,1739,1738-1739-90,1738-1739,1738/1739
48,Total,General,73,1739,1738-1739-90,1738-1739,1738/1739
51,Total,General,74,1739,1738-1739-90,1738-1739,1738/1739
22,Total,General,76,1739,1738-1739-90,1738-1739,1738/1739
9,Total,General,77,1739,1738-1739-90,1738-1739,1738/1739
10,Total,General,78,1739,1738-1739-90,1738-1739,1738/1739
24,Total,General,79,1739,1738-1739-90,1738-1739,1738/1739
20,Total,General,82,1739,1738-1739-90,1738-1739,1738/1739
24,Total,General,83,1739,1738-1739-90,1738-1739,1738/1739
5,Total,General,84,1739,1738-1739-90,1738-1739,1738/1739
0,Total,General,85,1739,1738-1739-90,1738-1739,1738/1739
15,Total,General,86,1739,1738-1739-90,1738-1739,1738/1739
11,Total,General,94,1739,1738-1739-90,1738-1739,1738/1739
42,Total,General,95,1739,1738-1739-90,1738-1739,1738/1739
22,Total,General,96,1739,1738-1739-90,1738-1739,1738/1739
25,Total,General,101,1739,1738-1739-90,1738-1739,1738/1739
0,Total,General,97,1739,1738-1739-90,1738-1739,1738/1739
0,Total,General,98,1739,1738-1739-90,1738-1739,1738/1739
44,Total,General,99,1739,1738-1739-90,1738-1739,1738/1739
12,Total,General,103,1739,1738-1739-90,1738-1739,1738/1739
40,Total,General,106,1739,1738-1739-90,1738-1739,1738/1739
25,Total,General,107,1739,1738-1739-90,1738-1739,1738/1739
0,Total,General,109,1739,1738-1739-90,1738-1739,1738/1739
11,Total,General,110,1739,1738-1739-90,1738-1739,1738/1739
10,Total,General,89,1739,1738-1739-90,1738-1739,1738/1739
9,Total,General,90,1739,1738-1739-90,1738-1739,1738/1739
10,Total,General,91,1739,1738-1739-90,1738-1739,1738/1739
11,Total,General,92,1739,1738-1739-90,1738-1739,1738/1739
33,Total,General,93,1739,1738-1739-90,1738-1739,1738/1739
11,Total,General,112,1739,1738-1739-90,1738-1739,1738/1739
1,Total,General,113,1739,1738-1739-90,1738-1739,1738/1739
43,Total,General,114,1739,1738-1739-90,1738-1739,1738/1739
27,Total,General,115,1739,1738-1739-90,1738-1739,1738/1739
17,Total,General,116,1739,1738-1739-90,1738-1739,1738/1739
29,Total,General,117,1739,1738-1739-90,1738-1739,1738/1739
50,Total,General,118,1739,1738-1739-90,1738-1739,1738/1739
7,Total,General,119,1739,1738-1739-90,1738-1739,1738/1739
13,Total,General,120,1739,1738-1739-90,1738-1739,1738/1739
3,Total,General,121,1739,1738-1739-90,1738-1739,1738/1739
11,Total,General,122,1739,1738-1739-90,1738-1739,1738/1739
16,Total,General,123,1739,1738-1739-90,1738-1739,1738/1739
2,Total,General,124,1739,1738-1739-90,1738-1739,1738/1739
15,Total,General,125,1739,1738-1739-90,1738-1739,1738/1739
10,Total,General,126,1739,1738-1739-90,1738-1739,1738/1739
73,Total,General,127,1739,1738-1739-90,1738-1739,1738/1739
4,Total,General,128,1739,1738-1739-90,1738-1739,1738/1739
27,Total,General,129,1739,1738-1739-90,1738-1739,1738/1739
13,Total,General,135,1739,1738-1739-90,1738-1739,1738/1739
39,Total,General,136,1739,1738-1739-90,1738-1739,1738/1739
20,Total,General,137,1739,1738-1739-90,1738-1739,1738/1739
16,Total,General,138,1739,1738-1739-90,1738-1739,1738/1739
62,Total,General,139,1739,1738-1739-90,1738-1739,1738/1739
16,Total,General,140,1739,1738-1739-90,1738-1739,1738/1739
17,Total,General,141,1739,1738-1739-90,1738-1739,1738/1739
22,Total,General,142,1739,1738-1739-90,1738-1739,1738/1739
24,Total,General,154,1739,1738-1739-90,1738-1739,1738/1739
1315,Total,General,24,1739,1738-1739-90,1738-1739,1738/1739
75,Total,General,34,1739,1738-1739-90,1738-1739,1738/1739
25,Total,General,35,1739,1738-1739-90,1738-1739,1738/1739
278,Total,General,40,1739,1738-1739-90,1738-1739,1738/1739
953,Total,General,41,1739,1738-1739-90,1738-1739,1738/1739
693,Total,General,43,1739,1738-1739-90,1738-1739,1738/1739
29,Total,General,9,1739,1738-1739-90,1738-1739,1738/1739
353,Total,General,44,1739,1738-1739-90,1738-1739,1738/1739
448,Total,General,71,1739,1738-1739-90,1738-1739,1738/1739
218,Total,General,50,1739,1738-1739-90,1738-1739,1738/1739
342,Total,General,59,1739,1738-1739-90,1738-1739,1738/1739
943,Total,General,60,1739,1738-1739-90,1738-1739,1738/1739
514,Total,General,130,1739,1738-1739-90,1738-1739,1738/1739
749,Total,General,21,1739,1738-1739-90,1738-1739,1738/1739
827,Total,General,20,1739,1738-1739-90,1738-1739,1738/1739
205,Total,General,143,1739,1738-1739-90,1738-1739,1738/1739
34,Total,General,153,1739,1738-1739-90,1738-1739,1738/1739
,Total,General,18,1739,1738-1739-90,1738-1739,1738/1739
940,Total,General,11,1739,1738-1739-90,1738-1739,1738/1739
208,Total,General,12,1739,1738-1739-90,1738-1739,1738/1739
1274,Total,General,61,1739,1738-1739-90,1738-1739,1738/1739
221,Total,General,13,1739,1738-1739-90,1738-1739,1738/1739
291,Total,General,68,1739,1738-1739-90,1738-1739,1738/1739
613,Total,General,64,1739,1738-1739-90,1738-1739,1738/1739
353,Total,General,75,1739,1738-1739-90,1738-1739,1738/1739
511,Total,General,14,1739,1738-1739-90,1738-1739,1738/1739
1058,Total,General,80,1739,1738-1739-90,1738-1739,1738/1739
557,Total,General,81,1739,1738-1739-90,1738-1739,1738/1739
,Total,General,111,1739,1738-1739-90,1738-1739,1738/1739
267,Total,General,100,1739,1738-1739-90,1738-1739,1738/1739
410,Total,General,104,1739,1738-1739-90,1738-1739,1738/1739
1272,Total,General,108,1739,1738-1739-90,1738-1739,1738/1739
566,Total,General,134,1739,1738-1739-90,1738-1739,1738/1739
331,Total,General,19,1739,1738-1739-90,1738-1739,1738/1739
1217,Total,General,149,1739,1738-1739-90,1738-1739,1738/1739
629,Total,General,30,1739,1738-1739-90,1738-1739,1738/1739
573,Total,General,46,1739,1738-1739-90,1738-1739,1738/1739
1462,Total,General,67,1739,1738-1739-90,1738-1739,1738/1739
361,Total,General,133,1739,1738-1739-90,1738-1739,1738/1739
1498,Total,General,88,1739,1738-1739-90,1738-1739,1738/1739
156,Total,General,105,1739,1738-1739-90,1738-1739,1738/1739
132,Total,General,102,1739,1738-1739-90,1738-1739,1738/1739
1268,Total,General,87,1739,1738-1739-90,1738-1739,1738/1739
,Total,General,17,1739,1738-1739-90,1738-1739,1738/1739
31,Total,General,22,1740,1739-1740-90,1739-1740,1739/1740
79,Total,General,1,1740,1739-1740-90,1739-1740,1739/1740
5,Total,General,2,1740,1739-1740-90,1739-1740,1739/1740
76,Total,General,3,1740,1739-1740-90,1739-1740,1739/1740
1,Total,General,4,1740,1739-1740-90,1739-1740,1739/1740
29,Total,General,5,1740,1739-1740-90,1739-1740,1739/1740
17,Total,General,6,1740,1739-1740-90,1739-1740,1739/1740
31,Total,General,7,1740,1739-1740-90,1739-1740,1739/1740
45,Total,General,8,1740,1739-1740-90,1739-1740,1739/1740
14,Total,General,23,1740,1739-1740-90,1739-1740,1739/1740
16,Total,General,25,1740,1739-1740-90,1739-1740,1739/1740
36,Total,General,26,1740,1739-1740-90,1739-1740,1739/1740
98,Total,General,27,1740,1739-1740-90,1739-1740,1739/1740
57,Total,General,28,1740,1739-1740-90,1739-1740,1739/1740
184,Total,General,29,1740,1739-1740-90,1739-1740,1739/1740
12,Total,General,31,1740,1739-1740-90,1739-1740,1739/1740
19,Total,General,32,1740,1739-1740-90,1739-1740,1739/1740
23,Total,General,33,1740,1739-1740-90,1739-1740,1739/1740
20,Total,General,36,1740,1739-1740-90,1739-1740,1739/1740
16,Total,General,37,1740,1739-1740-90,1739-1740,1739/1740
53,Total,General,38,1740,1739-1740-90,1739-1740,1739/1740
0,Total,General,39,1740,1739-1740-90,1739-1740,1739/1740
4,Total,General,42,1740,1739-1740-90,1739-1740,1739/1740
176,Total,General,10,1740,1739-1740-90,1739-1740,1739/1740
21,Total,General,45,1740,1739-1740-90,1739-1740,1739/1740
12,Total,General,47,1740,1739-1740-90,1739-1740,1739/1740
31,Total,General,48,1740,1739-1740-90,1739-1740,1739/1740
56,Total,General,49,1740,1739-1740-90,1739-1740,1739/1740
14,Total,General,51,1740,1739-1740-90,1739-1740,1739/1740
35,Total,General,52,1740,1739-1740-90,1739-1740,1739/1740
34,Total,General,53,1740,1739-1740-90,1739-1740,1739/1740
30,Total,General,54,1740,1739-1740-90,1739-1740,1739/1740
12,Total,General,55,1740,1739-1740-90,1739-1740,1739/1740
14,Total,General,56,1740,1739-1740-90,1739-1740,1739/1740
94,Total,General,62,1740,1739-1740-90,1739-1740,1739/1740
39,Total,General,63,1740,1739-1740-90,1739-1740,1739/1740
29,Total,General,65,1740,1739-1740-90,1739-1740,1739/1740
41,Total,General,66,1740,1739-1740-90,1739-1740,1739/1740
21,Total,General,69,1740,1739-1740-90,1739-1740,1739/1740
4,Total,General,70,1740,1739-1740-90,1739-1740,1739/1740
34,Total,General,72,1740,1739-1740-90,1739-1740,1739/1740
44,Total,General,73,1740,1739-1740-90,1739-1740,1739/1740
56,Total,General,74,1740,1739-1740-90,1739-1740,1739/1740
39,Total,General,76,1740,1739-1740-90,1739-1740,1739/1740
9,Total,General,77,1740,1739-1740-90,1739-1740,1739/1740
17,Total,General,78,1740,1739-1740-90,1739-1740,1739/1740
19,Total,General,79,1740,1739-1740-90,1739-1740,1739/1740
42,Total,General,82,1740,1739-1740-90,1739-1740,1739/1740
27,Total,General,83,1740,1739-1740-90,1739-1740,1739/1740
5,Total,General,84,1740,1739-1740-90,1739-1740,1739/1740
0,Total,General,85,1740,1739-1740-90,1739-1740,1739/1740
12,Total,General,86,1740,1739-1740-90,1739-1740,1739/1740
21,Total,General,94,1740,1739-1740-90,1739-1740,1739/1740
44,Total,General,95,1740,1739-1740-90,1739-1740,1739/1740
24,Total,General,96,1740,1739-1740-90,1739-1740,1739/1740
32,Total,General,101,1740,1739-1740-90,1739-1740,1739/1740
1,Total,General,97,1740,1739-1740-90,1739-1740,1739/1740
0,Total,General,98,1740,1739-1740-90,1739-1740,1739/1740
41,Total,General,99,1740,1739-1740-90,1739-1740,1739/1740
16,Total,General,103,1740,1739-1740-90,1739-1740,1739/1740
45,Total,General,106,1740,1739-1740-90,1739-1740,1739/1740
20,Total,General,107,1740,1739-1740-90,1739-1740,1739/1740
0,Total,General,109,1740,1739-1740-90,1739-1740,1739/1740
7,Total,General,110,1740,1739-1740-90,1739-1740,1739/1740
15,Total,General,89,1740,1739-1740-90,1739-1740,1739/1740
15,Total,General,90,1740,1739-1740-90,1739-1740,1739/1740
22,Total,General,91,1740,1739-1740-90,1739-1740,1739/1740
2,Total,General,92,1740,1739-1740-90,1739-1740,1739/1740
49,Total,General,93,1740,1739-1740-90,1739-1740,1739/1740
8,Total,General,112,1740,1739-1740-90,1739-1740,1739/1740
2,Total,General,113,1740,1739-1740-90,1739-1740,1739/1740
46,Total,General,114,1740,1739-1740-90,1739-1740,1739/1740
31,Total,General,115,1740,1739-1740-90,1739-1740,1739/1740
28,Total,General,116,1740,1739-1740-90,1739-1740,1739/1740
34,Total,General,117,1740,1739-1740-90,1739-1740,1739/1740
43,Total,General,118,1740,1739-1740-90,1739-1740,1739/1740
9,Total,General,119,1740,1739-1740-90,1739-1740,1739/1740
13,Total,General,120,1740,1739-1740-90,1739-1740,1739/1740
9,Total,General,121,1740,1739-1740-90,1739-1740,1739/1740
11,Total,General,122,1740,1739-1740-90,1739-1740,1739/1740
13,Total,General,123,1740,1739-1740-90,1739-1740,1739/1740
2,Total,General,124,1740,1739-1740-90,1739-1740,1739/1740
12,Total,General,125,1740,1739-1740-90,1739-1740,1739/1740
8,Total,General,126,1740,1739-1740-90,1739-1740,1739/1740
57,Total,General,127,1740,1739-1740-90,1739-1740,1739/1740
5,Total,General,128,1740,1739-1740-90,1739-1740,1739/1740
23,Total,General,129,1740,1739-1740-90,1739-1740,1739/1740
13,Total,General,135,1740,1739-1740-90,1739-1740,1739/1740
31,Total,General,136,1740,1739-1740-90,1739-1740,1739/1740
15,Total,General,137,1740,1739-1740-90,1739-1740,1739/1740
14,Total,General,138,1740,1739-1740-90,1739-1740,1739/1740
59,Total,General,139,1740,1739-1740-90,1739-1740,1739/1740
13,Total,General,140,1740,1739-1740-90,1739-1740,1739/1740
12,Total,General,141,1740,1739-1740-90,1739-1740,1739/1740
16,Total,General,142,1740,1739-1740-90,1739-1740,1739/1740
20,Total,General,154,1740,1739-1740-90,1739-1740,1739/1740
1399,Total,General,24,1740,1739-1740-90,1739-1740,1739/1740
94,Total,General,34,1740,1739-1740-90,1739-1740,1739/1740
14,Total,General,35,1740,1739-1740-90,1739-1740,1739/1740
283,Total,General,40,1740,1739-1740-90,1739-1740,1739/1740
1000,Total,General,41,1740,1739-1740-90,1739-1740,1739/1740
755,Total,General,43,1740,1739-1740-90,1739-1740,1739/1740
40,Total,General,9,1740,1739-1740-90,1739-1740,1739/1740
307,Total,General,44,1740,1739-1740-90,1739-1740,1739/1740
460,Total,General,71,1740,1739-1740-90,1739-1740,1739/1740
170,Total,General,50,1740,1739-1740-90,1739-1740,1739/1740
466,Total,General,59,1740,1739-1740-90,1739-1740,1739/1740
947,Total,General,60,1740,1739-1740-90,1739-1740,1739/1740
665,Total,General,130,1740,1739-1740-90,1739-1740,1739/1740
866,Total,General,21,1740,1739-1740-90,1739-1740,1739/1740
864,Total,General,20,1740,1739-1740-90,1739-1740,1739/1740
216,Total,General,143,1740,1739-1740-90,1739-1740,1739/1740
45,Total,General,153,1740,1739-1740-90,1739-1740,1739/1740
,Total,General,18,1740,1739-1740-90,1739-1740,1739/1740
942,Total,General,11,1740,1739-1740-90,1739-1740,1739/1740
257,Total,General,12,1740,1739-1740-90,1739-1740,1739/1740
1186,Total,General,61,1740,1739-1740-90,1739-1740,1739/1740
247,Total,General,13,1740,1739-1740-90,1739-1740,1739/1740
355,Total,General,68,1740,1739-1740-90,1739-1740,1739/1740
665,Total,General,64,1740,1739-1740-90,1739-1740,1739/1740
243,Total,General,75,1740,1739-1740-90,1739-1740,1739/1740
606,Total,General,14,1740,1739-1740-90,1739-1740,1739/1740
1081,Total,General,80,1740,1739-1740-90,1739-1740,1739/1740
582,Total,General,81,1740,1739-1740-90,1739-1740,1739/1740
,Total,General,111,1740,1739-1740-90,1739-1740,1739/1740
274,Total,General,100,1740,1739-1740-90,1739-1740,1739/1740
469,Total,General,104,1740,1739-1740-90,1739-1740,1739/1740
1496,Total,General,108,1740,1739-1740-90,1739-1740,1739/1740
542,Total,General,134,1740,1739-1740-90,1739-1740,1739/1740
398,Total,General,19,1740,1739-1740-90,1739-1740,1739/1740
1296,Total,General,149,1740,1739-1740-90,1739-1740,1739/1740
525,Total,General,30,1740,1739-1740-90,1739-1740,1739/1740
487,Total,General,46,1740,1739-1740-90,1739-1740,1739/1740
1342,Total,General,67,1740,1739-1740-90,1739-1740,1739/1740
335,Total,General,133,1740,1739-1740-90,1739-1740,1739/1740
1506,Total,General,88,1740,1739-1740-90,1739-1740,1739/1740
185,Total,General,105,1740,1739-1740-90,1739-1740,1739/1740
133,Total,General,102,1740,1739-1740-90,1739-1740,1739/1740
1372,Total,General,87,1740,1739-1740-90,1739-1740,1739/1740
,Total,General,17,1740,1739-1740-90,1739-1740,1739/1740
26,Total,General,22,1741,1740-1741-90,1740-1741,1740/1741
76,Total,General,1,1741,1740-1741-90,1740-1741,1740/1741
11,Total,General,2,1741,1740-1741-90,1740-1741,1740/1741
64,Total,General,3,1741,1740-1741-90,1740-1741,1740/1741
1,Total,General,4,1741,1740-1741-90,1740-1741,1740/1741
12,Total,General,5,1741,1740-1741-90,1740-1741,1740/1741
17,Total,General,6,1741,1740-1741-90,1740-1741,1740/1741
25,Total,General,7,1741,1740-1741-90,1740-1741,1740/1741
42,Total,General,8,1741,1740-1741-90,1740-1741,1740/1741
33,Total,General,23,1741,1740-1741-90,1740-1741,1740/1741
16,Total,General,25,1741,1740-1741-90,1740-1741,1740/1741
48,Total,General,26,1741,1740-1741-90,1740-1741,1740/1741
72,Total,General,27,1741,1740-1741-90,1740-1741,1740/1741
35,Total,General,28,1741,1740-1741-90,1740-1741,1740/1741
179,Total,General,29,1741,1740-1741-90,1740-1741,1740/1741
6,Total,General,31,1741,1740-1741-90,1740-1741,1740/1741
10,Total,General,32,1741,1740-1741-90,1740-1741,1740/1741
26,Total,General,33,1741,1740-1741-90,1740-1741,1740/1741
19,Total,General,36,1741,1740-1741-90,1740-1741,1740/1741
9,Total,General,37,1741,1740-1741-90,1740-1741,1740/1741
58,Total,General,38,1741,1740-1741-90,1740-1741,1740/1741
0,Total,General,39,1741,1740-1741-90,1740-1741,1740/1741
18,Total,General,42,1741,1740-1741-90,1740-1741,1740/1741
139,Total,General,10,1741,1740-1741-90,1740-1741,1740/1741
23,Total,General,45,1741,1740-1741-90,1740-1741,1740/1741
7,Total,General,47,1741,1740-1741-90,1740-1741,1740/1741
35,Total,General,48,1741,1740-1741-90,1740-1741,1740/1741
70,Total,General,49,1741,1740-1741-90,1740-1741,1740/1741
23,Total,General,51,1741,1740-1741-90,1740-1741,1740/1741
27,Total,General,52,1741,1740-1741-90,1740-1741,1740/1741
35,Total,General,53,1741,1740-1741-90,1740-1741,1740/1741
22,Total,General,54,1741,1740-1741-90,1740-1741,1740/1741
13,Total,General,55,1741,1740-1741-90,1740-1741,1740/1741
11,Total,General,56,1741,1740-1741-90,1740-1741,1740/1741
79,Total,General,62,1741,1740-1741-90,1740-1741,1740/1741
32,Total,General,63,1741,1740-1741-90,1740-1741,1740/1741
27,Total,General,65,1741,1740-1741-90,1740-1741,1740/1741
21,Total,General,66,1741,1740-1741-90,1740-1741,1740/1741
26,Total,General,69,1741,1740-1741-90,1740-1741,1740/1741
3,Total,General,70,1741,1740-1741-90,1740-1741,1740/1741
23,Total,General,72,1741,1740-1741-90,1740-1741,1740/1741
40,Total,General,73,1741,1740-1741-90,1740-1741,1740/1741
43,Total,General,74,1741,1740-1741-90,1740-1741,1740/1741
41,Total,General,76,1741,1740-1741-90,1740-1741,1740/1741
14,Total,General,77,1741,1740-1741-90,1740-1741,1740/1741
12,Total,General,78,1741,1740-1741-90,1740-1741,1740/1741
19,Total,General,79,1741,1740-1741-90,1740-1741,1740/1741
36,Total,General,82,1741,1740-1741-90,1740-1741,1740/1741
26,Total,General,83,1741,1740-1741-90,1740-1741,1740/1741
3,Total,General,84,1741,1740-1741-90,1740-1741,1740/1741
0,Total,General,85,1741,1740-1741-90,1740-1741,1740/1741
12,Total,General,86,1741,1740-1741-90,1740-1741,1740/1741
14,Total,General,94,1741,1740-1741-90,1740-1741,1740/1741
28,Total,General,95,1741,1740-1741-90,1740-1741,1740/1741
30,Total,General,96,1741,1740-1741-90,1740-1741,1740/1741
14,Total,General,101,1741,1740-1741-90,1740-1741,1740/1741
6,Total,General,97,1741,1740-1741-90,1740-1741,1740/1741
0,Total,General,98,1741,1740-1741-90,1740-1741,1740/1741
34,Total,General,99,1741,1740-1741-90,1740-1741,1740/1741
6,Total,General,103,1741,1740-1741-90,1740-1741,1740/1741
32,Total,General,106,1741,1740-1741-90,1740-1741,1740/1741
26,Total,General,107,1741,1740-1741-90,1740-1741,1740/1741
0,Total,General,109,1741,1740-1741-90,1740-1741,1740/1741
11,Total,General,110,1741,1740-1741-90,1740-1741,1740/1741
6,Total,General,89,1741,1740-1741-90,1740-1741,1740/1741
15,Total,General,90,1741,1740-1741-90,1740-1741,1740/1741
18,Total,General,91,1741,1740-1741-90,1740-1741,1740/1741
4,Total,General,92,1741,1740-1741-90,1740-1741,1740/1741
32,Total,General,93,1741,1740-1741-90,1740-1741,1740/1741
12,Total,General,112,1741,1740-1741-90,1740-1741,1740/1741
0,Total,General,113,1741,1740-1741-90,1740-1741,1740/1741
34,Total,General,114,1741,1740-1741-90,1740-1741,1740/1741
28,Total,General,115,1741,1740-1741-90,1740-1741,1740/1741
35,Total,General,116,1741,1740-1741-90,1740-1741,1740/1741
34,Total,General,117,1741,1740-1741-90,1740-1741,1740/1741
28,Total,General,118,1741,1740-1741-90,1740-1741,1740/1741
10,Total,General,119,1741,1740-1741-90,1740-1741,1740/1741
11,Total,General,120,1741,1740-1741-90,1740-1741,1740/1741
2,Total,General,121,1741,1740-1741-90,1740-1741,1740/1741
10,Total,General,122,1741,1740-1741-90,1740-1741,1740/1741
18,Total,General,123,1741,1740-1741-90,1740-1741,1740/1741
7,Total,General,124,1741,1740-1741-90,1740-1741,1740/1741
16,Total,General,125,1741,1740-1741-90,1740-1741,1740/1741
5,Total,General,126,1741,1740-1741-90,1740-1741,1740/1741
34,Total,General,127,1741,1740-1741-90,1740-1741,1740/1741
2,Total,General,128,1741,1740-1741-90,1740-1741,1740/1741
20,Total,General,129,1741,1740-1741-90,1740-1741,1740/1741
5,Total,General,135,1741,1740-1741-90,1740-1741,1740/1741
37,Total,General,136,1741,1740-1741-90,1740-1741,1740/1741
13,Total,General,137,1741,1740-1741-90,1740-1741,1740/1741
11,Total,General,138,1741,1740-1741-90,1740-1741,1740/1741
67,Total,General,139,1741,1740-1741-90,1740-1741,1740/1741
14,Total,General,140,1741,1740-1741-90,1740-1741,1740/1741
13,Total,General,141,1741,1740-1741-90,1740-1741,1740/1741
12,Total,General,142,1741,1740-1741-90,1740-1741,1740/1741
8,Total,General,154,1741,1740-1741-90,1740-1741,1740/1741
1274,Total,General,24,1741,1740-1741-90,1740-1741,1740/1741
96,Total,General,34,1741,1740-1741-90,1740-1741,1740/1741
13,Total,General,35,1741,1740-1741-90,1740-1741,1740/1741
268,Total,General,40,1741,1740-1741-90,1740-1741,1740/1741
811,Total,General,41,1741,1740-1741-90,1740-1741,1740/1741
504,Total,General,43,1741,1740-1741-90,1740-1741,1740/1741
18,Total,General,9,1741,1740-1741-90,1740-1741,1740/1741
306,Total,General,44,1741,1740-1741-90,1740-1741,1740/1741
411,Total,General,71,1741,1740-1741-90,1740-1741,1740/1741
195,Total,General,50,1741,1740-1741-90,1740-1741,1740/1741
320,Total,General,59,1741,1740-1741-90,1740-1741,1740/1741
796,Total,General,60,1741,1740-1741-90,1740-1741,1740/1741
440,Total,General,130,1741,1740-1741-90,1740-1741,1740/1741
658,Total,General,21,1741,1740-1741-90,1740-1741,1740/1741
763,Total,General,20,1741,1740-1741-90,1740-1741,1740/1741
230,Total,General,143,1741,1740-1741-90,1740-1741,1740/1741
31,Total,General,153,1741,1740-1741-90,1740-1741,1740/1741
,Total,General,18,1741,1740-1741-90,1740-1741,1740/1741
701,Total,General,11,1741,1740-1741-90,1740-1741,1740/1741
149,Total,General,12,1741,1740-1741-90,1740-1741,1740/1741
1021,Total,General,61,1741,1740-1741-90,1740-1741,1740/1741
201,Total,General,13,1741,1740-1741-90,1740-1741,1740/1741
292,Total,General,68,1741,1740-1741-90,1740-1741,1740/1741
611,Total,General,64,1741,1740-1741-90,1740-1741,1740/1741
222,Total,General,75,1741,1740-1741-90,1740-1741,1740/1741
468,Total,General,14,1741,1740-1741-90,1740-1741,1740/1741
873,Total,General,80,1741,1740-1741-90,1740-1741,1740/1741
549,Total,General,81,1741,1740-1741-90,1740-1741,1740/1741
,Total,General,111,1741,1740-1741-90,1740-1741,1740/1741
301,Total,General,100,1741,1740-1741-90,1740-1741,1740/1741
348,Total,General,104,1741,1740-1741-90,1740-1741,1740/1741
1208,Total,General,108,1741,1740-1741-90,1740-1741,1740/1741
425,Total,General,134,1741,1740-1741-90,1740-1741,1740/1741
277,Total,General,19,1741,1740-1741-90,1740-1741,1740/1741
1049,Total,General,149,1741,1740-1741-90,1740-1741,1740/1741
533,Total,General,30,1741,1740-1741-90,1740-1741,1740/1741
455,Total,General,46,1741,1740-1741-90,1740-1741,1740/1741
1114,Total,General,67,1741,1740-1741-90,1740-1741,1740/1741
340,Total,General,133,1741,1740-1741-90,1740-1741,1740/1741
1411,Total,General,88,1741,1740-1741-90,1740-1741,1740/1741
83,Total,General,105,1741,1740-1741-90,1740-1741,1740/1741
98,Total,General,102,1741,1740-1741-90,1740-1741,1740/1741
1065,Total,General,87,1741,1740-1741-90,1740-1741,1740/1741
,Total,General,17,1741,1740-1741-90,1740-1741,1740/1741
33,Total,General,22,1742,1741-1742-90,1741-1742,1741/1742
64,Total,General,1,1742,1741-1742-90,1741-1742,1741/1742
11,Total,General,2,1742,1741-1742-90,1741-1742,1741/1742
49,Total,General,3,1742,1741-1742-90,1741-1742,1741/1742
0,Total,General,4,1742,1741-1742-90,1741-1742,1741/1742
14,Total,General,5,1742,1741-1742-90,1741-1742,1741/1742
23,Total,General,6,1742,1741-1742-90,1741-1742,1741/1742
20,Total,General,7,1742,1741-1742-90,1741-1742,1741/1742
38,Total,General,8,1742,1741-1742-90,1741-1742,1741/1742
19,Total,General,23,1742,1741-1742-90,1741-1742,1741/1742
14,Total,General,25,1742,1741-1742-90,1741-1742,1741/1742
41,Total,General,26,1742,1741-1742-90,1741-1742,1741/1742
54,Total,General,27,1742,1741-1742-90,1741-1742,1741/1742
39,Total,General,28,1742,1741-1742-90,1741-1742,1741/1742
135,Total,General,29,1742,1741-1742-90,1741-1742,1741/1742
6,Total,General,31,1742,1741-1742-90,1741-1742,1741/1742
5,Total,General,32,1742,1741-1742-90,1741-1742,1741/1742
19,Total,General,33,1742,1741-1742-90,1741-1742,1741/1742
14,Total,General,36,1742,1741-1742-90,1741-1742,1741/1742
7,Total,General,37,1742,1741-1742-90,1741-1742,1741/1742
49,Total,General,38,1742,1741-1742-90,1741-1742,1741/1742
1,Total,General,39,1742,1741-1742-90,1741-1742,1741/1742
6,Total,General,42,1742,1741-1742-90,1741-1742,1741/1742
100,Total,General,10,1742,1741-1742-90,1741-1742,1741/1742
10,Total,General,45,1742,1741-1742-90,1741-1742,1741/1742
8,Total,General,47,1742,1741-1742-90,1741-1742,1741/1742
30,Total,General,48,1742,1741-1742-90,1741-1742,1741/1742
57,Total,General,49,1742,1741-1742-90,1741-1742,1741/1742
14,Total,General,51,1742,1741-1742-90,1741-1742,1741/1742
24,Total,General,52,1742,1741-1742-90,1741-1742,1741/1742
23,Total,General,53,1742,1741-1742-90,1741-1742,1741/1742
17,Total,General,54,1742,1741-1742-90,1741-1742,1741/1742
19,Total,General,55,1742,1741-1742-90,1741-1742,1741/1742
7,Total,General,56,1742,1741-1742-90,1741-1742,1741/1742
54,Total,General,62,1742,1741-1742-90,1741-1742,1741/1742
28,Total,General,63,1742,1741-1742-90,1741-1742,1741/1742
30,Total,General,65,1742,1741-1742-90,1741-1742,1741/1742
29,Total,General,66,1742,1741-1742-90,1741-1742,1741/1742
20,Total,General,69,1742,1741-1742-90,1741-1742,1741/1742
1,Total,General,70,1742,1741-1742-90,1741-1742,1741/1742
20,Total,General,72,1742,1741-1742-90,1741-1742,1741/1742
49,Total,General,73,1742,1741-1742-90,1741-1742,1741/1742
52,Total,General,74,1742,1741-1742-90,1741-1742,1741/1742
43,Total,General,76,1742,1741-1742-90,1741-1742,1741/1742
16,Total,General,77,1742,1741-1742-90,1741-1742,1741/1742
11,Total,General,78,1742,1741-1742-90,1741-1742,1741/1742
13,Total,General,79,1742,1741-1742-90,1741-1742,1741/1742
31,Total,General,82,1742,1741-1742-90,1741-1742,1741/1742
25,Total,General,83,1742,1741-1742-90,1741-1742,1741/1742
4,Total,General,84,1742,1741-1742-90,1741-1742,1741/1742
0,Total,General,85,1742,1741-1742-90,1741-1742,1741/1742
10,Total,General,86,1742,1741-1742-90,1741-1742,1741/1742
23,Total,General,94,1742,1741-1742-90,1741-1742,1741/1742
29,Total,General,95,1742,1741-1742-90,1741-1742,1741/1742
