Year,edited_cause,number,original_Year,original_cause,original_number
1725,Other: miscarriage,3,1725,miscarriage,3
1726,Other: miscarriage,1,1726,miscarriage,1
1727,Other: miscarriage,4,1727,miscarriage,4
1728,Other: miscarriage,1,1728,miscarriage,1
1729,Other: miscarriage,6,1729,miscarriage,6
1730,Other: miscarriage,7,1730,miscarriage,7
1731,Other: miscarriage,6,1731,miscarriage,6
1732,Other: miscarriage,3,1732,miscarriage,3
1733,Other: miscarriage,7,1733,miscarriage,7
1734,Other: miscarriage,2,1734,miscarriage,2
1735,Other: miscarriage,4,1735,miscarriage,4
1736,Other: miscarriage,2,1736,miscarriage,2
1737,Other: miscarriage,1,1737,miscarriage,1
1738,Other: miscarriage,1,1738,miscarriage,1
1739,Other: miscarriage,3,1739,miscarriage,3
1740,Other: miscarriage,5,1740,miscarriage,5
1741,Other: miscarriage,5,1741,miscarriage,5
1742,Other: miscarriage,3,1742,miscarriage,3
1743,Other: miscarriage,3,1743,miscarriage,3
1744,Other: miscarriage,3,1744,miscarriage,3
1745,Other: miscarriage,2,1745,miscarriage,2
1746,Other: miscarriage,3,1746,miscarriage,3
1747,Other: miscarriage,6,1747,miscarriage,6
1748,Other: miscarriage,7,1748,miscarriage,7
1749,Other: miscarriage,3,1749,miscarriage,3
1750,Other: miscarriage,3,1750,miscarriage,3
1751,Other: miscarriage,4,1751,miscarriage,4
1713,Other: overflowing of the gall,1,1713,overflowing of the gall,1
1718,Other: overflowing of the gall,1,1718,overflowing of the gall,1
1719,Other: overflowing of the gall,1,1719,overflowing of the gall,1
1730,Other: overflowing of the gall,1,1730,overflowing of the gall,1
1703,Other: pain in the head,1,1703,pain in the head,1
1710,Other: pain in the head,2,1710,pain in the head,2
1712,Other: pain in the head,4,1712,pain in the head,4
1714,Other: pain in the head,1,1714,pain in the head,1
1717,Other: pain in the head,1,1717,pain in the head,1
1719,Other: pain in the head,1,1719,pain in the head,1
1720,Other: pain in the head,3,1720,pain in the head,3
1721,Other: pain in the head,1,1721,pain in the head,1
1722,Other: pain in the head,2,1722,pain in the head,2
1723,Other: pain in the head,4,1723,pain in the head,4
1726,Other: pain in the head,2,1726,pain in the head,2
1727,Other: pain in the head,2,1727,pain in the head,2
1729,Other: pain in the head,7,1729,pain in the head,7
1730,Other: pain in the head,1,1730,pain in the head,1
1720,Other: pain in the limbs,1,1720,pain in the limbs,1
1721,Other: pain in the limbs,1,1721,pain in the limbs,1
1724,Other: pain in the limbs,1,1724,pain in the limbs,1
1701,Other: pain in the side,1,1701,pain in the side,1
1705,Other: pain in the side,1,1705,pain in the side,1
1706,Other: pain in the side,1,1706,pain in the side,1
1708,Other: pain in the side,1,1708,pain in the side,1
1720,Other: pain in the stomach,1,1720,pain in the stomach,1
1630,Other: Piles,1,1630,piles,1
1632,Other: Piles,1,1632,piles,1
1634,Other: Piles,1,1634,piles,1
1651,Other: Piles,1,1651,pyles,1
1667,Other: Piles,1,1667,piles,1
1710,Other: Piles,1,1710,piles,1
1742,Other: Piles,1,1742,piles,1
1745,Other: Piles,1,1745,piles,1
1709,Other: polypus,2,1709,polypus,2
1707,Other: Putrefaction,1,1707,putrification,1
1709,Other: Putrefaction,1,1709,putrefaction,1
1629,Other: Scalded,3,1629,scalded,3
1630,Other: Scalded,6,1630,scalded,6
1670,Other: Scalded,5,1670,scalded,5
1672,Other: Scalded,3,1672,scalded,3
1676,Other: Scalded,4,1676,scalded,4
1681,Other: Scalded,3,1681,scalded,3
1702,Other: Scalded,2,1702,scalded,2
1703,Other: Scalded,1,1703,scalded,1
1704,Other: Scalded,1,1704,scalded,1
1706,Other: Scalded,4,1706,scalded,4
1707,Other: Scalded,1,1707,scalded,1
1710,Other: Scalded,1,1710,scalded,1
1711,Other: Scalded,1,1711,scalded,1
1712,Other: Scalded,3,1712,scalded,3
1714,Other: Scalded,2,1714,scalded,2
1716,Other: Scalded,3,1716,scalded,3
1718,Other: Scalded,3,1718,scalded,3
1719,Other: Scalded,4,1719,scalded,4
1720,Other: Scalded,1,1720,scalded,1
1721,Other: Scalded,4,1721,scalded,4
1722,Other: Scalded,1,1722,scalded,1
1723,Other: Scalded,2,1723,scalded,2
1724,Other: Scalded,3,1724,scalded,3
1725,Other: Scalded,1,1725,scalded,1
1726,Other: Scalded,2,1726,scalded,2
1727,Other: Scalded,1,1727,scalded,1
1728,Other: Scalded,4,1728,scalded,4
1729,Other: Scalded,5,1729,scalded,5
1730,Other: Scalded,2,1730,scalded,2
1731,Other: Scalded,1,1731,scalded,1
1732,Other: Scalded,2,1732,scalded,2
1733,Other: Scalded,1,1733,scalded,1
1734,Other: Scalded,2,1734,scalded,2
1735,Other: Scalded,2,1735,scalded,2
1736,Other: Scalded,1,1736,scalded,1
1737,Other: Scalded,1,1737,scalded,1
1738,Other: Scalded,3,1738,scalded,3
1739,Other: Scalded,4,1739,scalded,4
1740,Other: Scalded,4,1740,scalded,4
1741,Other: Scalded,2,1741,scalded,2
1742,Other: Scalded,4,1742,scalded,4
1743,Other: Scalded,6,1743,scalded,6
1744,Other: Scalded,4,1744,scalded,4
1745,Other: Scalded,4,1745,scalded,4
1746,Other: Scalded,5,1746,scalded,5
1747,Other: Scalded,4,1747,scalded,4
1748,Other: Scalded,1,1748,scalded,1
1749,Other: Scalded,2,1749,scalded,2
1750,Other: Scalded,1,1750,scalded,1
1751,Other: Scalded,4,1751,scalded,4
1713,Other: shortness of breath,2,1713,shortness of breath,2
1629,Other: Sore Mouth & Thrush,15,1629,sore mouth and thrush,15
1630,Other: Sore Mouth & Thrush,23,1630,sore mouth and thrush,23
1631,Other: Sore Mouth & Thrush,17,1631,sore mouth and thrush,17
1632,Other: Sore Mouth & Thrush,40,1632,thrush and sore mouth,40
1633,Other: Sore Mouth & Thrush,28,1633,thrush and sore mouth,28
1634,Other: Sore Mouth & Thrush,31,1634,thrush and sore mouth,31
1635,Other: Sore Mouth & Thrush,34,1635,"thrush, sore mouth, and sore throate",34
1654,Other: Sore Mouth & Thrush,72,1654,sore mouth and thrush,72
1736,Other: Sore Throat,2,1736,sore throat,2
1739,Other: Sore Throat,2,1739,sore throat,2
1741,Other: Sore Throat,3,1741,sore throat,3
1742,Other: Sore Throat,1,1742,sore throat,1
1744,Other: Sore Throat,3,1744,sore throat,3
1745,Other: Sore Throat,1,1745,sore throat,1
1746,Other: Sore Throat,1,1746,sore throat,1
1747,Other: Sore Throat,6,1747,sore throat,6
1748,Other: Sore Throat,5,1748,sore throat,5
1749,Other: Sore Throat,3,1749,sore throat,3
1750,Other: Sore Throat,7,1750,sore throat,7
1751,Other: Sore Throat,3,1751,sore throat,3
1695,Other: spitting of blood,1,1695,spitting of blood,1
1705,Other: stagnation in the head,1,1705,stagnation in the head,1
1702,Other: Stifled,1,1702,stifled in mud,1
1703,Other: Stifled,3,1703,stifled,3
1704,Other: Stifled,1,1704,stifled in mud,1
1705,Other: Stifled,1,1705,stifled in a house of office,1
1709,Other: Stifled,1,1709,stifled,1
1718,Other: Stifled,1,1718,stifled,1
1744,Other: Stifled,1,1744,stifled,1
1749,Other: Stifled,1,1749,stifled,1
1704,Other: Stone Colick,1,1704,stone colick,1
1708,Other: Stone Colick,1,1708,stone colick,1
1711,Other: Stone Colick,1,1711,stone colick,1
1716,Other: stoppage in the throat,1,1716,stoppage in the throat,1
1709,Other: stoppage of the urine,1,1709,stoppage of the urine,1
1692,Other: Suffocated,1,1692,suffocated,1
1703,Other: Suffocated,1,1703,suffocated with charcoal,1
1705,Other: Suffocated,1,1705,suffocated,1
1706,Other: Suffocated,3,1706,suffocated,3
1708,Other: Suffocated,1,1708,suffocation of the blood,1
1708,Other: Suffocated,1,1708,suffocated,1
1714,Other: Suffocated,1,1714,suffocated,1
1716,Other: Suffocated,1,1716,suffocated,1
1719,Other: Suffocated,1,1719,suffocated,1
1720,Other: Suffocated,3,1720,suffocated,3
1723,Other: Suffocated,3,1723,suffocated,3
1727,Other: Suffocated,2,1727,suffocated,2
1731,Other: Suffocated,2,1731,suffocated,2
1733,Other: Suffocated,3,1733,suffocated,3
1736,Other: Suffocated,1,1736,suffocated,1
1737,Other: Suffocated,3,1737,suffocated,3
1738,Other: Suffocated,4,1738,suffocated,4
1739,Other: Suffocated,3,1739,suffocated,3
1740,Other: Suffocated,3,1740,suffocated,3
1741,Other: Suffocated,1,1741,suffocated,1
1742,Other: Suffocated,9,1742,suffocated,9
1743,Other: Suffocated,4,1743,suffocated,4
1744,Other: Suffocated,2,1744,suffocated,2
1745,Other: Suffocated,7,1745,suffocated,7
1746,Other: Suffocated,6,1746,suffocated,6
1750,Other: Suffocated,4,1750,suffocated,4
1702,Other: Swelling,2,1702,swelling,2
1704,Other: Swelling,2,1704,swelling,2
1709,Other: Swelling,1,1709,swelling,1
1710,Other: Swelling,1,1710,swelling,1
1718,Other: Swelling,2,1718,swelling,2
1719,Other: Swelling,1,1719,swelling in the knee,1
1721,Other: Swelling,1,1721,swelling,1
1722,Other: Swelling,5,1722,swelling,5
1723,Other: Swelling,2,1723,swelling,2
1726,Other: Swelling,1,1726,swelling,1
1727,Other: Swelling,3,1727,swelling,3
1728,Other: Swelling,1,1728,swelling,1
1729,Other: Swelling,2,1729,swelling,2
1730,Other: Swelling,2,1730,swelling,2
1731,Other: Swelling,1,1731,swelling,1
1732,Other: Swelling,1,1732,swelling,1
1733,Other: Swelling,1,1733,swelling,1
1734,Other: Swelling,4,1734,swelling,4
1735,Other: Swelling,1,1735,swelling,1
1736,Other: Swelling,2,1736,swelling,2
1737,Other: Swelling,2,1737,swelling,2
1738,Other: Swelling,1,1738,swelling,1
1739,Other: Swelling,2,1739,swelling,2
1740,Other: Swelling,8,1740,swelling,8
1741,Other: Swelling,3,1741,swelling,3
1742,Other: Swelling,4,1742,swelling,4
1743,Other: Swelling,4,1743,swelling,4
1744,Other: Swelling,2,1744,swelling,2
1745,Other: Swelling,7,1745,swelling,7
1746,Other: Swelling,3,1746,swelling,3
1747,Other: Swelling,3,1747,swelling,3
1748,Other: Swelling,1,1748,swelling,1
1749,Other: Swelling,1,1749,swelling,1
1750,Other: Swelling,3,1750,swelling,3
1751,Other: Swelling,4,1751,swelling,4
1660,Other: tetter,1,1660,tetter,1
1663,Other: Vertigo,1,1663,vertigoe,1
1713,Other: white flux,1,1713,white flux,1
1739,Other: white ives,4,1739,white ives,4
1704,Other: white swelling,3,1704,white swelling,3
1711,Other: white swelling,2,1711,white swelling,2
1712,Other: white swelling,1,1712,white swelling,1
1716,Other: white swelling,3,1716,white swelling,3
1719,Other: white swelling,2,1719,white swelling,2
1720,Other: white swelling,1,1720,white swelling,1
1724,Other: white swelling,1,1724,white swelling,1
1650,Overlaid,28,1650,overlaid,28
1651,Overlaid,28,1651,overlaid,28
1652,Overlaid,29,1652,overlaid,29
1667,Overlaid,40,1667,overlaid,40
1668,Overlaid,59,1668,overlaid,59
1670,Overlaid,57,1670,overlaid,57
1671,Overlaid,53,1671,overlaid,53
1672,Overlaid,56,1672,overlaid,56
1673,Overlaid,53,1673,overlaid,53
1674,Overlaid,68,1674,overlaid,68
1675,Overlaid,83,1675,overlaid,83
1676,Overlaid,84,1676,overlaid,84
1677,Overlaid,107,1677,overlaid,107
1678,Overlaid,112,1678,overlaid,112
1679,Overlaid,100,1679,overlaid,100
1680,Overlaid,89,1680,overlaid,89
1681,Overlaid,135,1681,overlaid,135
1682,Overlaid,104,1682,overlaid,104
1683,Overlaid,121,1683,overlaid,121
1684,Overlaid,113,1684,overlaid,113
1685,Overlaid,101,1685,overlaid,101
1686,Overlaid,96,1686,overlaid,96
1687,Overlaid,79,1687,overlaid,79
1688,Overlaid,105,1688,overlaid,105
1689,Overlaid,109,1689,overlaid,109
1690,Overlaid,125,1690,overlaid,125
1691,Overlaid,85,1691,overlaid,85
1692,Overlaid,86,1692,overlaid,86
1693,Overlaid,95,1693,overlaid,95
1694,Overlaid,89,1694,overlaid,89
1695,Overlaid,81,1695,overlaid,81
1696,Overlaid,65,1696,overlaid,65
1697,Overlaid,57,1697,overlaid,57
1698,Overlaid,33,1698,overlaid,33
1699,Overlaid,55,1699,overlaid,55
1700,Overlaid,69,1700,overlaid,69
1701,Overlaid,83,1701,overlaid,83
1702,Overlaid,90,1702,overlaid,90
1703,Overlaid,69,1703,overlaid,69
1704,Overlaid,71,1704,overlaid,71
1705,Overlaid,62,1705,overlaid,62
1706,Overlaid,40,1706,overlaid,40
1707,Overlaid,68,1707,overlaid,68
1708,Overlaid,53,1708,overlaid,53
1709,Overlaid,41,1709,overlaid,41
1710,Overlaid,51,1710,overlaid,51
1711,Overlaid,37,1711,overlaid,37
1712,Overlaid,41,1712,overlaid,41
1713,Overlaid,44,1713,overlaid,44
1714,Overlaid,46,1714,overlaid,46
1715,Overlaid,47,1715,overlaid,47
1716,Overlaid,59,1716,overlaid,59
1717,Overlaid,70,1717,overlaid,70
1718,Overlaid,76,1718,overlaid,76
1719,Overlaid,67,1719,overlaid,67
1720,Overlaid,69,1720,overlaid,69
1721,Overlaid,67,1721,overlaid,67
1722,Overlaid,76,1722,overlaid,76
1723,Overlaid,88,1723,overlaid,88
1724,Overlaid,89,1724,overlaid,89
1725,Overlaid,71,1725,overlaid,71
1726,Overlaid,67,1726,overlaid,67
1727,Overlaid,86,1727,overlaid,86
1728,Overlaid,71,1728,overlaid,71
1729,Overlaid,87,1729,overlaid,87
1730,Overlaid,86,1730,overlaid,86
1731,Overlaid,110,1731,overlaid,110
1732,Overlaid,133,1732,overlaid,133
1733,Overlaid,112,1733,overlaid,112
1734,Overlaid,107,1734,overlaid,107
1735,Overlaid,97,1735,overlaid,97
1736,Overlaid,104,1736,overlaid,104
1737,Overlaid,80,1737,overlaid,80
1738,Overlaid,82,1738,overlaid,82
1739,Overlaid,102,1739,overlaid,102
1740,Overlaid,78,1740,overlaid,78
1741,Overlaid,70,1741,overlaid,70
1742,Overlaid,63,1742,overlaid,63
1743,Overlaid,75,1743,overlaid,75
1744,Overlaid,59,1744,overlaid,59
1745,Overlaid,80,1745,overlaid,80
1746,Overlaid,51,1746,overlaid,51
1747,Overlaid,41,1747,overlaid,41
1748,Overlaid,37,1748,overlaid,37
1749,Overlaid,32,1749,overlaid,32
1750,Overlaid,32,1750,overlaid,32
1751,Overlaid,30,1751,overlaid,30
1630,Overlaid & Killed: Smothered,10,1630,over-laid and smoothered,10
1660,Overlaid & Starved,43,1660,overlaid & starved,43
1661,Overlaid & Starved,37,1661,overlaid and starved,37
1662,Overlaid & Starved,50,1662,overlaid and starved,50
1663,Overlaid & Starved,36,1663,overlaid and starved,36
1664,Overlaid & Starved,50,1664,overlaid and starved,50
1665,Overlaid & Starved,45,1665,overlaid & starved,45
1666,Overlaid & Starved,32,1666,overlaid and starved,32
1669,Overlaid & Starved,54,1669,overlaid and starved,54
1631,Overlaid & Starved: Starved at Nurse,13,1631,over-laid & starved at nurse,13
1632,Overlaid & Starved: Starved at Nurse,7,1632,over-laid & starved at nurse,7
1633,Overlaid & Starved: Starved at Nurse,8,1633,over-laid & starved at nurse,8
1634,Overlaid & Starved: Starved at Nurse,14,1634,over-laid & starved at nurse,14
1635,Overlaid & Starved: Starved at Nurse,10,1635,over-laid & starved at nurse,10
1636,Overlaid & Starved: Starved at Nurse,14,1636,over-laid & starved at nurse,14
1641,Overlaid & Starved: Starved at Nurse,29,1641,over-laid and starved at nurse,29
1649,Overlaid & Starved: Starved at Nurse,36,1649,overlaid and starved at nurse,36
1653,Overlaid & Starved: Starved at Nurse,30,1653,overlaid & starved at nurse,30
1654,Overlaid & Starved: Starved at Nurse,36,1654,overlaid and starved at nurse,36
1655,Overlaid & Starved: Starved at Nurse,58,1655,overlaid and starved at nurse,58
1656,Overlaid & Starved: Starved at Nurse,53,1656,overlaid & starved at nurse,53
1657,Overlaid & Starved: Starved at Nurse,44,1657,overlaid and starv'd at nurse,44
1658,Overlaid & Starved: Starved at Nurse,50,1658,overlaid & starved at nurse,50
1659,Overlaid & Starved: Starved at Nurse,46,1659,overlaid & starved at nurse,46
1629,Palsie,17,1629,palsie,17
1630,Palsie,23,1630,palsie,23
1631,Palsie,17,1631,palsie,17
1632,Palsie,25,1632,palsie,25
1633,Palsie,14,1633,palsie,14
1634,Palsie,21,1634,palsie,21
1635,Palsie,25,1635,palsie,25
1636,Palsie,17,1636,palsie,17
1641,Palsie,29,1641,palsie,29
1649,Palsie,19,1649,palsie,19
1650,Palsie,20,1650,palsie,20
1651,Palsie,23,1651,palsie,23
1652,Palsie,20,1652,palsie,20
1653,Palsie,29,1653,palsie,29
1654,Palsie,18,1654,palsie,18
1655,Palsie,22,1655,palsie,22
1656,Palsie,23,1656,palsie,23
1657,Palsie,20,1657,palsie,20
1658,Palsie,22,1658,palsie,22
1659,Palsie,17,1659,palsie,17
1660,Palsie,21,1660,palsie,21
1661,Palsie,26,1661,palsie,26
