Year,edited_cause,number,original_Year,original_cause,original_number
1747,Other: Burnt,13,1747,burnt,13
1748,Other: Burnt,12,1748,burnt,12
1749,Other: Burnt,10,1749,burnt,10
1750,Other: Burnt,8,1750,burnt,8
1751,Other: Burnt,2,1751,burnt,2
1670,Other: Burnt & Other: Blown up,8,1670,burnt and blown up,8
1672,Other: Burnt & Other: Blown up,10,1672,burnt and blown up,10
1676,Other: Burnt & Other: Blown up,13,1676,burnt and blown up,13
1681,Other: Burnt & Other: Blown up,19,1681,burnt and blown up,19
1631,Other: Burnt & Other: Scalded,7,1631,burnt & scalded,7
1632,Other: Burnt & Other: Scalded,5,1632,burnt and scalded,5
1634,Other: Burnt & Other: Scalded,3,1634,burnt and scalded,3
1635,Other: Burnt & Other: Scalded,12,1635,burnt and scalded,12
1636,Other: Burnt & Other: Scalded,3,1636,burnt and scalded,3
1641,Other: Burnt & Other: Scalded,7,1641,burnt and scalded,7
1649,Other: Burnt & Other: Scalded,10,1649,burnt and scalded,10
1651,Other: Burnt & Other: Scalded,11,1651,burnt and scalded,11
1652,Other: Burnt & Other: Scalded,8,1652,burnt and scalded,8
1653,Other: Burnt & Other: Scalded,5,1653,burnt and scalded,5
1654,Other: Burnt & Other: Scalded,7,1654,burnt and scalded,7
1655,Other: Burnt & Other: Scalded,10,1655,burnt and scalded,10
1656,Other: Burnt & Other: Scalded,5,1656,burnt and scalded,5
1657,Other: Burnt & Other: Scalded,7,1657,burnt and scalded,7
1658,Other: Burnt & Other: Scalded,4,1658,burnt and scalded,4
1659,Other: Burnt & Other: Scalded,6,1659,burnt and scalded,6
1660,Other: Burnt & Other: Scalded,6,1660,burnt and scalded,6
1661,Other: Burnt & Other: Scalded,4,1661,burnt and scalded,4
1662,Other: Burnt & Other: Scalded,4,1662,burnt and scalded,4
1663,Other: Burnt & Other: Scalded,14,1663,burnt and scalded,14
1664,Other: Burnt & Other: Scalded,3,1664,burnt and scalded,3
1665,Other: Burnt & Other: Scalded,8,1665,burnt and scalded,8
1666,Other: Burnt & Other: Scalded,11,1666,burnt and scalded,11
1667,Other: Burnt & Other: Scalded,7,1667,burnt and scalded,7
1671,Other: Burnt & Other: Scalded,5,1671,burnt and scalded,5
1673,Other: Burnt & Other: Scalded,8,1673,burnt and scalded,8
1674,Other: Burnt & Other: Scalded,3,1674,burnt and scalded,3
1675,Other: Burnt & Other: Scalded,9,1675,burnt and scalded,9
1677,Other: Burnt & Other: Scalded,14,1677,burnt and scalded,14
1679,Other: Burnt & Other: Scalded,13,1679,burnt and scalded,13
1680,Other: Burnt & Other: Scalded,7,1680,burnt and scalded,7
1682,Other: Burnt & Other: Scalded,7,1682,burnt and scalded,7
1683,Other: Burnt & Other: Scalded,11,1683,burnt and scalded,11
1684,Other: Burnt & Other: Scalded,8,1684,burnt aand scalded,8
1685,Other: Burnt & Other: Scalded,14,1685,burnt and scalded,14
1686,Other: Burnt & Other: Scalded,9,1686,burnt and scalded,9
1687,Other: Burnt & Other: Scalded,19,1687,burnt and scalded,19
1688,Other: Burnt & Other: Scalded,3,1688,burnt and scalded,3
1689,Other: Burnt & Other: Scalded,9,1689,burnt and scalded,9
1690,Other: Burnt & Other: Scalded,7,1690,burnt and scalded,7
1691,Other: Burnt & Other: Scalded,4,1691,burnt and scalded,4
1692,Other: Burnt & Other: Scalded,11,1692,burnt and scalded,11
1693,Other: Burnt & Other: Scalded,10,1693,burnt and scalded,10
1694,Other: Burnt & Other: Scalded,7,1694,burnt and scalded,7
1695,Other: Burnt & Other: Scalded,6,1695,burnt and scalded,6
1696,Other: Burnt & Other: Scalded,2,1696,burnt and scalded,2
1697,Other: Burnt & Other: Scalded,6,1697,burnt and scalded,6
1698,Other: Burnt & Other: Scalded,3,1698,burnt and scalded,3
1699,Other: Burnt & Other: Scalded,4,1699,burnt and scalded,4
1700,Other: Burnt & Other: Scalded,8,1700,burnt and scalded,8
1629,Other: Bursten,2,1629,burst,2
1668,Other: Bursten,1,1668,bursten,1
1670,Other: Bursten,1,1670,bursten,1
1702,Other: Bursten,7,1702,bursten,7
1703,Other: Bursten,3,1703,bursten,3
1704,Other: Bursten,2,1704,bursten,2
1705,Other: Bursten,6,1705,bursten,6
1706,Other: Bursten,4,1706,bursten,4
1707,Other: Bursten,3,1707,bursten,3
1708,Other: Bursten,5,1708,bursten,5
1709,Other: Bursten,5,1709,bursten,5
1710,Other: Bursten,4,1710,bursten,4
1711,Other: Bursten,8,1711,bursten,8
1712,Other: Bursten,3,1712,bursten,3
1713,Other: Bursten,10,1713,bursten,10
1714,Other: Bursten,6,1714,bursten,6
1715,Other: Bursten,5,1715,bursten,5
1716,Other: Bursten,4,1716,bursten,4
1717,Other: Bursten,9,1717,bursten,9
1718,Other: Bursten,6,1718,bursten,6
1719,Other: Bursten,9,1719,bursten,9
1720,Other: Bursten,6,1720,bursten,6
1721,Other: Bursten,12,1721,bursten,12
1722,Other: Bursten,7,1722,bursten,7
1723,Other: Bursten,6,1723,bursten,6
1724,Other: Bursten,9,1724,bursten,9
1725,Other: Bursten,4,1725,bursten,4
1726,Other: Bursten,2,1726,bursten,2
1727,Other: Bursten,1,1727,bursten,1
1630,Other: Bursten & Rupture,6,1630,burst and rupture,6
1631,Other: Bursten & Rupture,4,1631,burst and rupture,4
1632,Other: Bursten & Rupture,9,1632,burst and rupture,9
1671,Other: Bursten & Rupture,21,1671,bursten and rupture,21
1672,Other: Bursten & Rupture,23,1672,bursten and rupture,23
1673,Other: Bursten & Rupture,36,1673,bursten and rupture,36
1674,Other: Bursten & Rupture,54,1674,bursten and rupture,54
1675,Other: Bursten & Rupture,34,1675,bursten and rupture,34
1676,Other: Bursten & Rupture,35,1676,bursten and rupture,35
1677,Other: Bursten & Rupture,47,1677,bursten and rupture,47
1678,Other: Bursten & Rupture,47,1678,bursten and rupture,47
1679,Other: Bursten & Rupture,35,1679,bursten and rupture,35
1680,Other: Bursten & Rupture,29,1680,bursten and rupture,29
1681,Other: Bursten & Rupture,37,1681,bursten and rupture,37
1682,Other: Bursten & Rupture,28,1682,bursten and rupture,28
1683,Other: Bursten & Rupture,31,1683,bursten and rupture,31
1684,Other: Bursten & Rupture,44,1684,bursten and rupture,44
1686,Other: Bursten & Rupture,25,1686,bursten and rupture,25
1687,Other: Bursten & Rupture,24,1687,bursten and rupture,24
1688,Other: Bursten & Rupture,24,1688,bursten and rupture,24
1689,Other: Bursten & Rupture,22,1689,bursten and rupture,22
1690,Other: Bursten & Rupture,28,1690,bursten and rupture,28
1691,Other: Bursten & Rupture,31,1691,bursten and rupture,31
1692,Other: Bursten & Rupture,36,1692,bursten and rupture,36
1693,Other: Bursten & Rupture,29,1693,bursten and rupture,29
1694,Other: Bursten & Rupture,20,1694,bursten and rupture,20
1695,Other: Bursten & Rupture,18,1695,bursten and rupture,18
1696,Other: Bursten & Rupture,36,1696,bursten and rupture,36
1697,Other: Bursten & Rupture,22,1697,bursten and rupture,22
1698,Other: Bursten & Rupture,29,1698,bursten and rupture,29
1699,Other: Bursten & Rupture,24,1699,bursten and rupture,24
1701,Other: Bursten & Rupture,29,1701,bursten and rupture,29
1729,Other: Bursten & Rupture,26,1729,bursten and rupture,26
1730,Other: Bursten & Rupture,13,1730,bursten and rupture,13
1731,Other: Bursten & Rupture,8,1731,bursten and rupture,8
1732,Other: Bursten & Rupture,22,1732,bursten and rupture,22
1733,Other: Bursten & Rupture,24,1733,bursten and rupture,24
1734,Other: Bursten & Rupture,21,1734,bursten and rupture,21
1735,Other: Bursten & Rupture,19,1735,bursten and rupture,19
1736,Other: Bursten & Rupture,15,1736,bursten and rupture,15
1737,Other: Bursten & Rupture,15,1737,bursten and rupture,15
1738,Other: Bursten & Rupture,25,1738,bursten and rupture,25
1739,Other: Bursten & Rupture,20,1739,bursten and rupture,20
1740,Other: Bursten & Rupture,28,1740,bursten and rupture,28
1741,Other: Bursten & Rupture,16,1741,bursten and rupture,16
1742,Other: Bursten & Rupture,19,1742,bursten and rupture,19
1743,Other: Bursten & Rupture,21,1743,bursten and rupture,21
1744,Other: Bursten & Rupture,25,1744,bursten and rupture,25
1745,Other: Bursten & Rupture,17,1745,bursten and rupture,17
1746,Other: Bursten & Rupture,17,1746,bursten and rupture,17
1747,Other: Bursten & Rupture,18,1747,bursten and rupture,18
1748,Other: Bursten & Rupture,14,1748,bursten and rupture,14
1749,Other: Bursten & Rupture,14,1749,bursten and rupture,14
1750,Other: Bursten & Rupture,8,1750,bursten and rupture,8
1751,Other: Bursten & Rupture,9,1751,bursten and rupture,9
1709,Other: carbuncle,1,1709,carbuncle,1
1711,Other: carbuncle,1,1711,carbuncle,1
1714,Other: carbuncle,1,1714,carbuncle,1
1670,Other: catarrh,1,1670,catarrh,1
1683,Other: Chincough,4,1683,chine-cough,4
1686,Other: Chincough,2,1686,chincough,2
1702,Other: Chincough,3,1702,chincough,3
1704,Other: Chincough,1,1704,chincough,1
1705,Other: Chincough,5,1705,chincough,5
1706,Other: Chincough,2,1706,chincough,2
1707,Other: Chincough,2,1707,chincough,2
1708,Other: Chincough,3,1708,chincough,3
1709,Other: Chincough,1,1709,chincough,1
1711,Other: Chincough,1,1711,chincough,1
1713,Other: Chincough,2,1713,chincough,2
1718,Other: Chincough,8,1718,chincough,8
1719,Other: Chincough,12,1719,chincough,12
1720,Other: Chincough,10,1720,chincough,10
1721,Other: Chincough,3,1721,chincough,3
1722,Other: Chincough,3,1722,chincough,3
1723,Other: Chincough,3,1723,chincough,3
1724,Other: Chincough,2,1724,chincough,2
1663,Other: Choked,1,1663,choaked,1
1664,Other: Choked,1,1664,choaked,1
1672,Other: Choked,1,1672,choaked,1
1687,Other: Choked,1,1687,choaked,1
1698,Other: Choked,1,1698,choaked,1
1702,Other: Choked,1,1702,choaked with fat,1
1703,Other: Choked,2,1703,choaked,2
1704,Other: Choked,1,1704,choaked with a piece of meat,1
1710,Other: Choked,1,1710,died with fat,1
1711,Other: Choked,1,1711,choaked with fat,1
1717,Other: Choked,1,1717,choaked,1
1725,Other: Choked,1,1725,excessive fat,1
1731,Other: Choked,1,1731,choaked in eating,1
1732,Other: Choked,1,1732,choaked with a cherry,1
1735,Other: Choked,1,1735,choaked in eating his dinner,1
1740,Other: Choked,1,1740,choaked,1
1741,Other: Choked,1,1741,choaked,1
1742,Other: Choked,3,1742,choaked,3
1743,Other: Choked,1,1743,choaked with fat,1
1744,Other: Choked,1,1744,choaked with fat,1
1745,Other: Choked,2,1745,choaked with fat,2
1746,Other: Choked,1,1746,choaked,1
1747,Other: Choked,1,1747,choaked with fat,1
1748,Other: Choked,1,1748,choaked,1
1749,Other: Choked,1,1749,choaked with fat,1
1699,Other: Choked & Other: Suffocated,2,1699,choaked and suffocated,2
1721,Other: Concussion in the Brain,1,1721,concussion in the brain,1
1728,Other: Concussion in the Brain,1,1728,concussion of the brain,1
1635,Other: costive,1,1635,costive,1
1742,Other: crush'd,4,1742,crush'd,4
1700,Other: deceased (so reported in the coroner's warrant),1,1700,deceased (so reported in the coroner's warrant),1
1671,Other: devoured by lice,1,1671,devoured by lice,1
1672,Other: devoured by lice,1,1672,devoured by lice,1
1701,Other: Died by Misfortune,1,1701,died by misfortune (so reported),1
1702,Other: Died by Misfortune,1,1702,dead by misfortune (so reported),1
1703,Other: Died by Misfortune,1,1703,dead by misfortune (so reported),1
1705,Other: Died by Misfortune,2,1705,died by misfortune (so reported),2
1708,Other: Died by Misfortune,1,1708,dead by misfortune,1
1709,Other: Died by Misfortune,3,1709,died by misfortune,3
1710,Other: Died by Misfortune,1,1710,dead by misfortune,1
1712,Other: Died by Misfortune,2,1712,died by misfortune,2
1714,Other: Died by Misfortune,1,1714,died by misfortune,1
1716,Other: Died by Misfortune,1,1716,died by misfortune,1
1716,Other: died by untimely births,2,1716,died by untimely births,2
1692,Other: eaten up by lice,1,1692,eaten up by lice,1
1649,Other: excessive drinking,2,1649,excessive drinking,2
1686,Other: excessive drinking,2,1686,excessive drinking,2
1687,Other: excessive drinking,1,1687,excessive drinking,1
1688,Other: excessive drinking,1,1688,excessive drinking,1
1689,Other: excessive drinking,5,1689,excessive drinking,5
1690,Other: excessive drinking,2,1690,excessive drinking,2
1692,Other: excessive drinking,3,1692,excessive drinking,3
1693,Other: excessive drinking,1,1693,excessive drinking,1
1695,Other: excessive drinking,1,1695,excessive drinking,1
1696,Other: excessive drinking,1,1696,excessive drinking,1
1698,Other: excessive drinking,1,1698,excessive drinking,1
1699,Other: excessive drinking,4,1699,excessive drinking,4
1701,Other: excessive drinking,1,1701,excessive drinking,1
1702,Other: excessive drinking,1,1702,excessive drinking,1
1704,Other: excessive drinking,1,1704,excessive drinking,1
1709,Other: excessive drinking,1,1709,excessive drinking,1
1710,Other: excessive drinking,1,1710,excessive drinking,1
1711,Other: excessive drinking,1,1711,excessive drinking,1
1712,Other: excessive drinking,4,1712,excessive drinking,4
1713,Other: excessive drinking,2,1713,excessive drinking,2
1714,Other: excessive drinking,1,1714,excessive drinking,1
1715,Other: excessive drinking,4,1715,excessive drinking,4
1716,Other: excessive drinking,3,1716,excessive drinking,3
1717,Other: excessive drinking,5,1717,excessive drinking,5
1718,Other: excessive drinking,11,1718,excessive drinking,11
1719,Other: excessive drinking,16,1719,excessive drinking,16
1720,Other: excessive drinking,18,1720,excessive drinking,18
1721,Other: excessive drinking,17,1721,excessive drinking,17
1722,Other: excessive drinking,7,1722,excessive drinking,7
1723,Other: excessive drinking,15,1723,excessive drinking,15
1724,Other: excessive drinking,23,1724,excessive drinking,23
1725,Other: excessive drinking,17,1725,excessive drinking,17
1726,Other: excessive drinking,25,1726,excessive drinking,25
1727,Other: excessive drinking,16,1727,excessive drinking,16
1728,Other: excessive drinking,22,1728,excessive drinking,22
1729,Other: excessive drinking,24,1729,excessive drinking,24
1730,Other: excessive drinking,29,1730,excessive drinking,29
1731,Other: excessive drinking,22,1731,excessive drinking,22
1732,Other: excessive drinking,38,1732,excessive drinking,38
1733,Other: excessive drinking,62,1733,excessive drinking,62
1734,Other: excessive drinking,57,1734,excessive drinking,57
1735,Other: excessive drinking,69,1735,excessive drinking,69
1736,Other: excessive drinking,64,1736,excessive drinking,64
1737,Other: excessive drinking,29,1737,excessive drinking,29
1738,Other: excessive drinking,31,1738,excessive drinking,31
1739,Other: excessive drinking,47,1739,excessive drinking,47
1740,Other: excessive drinking,52,1740,excessive drinking,52
1741,Other: excessive drinking,56,1741,excessive drinking,56
1742,Other: excessive drinking,36,1742,excessive drinking,36
1743,Other: excessive drinking,36,1743,excessive drinking,36
1744,Other: excessive drinking,32,1744,excessive drinking,32
1745,Other: excessive drinking,41,1745,excessive drinking,41
1746,Other: excessive drinking,28,1746,excessive drinking,28
1747,Other: excessive drinking,38,1747,excessive drinking,38
1748,Other: excessive drinking,25,1748,excessive drinking,25
1749,Other: excessive drinking,20,1749,excessive drinking,20
1750,Other: excessive drinking,19,1750,excessive drinking,19
1751,Other: excessive drinking,12,1751,excessive drinking,12
1708,Other: extremity of cold,1,1708,extremity of cold,1
1732,Other: Fractured Skull,1,1732,fractured skull,1
1735,Other: Fractured Skull,2,1735,fractured skull,2
1736,Other: Fractured Skull,1,1736,fractured skull,1
1738,Other: Fractured Skull,2,1738,fractured skull,2
1739,Other: Fractured Skull,7,1739,fractured skull,7
1740,Other: Fractured Skull,8,1740,fractured skull,8
1741,Other: Fractured Skull,5,1741,fractured skull,5
1742,Other: Fractured Skull,3,1742,fractured skull,3
1743,Other: Fractured Skull,3,1743,fractured skull,3
1745,Other: Fractured Skull,10,1745,fractured skulls,10
1746,Other: fractures,5,1746,fractures,5
1747,Other: fractures,15,1747,fractures,15
1632,Other: Frighted,1,1632,affrighted,1
1636,Other: Frighted,3,1636,frighted,3
1641,Other: Frighted,1,1641,frighted,1
1649,Other: Frighted,1,1649,frighted,1
1651,Other: Frighted,3,1651,frighted,3
1653,Other: Frighted,2,1653,frighted,2
1655,Other: Frighted,1,1655,frighted,1
1656,Other: Frighted,1,1656,frighted,1
1660,Other: Frighted,9,1660,frighted,9
1661,Other: Frighted,2,1661,frighted,2
1662,Other: Frighted,1,1662,frighted,1
1664,Other: Frighted,1,1664,frighted,1
1665,Other: Frighted,23,1665,frighted,23
1666,Other: Frighted,16,1666,frighted,16
1667,Other: Frighted,7,1667,frighted,7
1668,Other: Frighted,1,1668,frighted,1
1669,Other: Frighted,1,1669,frighted,1
1670,Other: Frighted,1,1670,frighted,1
1672,Other: Frighted,2,1672,frighted,2
1676,Other: Frighted,1,1676,frighted,1
1677,Other: Frighted,1,1677,frighted,1
1678,Other: Frighted,2,1678,frighted,2
1679,Other: Frighted,1,1679,frighted,1
1681,Other: Frighted,3,1681,frighted,3
1682,Other: Frighted,1,1682,frighted,1
1685,Other: Frighted,1,1685,frighted,1
1686,Other: Frighted,1,1686,frighted,1
1687,Other: Frighted,1,1687,frighted,1
1688,Other: Frighted,2,1688,frighted,2
1691,Other: Frighted,1,1691,frighted,1
1692,Other: Frighted,1,1692,frighted,1
1696,Other: Frighted,1,1696,frighted,1
1697,Other: Frighted,1,1697,frighted,1
1701,Other: Frighted,1,1701,frighted,1
1703,Other: Frighted,1,1703,frighted,1
1706,Other: Frighted,1,1706,frighted,1
1707,Other: Frighted,1,1707,frighted,1
1708,Other: Frighted,1,1708,frighted,1
1709,Other: Frighted,2,1709,frighted,2
1714,Other: Frighted,1,1714,frighted,1
1715,Other: Frighted,1,1715,frighted,1
1716,Other: Frighted,3,1716,frighted,3
1717,Other: Frighted,2,1717,frighted,2
1718,Other: Frighted,1,1718,frighted,1
1720,Other: Frighted,1,1720,frighted,1
1722,Other: Frighted,2,1722,frighted,2
1725,Other: Frighted,1,1725,frighted,1
1726,Other: Frighted,1,1726,frighted,1
1727,Other: Frighted,2,1727,frighted,2
1728,Other: Frighted,2,1728,frighted,2
1730,Other: Frighted,1,1730,frighted,1
1731,Other: Frighted,1,1731,frighted,1
1734,Other: Frighted,1,1734,frighted,1
1738,Other: Frighted,1,1738,frighted,1
1740,Other: Frighted,1,1740,frighted,1
1741,Other: Frighted,1,1741,frighted,1
1744,Other: Frighted,1,1744,frighted,1
1745,Other: Frighted,1,1745,frighted,1
1746,Other: Frighted,2,1746,frighted,2
1747,Other: Frighted,2,1747,frighted,2
1748,Other: Frighted,1,1748,frighted,1
1749,Other: Frighted,3,1749,frighted,3
1751,Other: Frighted,1,1751,frighted,1
1712,Other: frozen to death,1,1712,frozen to death,1
1740,Other: frozen to death,2,1740,frozen to death,2
1744,Other: gored by an ox,1,1744,gored by an ox,1
1634,Other: Green-sickness,2,1634,greene sicknes,2
1635,Other: Green-sickness,1,1635,greene sicknes,1
1663,Other: Green-sickness,1,1663,green sicknesse,1
1668,Other: Green-sickness,1,1668,green-sickness,1
1703,Other: Green-sickness,1,1703,green sickness,1
1709,Other: Green-sickness,1,1709,green sickness,1
1718,Other: Green-sickness,1,1718,green sickness,1
1703,Other: hectic fever,1,1703,hectic fever,1
1704,Other: hectic fever,1,1704,hectic fever,1
1707,Other: hectic fever,3,1707,hectic fever,3
1708,Other: hectic fever,1,1708,hectic fever,1
1711,Other: hectic fever,2,1711,hectic fever,2
1654,Other: hide bound,1,1654,hide bound,1
1713,Other: hysterics,1,1713,hysterics,1
1735,Other: killed by a boar,1,1735,killed by a boar,1
1739,Other: killed by a dog,1,1739,killed by a dog,1
1629,Other: Killed by Several Accidents,54,1629,kild by severall accidents,54
1630,Other: Killed by Several Accidents,55,1630,kild by severall accidents,55
1631,Other: Killed by Several Accidents,47,1631,kild by severall accidents,47
1632,Other: Killed by Several Accidents,46,1632,kild by severall accidents,46
1634,Other: Killed by Several Accidents,41,1634,"kild by severall accidents,",41
1635,Other: Killed by Several Accidents,51,1635,"kild by severall accidents,",51
1636,Other: Killed by Several Accidents,60,1636,"kild by severall accidents,",60
1641,Other: Killed by Several Accidents,62,1641,"kild by severall accidents,",62
1649,Other: Killed by Several Accidents,39,1649,kild by severall accidents,39
1650,Other: Killed by Several Accidents,94,1650,kild by severall accidents,94
1651,Other: Killed by Several Accidents,47,1651,kild by severall accidents,47
1652,Other: Killed by Several Accidents,45,1652,kild by several accidents,45
1653,Other: Killed by Several Accidents,57,1653,kild by severall accidents,57
1654,Other: Killed by Several Accidents,58,1654,kild by several accidents,58
1655,Other: Killed by Several Accidents,52,1655,kild by several accidents,52
1656,Other: Killed by Several Accidents,43,1656,kild by severall accidents,43
1657,Other: Killed by Several Accidents,52,1657,kill'd by accidents,52
1658,Other: Killed by Several Accidents,47,1658,kild by severall accidents,47
1659,Other: Killed by Several Accidents,55,1659,kild by severall accidents,55
1660,Other: Killed by Several Accidents,47,1660,kild by severall accidents,47
1661,Other: Killed by Several Accidents,26,1661,kild by several accidents,26
1662,Other: Killed by Several Accidents,46,1662,kill'd by several accidents,46
1663,Other: Killed by Several Accidents,44,1663,kild by several accidents,44
1664,Other: Killed by Several Accidents,48,1664,kild by several accidents,48
1665,Other: Killed by Several Accidents,46,1665,kild by severall accidents,46
1666,Other: Killed by Several Accidents,43,1666,kild by several accidents,43
1667,Other: Killed by Several Accidents,63,1667,kild by several accidents,63
1668,Other: Killed by Several Accidents,69,1668,kild by several accidents,69
1669,Other: Killed by Several Accidents,72,1669,kild by several accidents,72
1670,Other: Killed by Several Accidents,94,1670,kill'd by several accidents,94
1671,Other: Killed by Several Accidents,62,1671,kill'd by several accidents,62
1672,Other: Killed by Several Accidents,71,1672,kill'd by several accidents,71
1673,Other: Killed by Several Accidents,72,1673,kill'd by several accidents,72
1674,Other: Killed by Several Accidents,59,1674,kill'd by several accidents,59
1675,Other: Killed by Several Accidents,67,1675,kill'd by several accidents,67
1676,Other: Killed by Several Accidents,67,1676,kild by several accidents,67
1677,Other: Killed by Several Accidents,67,1677,kild by several accidents,67
1678,Other: Killed by Several Accidents,61,1678,kill'd by several accidents,61
1679,Other: Killed by Several Accidents,74,1679,kild by several accidents,74
1680,Other: Killed by Several Accidents,65,1680,kild by several accidents,65
1681,Other: Killed by Several Accidents,71,1681,kild by several accidents,71
1682,Other: Killed by Several Accidents,75,1682,kill'd by several accidents,75
1683,Other: Killed by Several Accidents,83,1683,kill'd by several accidents,83
1684,Other: Killed by Several Accidents,89,1684,kill'd by several accidents,89
1685,Other: Killed by Several Accidents,76,1685,kild by several accidents,76
1686,Other: Killed by Several Accidents,69,1686,killed by several accidents,69
1687,Other: Killed by Several Accidents,66,1687,kill'd by several accidents,66
1688,Other: Killed by Several Accidents,97,1688,kill'd by several accidents,97
1689,Other: Killed by Several Accidents,105,1689,kill'd by several accidents,105
1690,Other: Killed by Several Accidents,72,1690,killed by several accidents,72
1691,Other: Killed by Several Accidents,56,1691,kill'd by several accidents,56
1692,Other: Killed by Several Accidents,70,1692,kill'd by several accidents,70
1693,Other: Killed by Several Accidents,85,1693,kill'd by several accidents,85
1694,Other: Killed by Several Accidents,55,1694,killed by several accidents,55
1695,Other: Killed by Several Accidents,60,1695,kill'd by several accidents,60
1696,Other: Killed by Several Accidents,48,1696,kill'd by several accidents,48
1697,Other: Killed by Several Accidents,59,1697,kill'd by several accidents,59
1698,Other: Killed by Several Accidents,72,1698,killed by several accidents,72
1699,Other: Killed by Several Accidents,62,1699,kill'd by several accidents,62
1700,Other: Killed by Several Accidents,38,1700,kill'd by several accidents,38
1701,Other: Killed by Several Accidents,69,1701,kill'd by several accidents,69
1702,Other: Killed by Several Accidents,47,1702,killed by several accidents,47
1703,Other: Killed by Several Accidents,72,1703,killed by several accidents,72
1704,Other: Killed by Several Accidents,63,1704,killed by several accidents,63
1705,Other: Killed by Several Accidents,54,1705,killed by several accidents,54
1706,Other: Killed by Several Accidents,54,1706,killed by several accidents,54
1707,Other: Killed by Several Accidents,52,1707,killed by several accidents,52
1708,Other: Killed by Several Accidents,50,1708,killed accidentally,50
1709,Other: Killed by Several Accidents,45,1709,killed accidentally,45
1710,Other: Killed by Several Accidents,44,1710,killed accidentally,44
1711,Other: Killed by Several Accidents,1,1711,died by a fall,1
1711,Other: Killed by Several Accidents,43,1711,killed accidentally,43
1712,Other: Killed by Several Accidents,37,1712,killed accidentally,37
1713,Other: Killed by Several Accidents,1,1713,killed with a razor,1
1713,Other: Killed by Several Accidents,29,1713,killed accidentally,29
1714,Other: Killed by Several Accidents,65,1714,killed by several accidents,65
1715,Other: Killed by Several Accidents,55,1715,killed by several accidents,55
1716,Other: Killed by Several Accidents,52,1716,killed accidentally,52
1717,Other: Killed by Several Accidents,61,1717,killed by several accidents,61
1718,Other: Killed by Several Accidents,1,1718,died by accident,1
1718,Other: Killed by Several Accidents,56,1718,killed by several accidents,56
1719,Other: Killed by Several Accidents,1,1719,died by accident,1
1719,Other: Killed by Several Accidents,23,1719,killed by a fall,23
1719,Other: Killed by Several Accidents,44,1719,killed by several accidents,44
1720,Other: Killed by Several Accidents,13,1720,killed by falls,13
1720,Other: Killed by Several Accidents,47,1720,killed by several accidents,47
1721,Other: Killed by Several Accidents,25,1721,killed by falls,25
1721,Other: Killed by Several Accidents,34,1721,killed accidentally,34
1722,Other: Killed by Several Accidents,1,1722,killed with a hot iron,1
1722,Other: Killed by Several Accidents,49,1722,killed by several accidents,49
1723,Other: Killed by Several Accidents,48,1723,killed by several accidents,48
1724,Other: Killed by Several Accidents,54,1724,killed by several accidents,54
1725,Other: Killed by Several Accidents,58,1725,killed by falls and other accidents,58
1726,Other: Killed by Several Accidents,46,1726,killed by several accidents,46
1727,Other: Killed by Several Accidents,6,1727,killed by the fall of old houses,6
1727,Other: Killed by Several Accidents,55,1727,killed by several other accidents,55
1728,Other: Killed by Several Accidents,47,1728,killed by falls and other accidents,47
1729,Other: Killed by Several Accidents,51,1729,killed by falls and several other accidents,51
1730,Other: Killed by Several Accidents,62,1730,killed by falls and several other accidents,62
1731,Other: Killed by Several Accidents,52,1731,killed by falls and several other accidents,52
1732,Other: Killed by Several Accidents,55,1732,killed by falls and several other accidents,55
1733,Other: Killed by Several Accidents,2,1733,killed by lightning,2
1733,Other: Killed by Several Accidents,49,1733,killed by falls and several other accidents,49
1734,Other: Killed by Several Accidents,60,1734,killed by falls and several other accidents,60
1735,Other: Killed by Several Accidents,54,1735,killed by falls and several other accidents,54
1736,Other: Killed by Several Accidents,38,1736,killed by falls and several other accidents,38
1737,Other: Killed by Several Accidents,35,1737,killed by falls and several other accidents,35
1738,Other: Killed by Several Accidents,49,1738,killed by falls and several other accidents,49
1739,Other: Killed by Several Accidents,55,1739,killed by falls and several other accidents,55
1740,Other: Killed by Several Accidents,40,1740,killed by falls and several other accidents,40
1741,Other: Killed by Several Accidents,43,1741,killed by falls and several other accidents,43
1742,Other: Killed by Several Accidents,39,1742,killed by falls and several other accidents,39
1743,Other: Killed by Several Accidents,54,1743,killed by falls and several other accidents,54
1744,Other: Killed by Several Accidents,49,1744,killed by falls and several other accidents,49
1745,Other: Killed by Several Accidents,46,1745,killed by falls and several other accidents,46
1746,Other: Killed by Several Accidents,42,1746,killed by falls and several other accidents,42
1747,Other: Killed by Several Accidents,53,1747,killed by falls and several other accidents,53
1748,Other: Killed by Several Accidents,56,1748,killed by falls and several other accidents,56
1749,Other: Killed by Several Accidents,52,1749,killed by falls and several other accidents,52
1750,Other: Killed by Several Accidents,73,1750,killed by falls and several other accidents,73
1751,Other: Killed by Several Accidents,54,1751,killed by falls and several other accidents,54
1633,Other: Killed by Several Accidents & Killed: Murdered,49,1633,"kild by severall accidents, and murtherd",49
1741,Other: killed by the kick of a horse,1,1741,killed by the kick of a horse,1
1730,Other: lameness,1,1730,lameness,1
1711,Other: melancholy,1,1711,melancholy,1
1709,Other: miscarriage,1,1709,miscarriage,1
1723,Other: miscarriage,4,1723,miscarriage,4
1724,Other: miscarriage,1,1724,miscarriage,1
