ageID|weekID|agegroup|ageyearmin|ageyearmax|agen
86209|1837/24|10-20|10|19|9
86210|1837/24|20-30|20|29|20
86211|1837/24|30-40|30|39|16
86212|1837/24|40-50|40|49|18
86213|1837/24|50-60|50|59|25
86214|1837/24|60-70|60|69|27
86215|1837/24|70-80|70|79|18
86216|1837/24|80-90|80|89|6
86217|1837/24|90-100|90|99|3
86218|1837/24|100 upwards|100|120|0
86221|1837/25|under 2|0|1|133
86222|1837/25|2-5|2|4|48
86223|1837/25|5-10|5|9|10
86224|1837/25|10-20|10|19|10
86225|1837/25|20-30|20|29|37
86226|1837/25|30-40|30|39|38
86227|1837/25|40-50|40|49|51
86228|1837/25|50-60|50|59|40
86229|1837/25|60-70|60|69|17
86230|1837/25|70-80|70|79|29
86231|1837/25|80-90|80|89|11
86232|1837/25|90-100|90|99|2
86233|1837/25|100 upwards|100|120|1
86236|1837/26|under 2|0|1|67
86237|1837/26|2-5|2|4|49
86238|1837/26|5-10|5|9|12
86239|1837/26|10-20|10|19|19
86240|1837/26|20-30|20|29|25
86241|1837/26|30-40|30|39|18
86242|1837/26|40-50|40|49|28
86243|1837/26|50-60|50|59|20
86244|1837/26|60-70|60|69|22
86245|1837/26|70-80|70|79|26
86246|1837/26|80-90|80|89|3
86247|1837/26|90-100|90|99|2
86248|1837/26|100 upwards|100|120|0
86251|1837/27|under 2|0|1|76
86252|1837/27|2-5|2|4|40
86253|1837/27|5-10|5|9|20
86254|1837/27|10-20|10|19|15
86255|1837/27|20-30|20|29|23
86256|1837/27|30-40|30|39|32
86257|1837/27|40-50|40|49|42
86258|1837/27|50-60|50|59|29
86259|1837/27|60-70|60|69|34
86260|1837/27|70-80|70|79|21
86261|1837/27|80-90|80|89|12
86262|1837/27|90-100|90|99|0
86263|1837/27|100 upwards|100|120|0
86266|1837/28|under 2|0|1|111
86267|1837/28|2-5|2|4|37
86268|1837/28|5-10|5|9|18
86269|1837/28|10-20|10|19|13
86270|1837/28|20-30|20|29|47
86271|1837/28|30-40|30|39|44
86272|1837/28|40-50|40|49|37
86273|1837/28|50-60|50|59|49
86274|1837/28|60-70|60|69|43
86275|1837/28|70-80|70|79|46
86276|1837/28|80-90|80|89|12
86277|1837/28|90-100|90|99|2
86278|1837/28|100 upwards|100|120|1
86281|1837/29|under 2|0|1|67
86282|1837/29|2-5|2|4|31
86283|1837/29|5-10|5|9|12
86284|1837/29|10-20|10|19|6
86285|1837/29|20-30|20|29|23
86286|1837/29|30-40|30|39|23
86287|1837/29|40-50|40|49|20
86288|1837/29|50-60|50|59|20
86289|1837/29|60-70|60|69|21
86290|1837/29|70-80|70|79|25
86291|1837/29|80-90|80|89|2
86292|1837/29|90-100|90|99|0
86293|1837/29|100 upwards|100|120|0
86296|1837/30|under 2|0|1|58
86297|1837/30|2-5|2|4|24
86298|1837/30|5-10|5|9|13
86299|1837/30|10-20|10|19|14
86300|1837/30|20-30|20|29|13
86301|1837/30|30-40|30|39|21
86302|1837/30|40-50|40|49|26
86303|1837/30|50-60|50|59|21
86304|1837/30|60-70|60|69|15
86305|1837/30|70-80|70|79|19
86306|1837/30|80-90|80|89|3
86307|1837/30|90-100|90|99|0
86308|1837/30|100 upwards|100|120|0
86311|1837/31|under 2|0|1|49
86312|1837/31|2-5|2|4|26
86313|1837/31|5-10|5|9|9
86314|1837/31|10-20|10|19|6
86315|1837/31|20-30|20|29|11
86316|1837/31|30-40|30|39|19
86317|1837/31|40-50|40|49|26
86318|1837/31|50-60|50|59|21
86319|1837/31|60-70|60|69|11
86320|1837/31|70-80|70|79|14
86321|1837/31|80-90|80|89|5
86322|1837/31|90-100|90|99|0
86323|1837/31|100 upwards|100|120|0
86326|1837/32|under 2|0|1|71
86327|1837/32|2-5|2|4|32
86328|1837/32|5-10|5|9|14
86329|1837/32|10-20|10|19|17
86330|1837/32|20-30|20|29|23
86331|1837/32|30-40|30|39|45
86332|1837/32|40-50|40|49|38
86333|1837/32|50-60|50|59|35
86334|1837/32|60-70|60|69|32
86335|1837/32|70-80|70|79|30
86336|1837/32|80-90|80|89|13
86337|1837/32|90-100|90|99|0
86338|1837/32|100 upwards|100|120|0
86356|1837/34|under 2|0|1|83
86357|1837/34|2-5|2|4|23
86358|1837/34|5-10|5|9|9
86359|1837/34|10-20|10|19|8
86360|1837/34|20-30|20|29|14
86361|1837/34|30-40|30|39|21
86362|1837/34|40-50|40|49|19
86363|1837/34|50-60|50|59|16
86364|1837/34|60-70|60|69|18
86365|1837/34|70-80|70|79|16
86366|1837/34|80-90|80|89|4
86367|1837/34|90-100|90|99|0
86368|1837/34|100 upwards|100|120|0
86371|1837/35|under 2|0|1|101
86372|1837/35|2-5|2|4|31
86373|1837/35|5-10|5|9|13
86374|1837/35|10-20|10|19|11
86375|1837/35|20-30|20|29|25
86376|1837/35|30-40|30|39|30
86377|1837/35|40-50|40|49|37
86378|1837/35|50-60|50|59|30
86379|1837/35|60-70|60|69|28
86380|1837/35|70-80|70|79|23
86381|1837/35|80-90|80|89|13
86382|1837/35|90-100|90|99|3
86383|1837/35|100 upwards|100|120|0
86386|1837/36|under 2|0|1|97
86387|1837/36|2-5|2|4|38
86388|1837/36|5-10|5|9|12
86389|1837/36|10-20|10|19|10
86390|1837/36|20-30|20|29|19
86391|1837/36|30-40|30|39|19
86392|1837/36|40-50|40|49|33
86393|1837/36|50-60|50|59|27
86394|1837/36|60-70|60|69|20
86395|1837/36|70-80|70|79|19
86396|1837/36|80-90|80|89|7
86397|1837/36|90-100|90|99|1
86398|1837/36|100 upwards|100|120|0
86401|1837/37|under 2|0|1|89
86402|1837/37|2-5|2|4|29
86403|1837/37|5-10|5|9|6
86404|1837/37|10-20|10|19|8
86405|1837/37|20-30|20|29|14
86406|1837/37|30-40|30|39|18
86407|1837/37|40-50|40|49|25
86408|1837/37|50-60|50|59|16
86409|1837/37|60-70|60|69|19
86410|1837/37|70-80|70|79|12
86411|1837/37|80-90|80|89|10
86412|1837/37|90-100|90|99|2
86413|1837/37|100 upwards|100|120|0
86416|1837/38|under 2|0|1|130
86417|1837/38|2-5|2|4|39
86418|1837/38|5-10|5|9|13
86419|1837/38|10-20|10|19|6
86420|1837/38|20-30|20|29|20
86421|1837/38|30-40|30|39|29
86422|1837/38|40-50|40|49|23
86423|1837/38|50-60|50|59|21
86424|1837/38|60-70|60|69|20
86425|1837/38|70-80|70|79|19
86426|1837/38|80-90|80|89|16
86427|1837/38|90-100|90|99|1
86428|1837/38|100 upwards|100|120|0
86431|1837/39|under 2|0|1|62
86432|1837/39|2-5|2|4|22
86433|1837/39|5-10|5|9|10
86434|1837/39|10-20|10|19|8
86435|1837/39|20-30|20|29|13
86436|1837/39|30-40|30|39|14
86437|1837/39|40-50|40|49|19
86438|1837/39|50-60|50|59|15
86439|1837/39|60-70|60|69|18
86440|1837/39|70-80|70|79|11
86441|1837/39|80-90|80|89|5
86442|1837/39|90-100|90|99|2
86443|1837/39|100 upwards|100|120|0
86446|1837/40|under 2|0|1|134
86447|1837/40|2-5|2|4|40
86448|1837/40|5-10|5|9|13
86449|1837/40|10-20|10|19|16
86450|1837/40|20-30|20|29|27
86451|1837/40|30-40|30|39|44
86452|1837/40|40-50|40|49|32
86453|1837/40|50-60|50|59|46
86454|1837/40|60-70|60|69|26
86455|1837/40|70-80|70|79|29
86456|1837/40|80-90|80|89|12
86457|1837/40|90-100|90|99|4
86458|1837/40|100 upwards|100|120|0
86461|1837/41|under 2|0|1|52
86462|1837/41|2-5|2|4|20
86463|1837/41|5-10|5|9|7
86464|1837/41|10-20|10|19|8
86465|1837/41|20-30|20|29|18
86466|1837/41|30-40|30|39|18
86467|1837/41|40-50|40|49|19
86468|1837/41|50-60|50|59|18
86469|1837/41|60-70|60|69|17
86470|1837/41|70-80|70|79|9
86471|1837/41|80-90|80|89|5
86472|1837/41|90-100|90|99|1
86473|1837/41|100 upwards|100|120|0
86476|1837/42|under 2|0|1|87
86477|1837/42|2-5|2|4|23
86478|1837/42|5-10|5|9|12
86479|1837/42|10-20|10|19|9
86480|1837/42|20-30|20|29|24
86481|1837/42|30-40|30|39|12
86482|1837/42|40-50|40|49|37
86483|1837/42|50-60|50|59|30
86484|1837/42|60-70|60|69|25
86485|1837/42|70-80|70|79|22
86486|1837/42|80-90|80|89|14
86487|1837/42|90-100|90|99|0
86488|1837/42|100 upwards|100|120|0
86491|1837/43|under 2|0|1|48
86492|1837/43|2-5|2|4|17
86493|1837/43|5-10|5|9|8
86494|1837/43|10-20|10|19|6
86495|1837/43|20-30|20|29|10
86496|1837/43|30-40|30|39|29
86497|1837/43|40-50|40|49|16
86498|1837/43|50-60|50|59|19
86499|1837/43|60-70|60|69|16
86500|1837/43|70-80|70|79|16
86501|1837/43|80-90|80|89|6
86502|1837/43|90-100|90|99|0
86503|1837/43|100 upwards|100|120|0
86506|1837/44|under 2|0|1|65
86507|1837/44|2-5|2|4|19
86508|1837/44|5-10|5|9|11
86509|1837/44|10-20|10|19|12
86510|1837/44|20-30|20|29|17
86511|1837/44|30-40|30|39|20
86512|1837/44|40-50|40|49|17
86513|1837/44|50-60|50|59|19
86514|1837/44|60-70|60|69|16
86515|1837/44|70-80|70|79|15
86516|1837/44|80-90|80|89|3
86517|1837/44|90-100|90|99|3
86518|1837/44|100 upwards|100|120|0
86536|1837/46|under 2|0|1|124
86537|1837/46|2-5|2|4|38
86538|1837/46|5-10|5|9|19
86539|1837/46|10-20|10|19|15
86540|1837/46|20-30|20|29|57
86541|1837/46|30-40|30|39|58
86542|1837/46|40-50|40|49|42
86543|1837/46|50-60|50|59|30
86544|1837/46|60-70|60|69|46
86545|1837/46|70-80|70|79|29
86546|1837/46|80-90|80|89|23
86547|1837/46|90-100|90|99|0
86548|1837/46|100 upwards|100|120|0
86551|1837/47|under 2|0|1|37
86552|1837/47|2-5|2|4|27
86553|1837/47|5-10|5|9|9
86554|1837/47|10-20|10|19|7
86555|1837/47|20-30|20|29|27
86556|1837/47|30-40|30|39|30
86557|1837/47|40-50|40|49|24
86558|1837/47|50-60|50|59|15
86559|1837/47|60-70|60|69|28
86560|1837/47|70-80|70|79|9
86561|1837/47|80-90|80|89|2
86562|1837/47|90-100|90|99|0
86563|1837/47|100 upwards|100|120|0
86611|1837/51|under 2|0|1|84
86612|1837/51|2-5|2|4|42
86613|1837/51|5-10|5|9|23
86614|1837/51|10-20|10|19|18
86615|1837/51|20-30|20|29|25
86616|1837/51|30-40|30|39|25
86617|1837/51|40-50|40|49|38
86618|1837/51|50-60|50|59|22
86619|1837/51|60-70|60|69|29
86620|1837/51|70-80|70|79|25
86621|1837/51|80-90|80|89|4
86622|1837/51|90-100|90|99|0
86623|1837/51|100 upwards|100|120|0
86626|1837/52|under 2|0|1|706
86627|1837/52|2-5|2|4|243
86628|1837/52|5-10|5|9|158
86629|1837/52|10-20|10|19|188
86630|1837/52|20-30|20|29|311
86631|1837/52|30-40|30|39|365
86632|1837/52|40-50|40|49|362
86633|1837/52|50-60|50|59|306
86634|1837/52|60-70|60|69|353
86635|1837/52|70-80|70|79|248
86636|1837/52|80-90|80|89|93
86637|1837/52|90-100|90|99|3
86638|1837/52|100 upwards|100|120|1
86656|1840/01|under 2|0|1|102
86657|1840/01|2-5|2|4|44
86658|1840/01|5-10|5|9|14
86659|1840/01|10-20|10|19|8
86660|1840/01|20-30|20|29|19
86661|1840/01|30-40|30|39|24
86662|1840/01|40-50|40|49|33
86663|1840/01|50-60|50|59|35
86664|1840/01|60-70|60|69|24
86665|1840/01|70-80|70|79|29
86666|1840/01|80-90|80|89|5
86667|1840/01|90-100|90|99|1
86668|1840/01|100 upwards|100|120|0
86671|1840/02|under 2|0|1|41
86672|1840/02|2-5|2|4|30
86673|1840/02|5-10|5|9|8
86674|1840/02|10-20|10|19|2
86675|1840/02|20-30|20|29|5
86676|1840/02|30-40|30|39|11
86677|1840/02|40-50|40|49|10
86678|1840/02|50-60|50|59|20
86679|1840/02|60-70|60|69|16
86680|1840/02|70-80|70|79|14
86681|1840/02|80-90|80|89|9
86682|1840/02|90-100|90|99|0
86683|1840/02|100 upwards|100|120|0
86686|1840/03|under 2|0|1|63
86687|1840/03|2-5|2|4|35
86688|1840/03|5-10|5|9|16
86689|1840/03|10-20|10|19|10
86690|1840/03|20-30|20|29|25
86691|1840/03|30-40|30|39|27
86692|1840/03|40-50|40|49|20
86693|1840/03|50-60|50|59|22
86694|1840/03|60-70|60|69|29
86695|1840/03|70-80|70|79|16
86696|1840/03|80-90|80|89|8
86697|1840/03|90-100|90|99|0
86698|1840/03|100 upwards|100|120|0
86701|1840/04|under 2|0|1|48
86702|1840/04|2-5|2|4|13
86703|1840/04|5-10|5|9|9
86704|1840/04|10-20|10|19|11
86705|1840/04|20-30|20|29|9
86706|1840/04|30-40|30|39|8
86707|1840/04|40-50|40|49|13
86708|1840/04|50-60|50|59|19
86709|1840/04|60-70|60|69|21
86710|1840/04|70-80|70|79|12
86711|1840/04|80-90|80|89|5
86712|1840/04|90-100|90|99|0
86713|1840/04|100 upwards|100|120|0
86716|1840/05|under 2|0|1|83
86717|1840/05|2-5|2|4|30
86718|1840/05|5-10|5|9|22
86719|1840/05|10-20|10|19|11
86720|1840/05|20-30|20|29|18
86721|1840/05|30-40|30|39|26
86722|1840/05|40-50|40|49|22
86723|1840/05|50-60|50|59|26
86724|1840/05|60-70|60|69|30
86725|1840/05|70-80|70|79|32
86726|1840/05|80-90|80|89|9
86727|1840/05|90-100|90|99|3
86728|1840/05|100 upwards|100|120|0
86731|1840/06|under 2|0|1|36
86732|1840/06|2-5|2|4|20
86733|1840/06|5-10|5|9|3
86734|1840/06|10-20|10|19|14
86735|1840/06|20-30|20|29|12
86736|1840/06|30-40|30|39|22
86737|1840/06|40-50|40|49|19
86738|1840/06|50-60|50|59|23
86739|1840/06|60-70|60|69|22
86740|1840/06|70-80|70|79|10
86741|1840/06|80-90|80|89|8
86742|1840/06|90-100|90|99|0
86743|1840/06|100 upwards|100|120|0
86746|1840/07|under 2|0|1|49
86747|1840/07|2-5|2|4|25
86748|1840/07|5-10|5|9|10
86749|1840/07|10-20|10|19|8
86750|1840/07|20-30|20|29|26
86751|1840/07|30-40|30|39|25
86752|1840/07|40-50|40|49|28
86753|1840/07|50-60|50|59|22
86754|1840/07|60-70|60|69|24
86755|1840/07|70-80|70|79|27
86756|1840/07|80-90|80|89|10
86757|1840/07|90-100|90|99|2
86758|1840/07|100 upwards|100|120|0
86761|1840/08|under 2|0|1|74
86762|1840/08|2-5|2|4|30
86763|1840/08|5-10|5|9|7
86764|1840/08|10-20|10|19|10
86765|1840/08|20-30|20|29|21
86766|1840/08|30-40|30|39|30
86767|1840/08|40-50|40|49|23
86768|1840/08|50-60|50|59|38
86769|1840/08|60-70|60|69|31
86770|1840/08|70-80|70|79|30
86771|1840/08|80-90|80|89|15
86772|1840/08|90-100|90|99|1
86773|1840/08|100 upwards|100|120|0
86776|1840/09|under 2|0|1|52
86777|1840/09|2-5|2|4|24
86778|1840/09|5-10|5|9|7
86779|1840/09|10-20|10|19|16
86780|1840/09|20-30|20|29|17
86781|1840/09|30-40|30|39|22
86782|1840/09|40-50|40|49|25
86783|1840/09|50-60|50|59|24
86784|1840/09|60-70|60|69|25
86785|1840/09|70-80|70|79|11
86786|1840/09|80-90|80|89|9
86787|1840/09|90-100|90|99|2
86788|1840/09|100 upwards|100|120|1
86791|1840/10|under 2|0|1|64
86792|1840/10|2-5|2|4|12
86793|1840/10|5-10|5|9|10
86794|1840/10|10-20|10|19|12
86795|1840/10|20-30|20|29|15
86796|1840/10|30-40|30|39|22
86797|1840/10|40-50|40|49|19
86798|1840/10|50-60|50|59|18
86799|1840/10|60-70|60|69|24
86800|1840/10|70-80|70|79|18
86801|1840/10|80-90|80|89|9
86802|1840/10|90-100|90|99|0
86803|1840/10|100 upwards|100|120|0
86806|1840/11|under 2|0|1|46
86807|1840/11|2-5|2|4|24
86808|1840/11|5-10|5|9|14
86809|1840/11|10-20|10|19|11
86810|1840/11|20-30|20|29|14
86811|1840/11|30-40|30|39|28
86812|1840/11|40-50|40|49|25
86813|1840/11|50-60|50|59|18
86814|1840/11|60-70|60|69|22
86815|1840/11|70-80|70|79|11
86816|1840/11|80-90|80|89|8
86817|1840/11|90-100|90|99|1
86818|1840/11|100 upwards|100|120|0
86821|1840/12|under 2|0|1|69
86822|1840/12|2-5|2|4|15
86823|1840/12|5-10|5|9|14
86824|1840/12|10-20|10|19|9
86825|1840/12|20-30|20|29|22
86826|1840/12|30-40|30|39|30
86827|1840/12|40-50|40|49|31
86828|1840/12|50-60|50|59|29
86829|1840/12|60-70|60|69|29
86830|1840/12|70-80|70|79|23
86831|1840/12|80-90|80|89|9
86832|1840/12|90-100|90|99|1
86833|1840/12|100 upwards|100|120|0
86836|1840/13|under 2|0|1|57
86837|1840/13|2-5|2|4|24
86838|1840/13|5-10|5|9|9
86839|1840/13|10-20|10|19|9
86840|1840/13|20-30|20|29|19
86841|1840/13|30-40|30|39|25
86842|1840/13|40-50|40|49|25
86843|1840/13|50-60|50|59|26
86844|1840/13|60-70|60|69|35
86845|1840/13|70-80|70|79|17
86846|1840/13|80-90|80|89|10
86847|1840/13|90-100|90|99|2
86848|1840/13|100 upwards|100|120|0
86851|1840/14|under 2|0|1|48
86852|1840/14|2-5|2|4|16
86853|1840/14|5-10|5|9|12
86854|1840/14|10-20|10|19|11
86855|1840/14|20-30|20|29|12
86856|1840/14|30-40|30|39|24
86857|1840/14|40-50|40|49|19
86858|1840/14|50-60|50|59|15
86859|1840/14|60-70|60|69|25
86860|1840/14|70-80|70|79|21
86861|1840/14|80-90|80|89|6
86862|1840/14|90-100|90|99|1
86863|1840/14|100 upwards|100|120|0
86866|1840/15|under 2|0|1|59
86867|1840/15|2-5|2|4|32
86868|1840/15|5-10|5|9|10
86869|1840/15|10-20|10|19|5
86870|1840/15|20-30|20|29|20
86871|1840/15|30-40|30|39|21
86872|1840/15|40-50|40|49|27
86873|1840/15|50-60|50|59|31
86874|1840/15|60-70|60|69|33
86875|1840/15|70-80|70|79|27
86876|1840/15|80-90|80|89|8
86877|1840/15|90-100|90|99|0
86878|1840/15|100 upwards|100|120|0
86881|1840/16|under 2|0|1|59
86882|1840/16|2-5|2|4|26
86883|1840/16|5-10|5|9|10
86884|1840/16|10-20|10|19|6
86885|1840/16|20-30|20|29|19
86886|1840/16|30-40|30|39|17
86887|1840/16|40-50|40|49|29
86888|1840/16|50-60|50|59|24
86889|1840/16|60-70|60|69|25
86890|1840/16|70-80|70|79|31
86891|1840/16|80-90|80|89|6
86892|1840/16|90-100|90|99|3
86893|1840/16|100 upwards|100|120|0
86896|1840/17|under 2|0|1|61
86897|1840/17|2-5|2|4|29
86898|1840/17|5-10|5|9|12
86899|1840/17|10-20|10|19|11
86900|1840/17|20-30|20|29|16
86901|1840/17|30-40|30|39|29
86902|1840/17|40-50|40|49|17
86903|1840/17|50-60|50|59|26
86904|1840/17|60-70|60|69|38
86905|1840/17|70-80|70|79|28
86906|1840/17|80-90|80|89|8
86907|1840/17|90-100|90|99|4
86908|1840/17|100 upwards|100|120|0
86911|1840/18|under 2|0|1|80
86912|1840/18|2-5|2|4|37
86913|1840/18|5-10|5|9|10
86914|1840/18|10-20|10|19|10
86915|1840/18|20-30|20|29|15
86916|1840/18|30-40|30|39|27
86917|1840/18|40-50|40|49|36
86918|1840/18|50-60|50|59|20
86919|1840/18|60-70|60|69|35
86920|1840/18|70-80|70|79|22
86921|1840/18|80-90|80|89|10
86922|1840/18|90-100|90|99|1
86923|1840/18|100 upwards|100|120|0
86926|1840/19|under 2|0|1|49
86927|1840/19|2-5|2|4|13
86928|1840/19|5-10|5|9|10
86929|1840/19|10-20|10|19|5
86930|1840/19|20-30|20|29|19
86931|1840/19|30-40|30|39|11
86932|1840/19|40-50|40|49|17
86933|1840/19|50-60|50|59|19
86934|1840/19|60-70|60|69|21
86935|1840/19|70-80|70|79|19
86936|1840/19|80-90|80|89|4
86937|1840/19|90-100|90|99|1
86938|1840/19|100 upwards|100|120|0
86941|1840/20|under 2|0|1|48
86942|1840/20|2-5|2|4|17
86943|1840/20|5-10|5|9|14
86944|1840/20|10-20|10|19|9
86945|1840/20|20-30|20|29|17
86946|1840/20|30-40|30|39|20
86947|1840/20|40-50|40|49|21
86948|1840/20|50-60|50|59|14
86949|1840/20|60-70|60|69|18
86950|1840/20|70-80|70|79|13
86951|1840/20|80-90|80|89|6
86952|1840/20|90-100|90|99|1
86953|1840/20|100 upwards|100|120|0
86956|1840/21|under 2|0|1|63
86957|1840/21|2-5|2|4|27
86958|1840/21|5-10|5|9|11
86959|1840/21|10-20|10|19|5
86960|1840/21|20-30|20|29|24
86961|1840/21|30-40|30|39|22
86962|1840/21|40-50|40|49|27
86963|1840/21|50-60|50|59|22
86964|1840/21|60-70|60|69|26
86965|1840/21|70-80|70|79|19
86966|1840/21|80-90|80|89|5
86967|1840/21|90-100|90|99|0
86968|1840/21|100 upwards|100|120|0
86971|1840/22|under 2|0|1|56
86972|1840/22|2-5|2|4|22
86973|1840/22|5-10|5|9|13
86974|1840/22|10-20|10|19|9
86975|1840/22|20-30|20|29|13
86976|1840/22|30-40|30|39|16
86977|1840/22|40-50|40|49|14
86978|1840/22|50-60|50|59|10
86979|1840/22|60-70|60|69|23
86980|1840/22|70-80|70|79|17
86981|1840/22|80-90|80|89|4
86982|1840/22|90-100|90|99|1
86983|1840/22|100 upwards|100|120|0
86986|1840/23|under 2|0|1|53
86987|1840/23|2-5|2|4|20
86988|1840/23|5-10|5|9|8
86989|1840/23|10-20|10|19|13
86990|1840/23|20-30|20|29|7
86991|1840/23|30-40|30|39|16
86992|1840/23|40-50|40|49|15
86993|1840/23|50-60|50|59|14
86994|1840/23|60-70|60|69|13
86995|1840/23|70-80|70|79|12
86996|1840/23|80-90|80|89|8
86997|1840/23|90-100|90|99|0
86998|1840/23|100 upwards|100|120|0
87001|1840/24|under 2|0|1|56
87002|1840/24|2-5|2|4|18
87003|1840/24|5-10|5|9|17
87004|1840/24|10-20|10|19|12
87005|1840/24|20-30|20|29|15
87006|1840/24|30-40|30|39|19
87007|1840/24|40-50|40|49|26
87008|1840/24|50-60|50|59|17
87009|1840/24|60-70|60|69|17
87010|1840/24|70-80|70|79|17
87011|1840/24|80-90|80|89|3
87012|1840/24|90-100|90|99|0
87013|1840/24|100 upwards|100|120|0
87016|1840/25|under 2|0|1|49
87017|1840/25|2-5|2|4|20
87018|1840/25|5-10|5|9|11
87019|1840/25|10-20|10|19|7
87020|1840/25|20-30|20|29|19
87021|1840/25|30-40|30|39|23
87022|1840/25|40-50|40|49|21
87023|1840/25|50-60|50|59|15
87024|1840/25|60-70|60|69|29
87025|1840/25|70-80|70|79|16
87026|1840/25|80-90|80|89|4
87027|1840/25|90-100|90|99|0
87028|1840/25|100 upwards|100|120|0
87031|1840/26|under 2|0|1|47
87032|1840/26|2-5|2|4|22
87033|1840/26|5-10|5|9|15
87034|1840/26|10-20|10|19|4
87035|1840/26|20-30|20|29|13
87036|1840/26|30-40|30|39|20
87037|1840/26|40-50|40|49|22
87038|1840/26|50-60|50|59|21
87039|1840/26|60-70|60|69|15
87040|1840/26|70-80|70|79|12
87041|1840/26|80-90|80|89|5
87042|1840/26|90-100|90|99|0
87043|1840/26|100 upwards|100|120|0
87046|1840/27|under 2|0|1|58
87047|1840/27|2-5|2|4|25
87048|1840/27|5-10|5|9|13
87049|1840/27|10-20|10|19|13
87050|1840/27|20-30|20|29|13
87051|1840/27|30-40|30|39|18
87052|1840/27|40-50|40|49|17
87053|1840/27|50-60|50|59|15
87054|1840/27|60-70|60|69|17
87055|1840/27|70-80|70|79|20
87056|1840/27|80-90|80|89|9
87057|1840/27|90-100|90|99|0
87058|1840/27|100 upwards|100|120|0
87061|1840/28|under 2|0|1|68
87062|1840/28|2-5|2|4|24
87063|1840/28|5-10|5|9|14
87064|1840/28|10-20|10|19|12
87065|1840/28|20-30|20|29|22
87066|1840/28|30-40|30|39|33
87067|1840/28|40-50|40|49|30
87068|1840/28|50-60|50|59|24
87069|1840/28|60-70|60|69|23
87070|1840/28|70-80|70|79|10
87071|1840/28|80-90|80|89|1
87072|1840/28|90-100|90|99|0
87073|1840/28|100 upwards|100|120|0
87076|1840/29|under 2|0|1|60
87077|1840/29|2-5|2|4|28
87078|1840/29|5-10|5|9|16
87079|1840/29|10-20|10|19|8
87080|1840/29|20-30|20|29|17
87081|1840/29|30-40|30|39|27
87082|1840/29|40-50|40|49|26
87083|1840/29|50-60|50|59|17
87084|1840/29|60-70|60|69|18
87085|1840/29|70-80|70|79|13
87086|1840/29|80-90|80|89|5
87087|1840/29|90-100|90|99|1
87088|1840/29|100 upwards|100|120|0
87091|1840/30|under 2|0|1|100
87092|1840/30|2-5|2|4|41
87093|1840/30|5-10|5|9|21
87094|1840/30|10-20|10|19|17
87095|1840/30|20-30|20|29|15
87096|1840/30|30-40|30|39|27
87097|1840/30|40-50|40|49|38
87098|1840/30|50-60|50|59|25
87099|1840/30|60-70|60|69|27
87100|1840/30|70-80|70|79|27
87101|1840/30|80-90|80|89|10
87102|1840/30|90-100|90|99|2
87103|1840/30|100 upwards|100|120|0
87106|1840/31|under 2|0|1|44
87107|1840/31|2-5|2|4|19
87108|1840/31|5-10|5|9|5
87109|1840/31|10-20|10|19|3
87110|1840/31|20-30|20|29|12
87111|1840/31|30-40|30|39|15
87112|1840/31|40-50|40|49|16
87113|1840/31|50-60|50|59|17
87114|1840/31|60-70|60|69|19
87115|1840/31|70-80|70|79|16
87116|1840/31|80-90|80|89|6
87117|1840/31|90-100|90|99|2
87118|1840/31|100 upwards|100|120|0
87121|1840/32|under 2|0|1|56
87122|1840/32|2-5|2|4|19
87123|1840/32|5-10|5|9|8
87124|1840/32|10-20|10|19|6
87125|1840/32|20-30|20|29|15
87126|1840/32|30-40|30|39|23
87127|1840/32|40-50|40|49|24
87128|1840/32|50-60|50|59|18
87129|1840/32|60-70|60|69|17
87130|1840/32|70-80|70|79|14
87131|1840/32|80-90|80|89|4
87132|1840/32|90-100|90|99|1
87133|1840/32|100 upwards|100|120|0
87136|1840/33|under 2|0|1|58
87137|1840/33|2-5|2|4|29
87138|1840/33|5-10|5|9|11
87139|1840/33|10-20|10|19|3
87140|1840/33|20-30|20|29|12
87141|1840/33|30-40|30|39|24
87142|1840/33|40-50|40|49|21
87143|1840/33|50-60|50|59|28
87144|1840/33|60-70|60|69|24
87145|1840/33|70-80|70|79|25
87146|1840/33|80-90|80|89|14
87147|1840/33|90-100|90|99|0
87148|1840/33|100 upwards|100|120|0
87151|1840/34|under 2|0|1|57
87152|1840/34|2-5|2|4|20
87153|1840/34|5-10|5|9|11
87154|1840/34|10-20|10|19|8
87155|1840/34|20-30|20|29|17
87156|1840/34|30-40|30|39|13
87157|1840/34|40-50|40|49|20
87158|1840/34|50-60|50|59|18
87159|1840/34|60-70|60|69|15
87160|1840/34|70-80|70|79|14
87161|1840/34|80-90|80|89|4
87162|1840/34|90-100|90|99|1
87163|1840/34|100 upwards|100|120|0
87166|1840/35|under 2|0|1|76
87167|1840/35|2-5|2|4|21
87168|1840/35|5-10|5|9|16
87169|1840/35|10-20|10|19|12
87170|1840/35|20-30|20|29|18
87171|1840/35|30-40|30|39|18
87172|1840/35|40-50|40|49|24
87173|1840/35|50-60|50|59|24
87174|1840/35|60-70|60|69|22
87175|1840/35|70-80|70|79|19
87176|1840/35|80-90|80|89|3
87177|1840/35|90-100|90|99|2
87178|1840/35|100 upwards|100|120|0
87181|1840/36|under 2|0|1|84
87182|1840/36|2-5|2|4|34
87183|1840/36|5-10|5|9|25
87184|1840/36|10-20|10|19|3
87185|1840/36|20-30|20|29|19
