"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position","Unique Identifier",is_missing,is_illegible,"Start day",is_missing,is_illegible,"Start month",is_missing,is_illegible,"Start year",is_missing,is_illegible,"End day",is_missing,is_illegible,"End month",is_missing,is_illegible,"End year",is_missing,is_illegible,"St Alban Woodstreet",is_missing,is_illegible,"Alhallows Barking",is_missing,is_illegible,"Alhallows Breadstreet",is_missing,is_illegible,"Alhallows Great",is_missing,is_illegible,"Alhallows Honylane",is_missing,is_illegible,"Alhallows Lesse",is_missing,is_illegible,"Alhallows Lumbardstreet",is_missing,is_illegible,"Alhallows Stayning",is_missing,is_illegible,"Alhallows the Wall",is_missing,is_illegible,"St Alphage",is_missing,is_illegible,"St Andrew Hubbard",is_missing,is_illegible,"St Andrew Undershaft",is_missing,is_illegible,"St Andrew Wardrobe",is_missing,is_illegible,"St Ann Aldersgate",is_missing,is_illegible,"St Ann Blackfryers",is_missing,is_illegible,"St Antholins Parish",is_missing,is_illegible,"St Austins Parish",is_missing,is_illegible,"St Bartholomew Exchange",is_missing,is_illegible,"St Bennet Fynck",is_missing,is_illegible,"St Bennet Gracechurch",is_missing,is_illegible,"St Bennet Paulswharf",is_missing,is_illegible,"St Bennet Sherehog",is_missing,is_illegible,"St Botolph Billingsgate",is_missing,is_illegible,"Christ Church",is_missing,is_illegible,"St Christophers",is_missing,is_illegible,"St Clement Eastcheap",is_missing,is_illegible,"St Dionis Backchurch",is_missing,is_illegible,"St Dunstan East",is_missing,is_illegible,"St Edmund Lumbardstr.",is_missing,is_illegible,"St Ethelborough",is_missing,is_illegible,"St Faith",is_missing,is_illegible,"St Foster",is_missing,is_illegible,"St Gabriel Fenchurch",is_missing,is_illegible,"St George Botolphlane",is_missing,is_illegible,"St Gregory by St Pauls",is_missing,is_illegible,"St Hellen",is_missing,is_illegible,"St James Dukes place",is_missing,is_illegible,"St James Garlickhithe",is_missing,is_illegible,"St John Baptist",is_missing,is_illegible,"St John Evangelist",is_missing,is_illegible,"St John Zachary",is_missing,is_illegible,"St Katharine Coleman",is_missing,is_illegible,"St Katharine Creechurch",is_missing,is_illegible,"St Lawrence Jewry",is_missing,is_illegible,"St Lawrence Pountney",is_missing,is_illegible,"St Leonard Eastcheap",is_missing,is_illegible,"St Leonard Fosterlane",is_missing,is_illegible,"St Magnus Parish",is_missing,is_illegible,"St Margaret Lothbury",is_missing,is_illegible,"St Margaret Moses",is_missing,is_illegible,"St Margaret Newfishstreet",is_missing,is_illegible,"St Margaret Pattons",is_missing,is_illegible,"St Mary Abchurch",is_missing,is_illegible,"St Mary Aldermanbury",is_missing,is_illegible,"St Mary Aldermary",is_missing,is_illegible,"St Mary le Bow",is_missing,is_illegible,"St Mary Bothaw",is_missing,is_illegible,"St Mary Colechurch",is_missing,is_illegible,"St Mary Hill",is_missing,is_illegible,"St Mary Mounthaw",is_missing,is_illegible,"St Mary Sommerset",is_missing,is_illegible,"St Mary Stayning",is_missing,is_illegible,"St Mary Woolchurch",is_missing,is_illegible,"St Mary Woolnoth",is_missing,is_illegible,"St Martin Iremongerlane",is_missing,is_illegible,"St Martin Ludgate",is_missing,is_illegible,"St Martin Orgars",is_missing,is_illegible,"St Martin Outwich",is_missing,is_illegible,"St Martin Vintrey",is_missing,is_illegible,"St Matthew Fridaystreet",is_missing,is_illegible,"St Maudlin Milkstreet",is_missing,is_illegible,"St Maudlin Oldfishstreet",is_missing,is_illegible,"St Michael Bassishaw",is_missing,is_illegible,"St Michael Cornhil",is_missing,is_illegible,"St Michael Crookedlane",is_missing,is_illegible,"St Michael Queenhithe",is_missing,is_illegible,"St Michael Quern",is_missing,is_illegible,"St Michael Royal",is_missing,is_illegible,"St Michael Woodstreet",is_missing,is_illegible,"St Mildred Breadstreet",is_missing,is_illegible,"St Mildred Poultrey",is_missing,is_illegible,"St Nicholas Acons",is_missing,is_illegible,"St Nicholas Coleabby",is_missing,is_illegible,"St Nicholas Olaves",is_missing,is_illegible,"St Olave Hartstreet",is_missing,is_illegible,"St Olave Jewry",is_missing,is_illegible,"St Olave Silverstreet",is_missing,is_illegible,"St Pancras ",is_missing,is_illegible,"St Peter Ad Vincula",is_missing,is_illegible,"St Peter Cheap",is_missing,is_illegible,"St Peter Cornhil",is_missing,is_illegible,"St Peter Paulswharf",is_missing,is_illegible,"St Peter Poor",is_missing,is_illegible,"St Steven Colemanstreet",is_missing,is_illegible,"St Steven Walbrook",is_missing,is_illegible,"St Swithin",is_missing,is_illegible,"St Thomas Apostles",is_missing,is_illegible,"Trinity Parish",is_missing,is_illegible,"Christened in the 97 parishes within the walls",is_missing,is_illegible,"Buried in the 97 parishes within the walls",is_missing,is_illegible,"Plague in the 97 parishes within the walls",is_missing,is_illegible,"St Andrew Holborn",is_missing,is_illegible,"St Bartholomew Great",is_missing,is_illegible,"St Bartholomew Less",is_missing,is_illegible,"St Botolph Aldersgate",is_missing,is_illegible,"St Botolph Aldgate",is_missing,is_illegible,"St Botolph Bishopsgate",is_missing,is_illegible,"Bridewel Precinct",is_missing,is_illegible,"St Bridget",is_missing,is_illegible,"St John Southwark",is_missing,is_illegible,"St Dunstan West",is_missing,is_illegible,"St George Southwark",is_missing,is_illegible,"St Giles Cripplegate",is_missing,is_illegible,"St Olave Southwark",is_missing,is_illegible,"Saviours Southwark",is_missing,is_illegible,"S Sepulchres Parish",is_missing,is_illegible,"St Thomas Southwark",is_missing,is_illegible,"Trinity Minories",is_missing,is_illegible,"Pesthouse Without the Walls",is_missing,is_illegible,"Christened in the parishes without the walls",is_missing,is_illegible,"Buried in the parishes without the walls",is_missing,is_illegible,"Plague in the parishes without the walls",is_missing,is_illegible,"St Ann in Middlesex",is_missing,is_illegible,"Christ Church in Middlesex",is_missing,is_illegible,"Christ Church in Surry",is_missing,is_illegible,"St George in Bloomsburg",is_missing,is_illegible,"St George in Middlesex",is_missing,is_illegible,"St George by Queen's Square",is_missing,is_illegible,"St Giles in the Field",is_missing,is_illegible,"Hackney Parish",is_missing,is_illegible,"St John at Wapping",is_missing,is_illegible,"St James Clerkenwel",is_missing,is_illegible,"St Katharine Tower",is_missing,is_illegible,"Lambeth Parish",is_missing,is_illegible,"St Leonard Shoreditch",is_missing,is_illegible,"St Luke in Middlesex",is_missing,is_illegible,"St Magdalen Bermondsey",is_missing,is_illegible,"St Matthew at Bethnal Green",is_missing,is_illegible,"St Mary Islington",is_missing,is_illegible,"St Mary Newington",is_missing,is_illegible,"St Mary Whitechappel",is_missing,is_illegible,"St Pauls Shadwel",is_missing,is_illegible,"Rothorith Parish",is_missing,is_illegible,"Stepney Parish",is_missing,is_illegible,"Christened in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"Buried in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"Plague in the out-Parishes in Middlesex and Surrey",is_missing,is_illegible,"St Ann in Westminster",is_missing,is_illegible,"St Clement Danes",is_missing,is_illegible,"St George Hanover-square",is_missing,is_illegible,"St James in Westminster",is_missing,is_illegible,"St John the Evangelist",is_missing,is_illegible,"St Paul Covent Garden",is_missing,is_illegible,"St Martin in the fields",is_missing,is_illegible,"St Mary Savoy",is_missing,is_illegible,"St Mary le Strand",is_missing,is_illegible,"St Margaret Westminster",is_missing,is_illegible,"Pesthouse in Westminster",is_missing,is_illegible,"Christened in the Parishes and Liberties of Westminster",is_missing,is_illegible,"Buried in the Parishes and Liberties of Westminster",is_missing,is_illegible,"Plague in the Parishes and Liberties of Westminster",is_missing,is_illegible
4416,1367,152,1,Millar-1704-1705-GeneralBill,,,19,,,December,,,1704,,,18,,,December,,,1705,,,32,,,84,,,15,,,49,,,6,,,17,,,18,,,42,,,61,,,27,,,8,,,38,,,64,,,39,,,117,,,9,,,13,,,21,,,34,,,14,,,46,,,1,,,13,,,106,,,19,,,17,,,22,,,66,,,29,,,27,,,40,,,34,,,8,,,13,,,72,,,30,,,36,,,29,,,19,,,3,,,17,,,61,,,54,,,42,,,11,,,17,,,40,,,43,,,41,,,4,,,0,,,19,,,26,,,37,,,20,,,23,,,6,,,0,,,40,,,7,,,38,,,16,,,1,,,25,,,12,,,39,,,11,,,9,,,25,,,8,,,0,,,33,,,35,,,18,,,29,,,49,,,16,,,10,,,9,,,14,,,17,,,3,,,28,,,9,,,33,,,13,,,28,,,4,,,,1,,13,,,36,,,12,,,36,,,122,,,20,,,23,,,30,,,26,,,1850,,,2696,,,,1,,942,,,74,,,29,,,249,,,617,,,549,,,14,,,315,,,,,,184,,,373,,,1189,,,799,,,625,,,631,,,76,,,26,,,,1,,5013,,,6692,,,,1,,,1,,,1,,176,,,,1,,,1,,,1,,1544,,,125,,,287,,,371,,,166,,,299,,,637,,,,1,,403,,,,1,,143,,,197,,,812,,,419,,,211,,,2267,,,5891,,,8057,,,,1,,439,,,493,,,,1,,934,,,,1,,204,,,1489,,,120,,,,,,973,,,,1,,3391,,,4653,,,,1,
4417,1368,187,1,Millar-1705-1706-GeneralBill,,,18,,,December,,,1705,,,10,,,December,,,1706,,,20,,,78,,,12,,,27,,,2,,,15,,,14,,,29,,,57,,,25,,,11,,,53,,,41,,,28,,,124,,,15,,,15,,,28,,,12,,,11,,,32,,,2,,,9,,,92,,,9,,,15,,,19,,,68,,,23,,,25,,,32,,,29,,,13,,,15,,,48,,,24,,,17,,,29,,,14,,,2,,,6,,,59,,,53,,,21,,,19,,,9,,,22,,,44,,,27,,,1,,,0,,,11,,,29,,,22,,,19,,,25,,,2,,,1,,,33,,,4,,,39,,,9,,,0,,,22,,,8,,,27,,,17,,,10,,,42,,,9,,,0,,,28,,,25,,,25,,,28,,,45,,,7,,,18,,,15,,,20,,,13,,,4,,,18,,,6,,,25,,,12,,,24,,,7,,,,1,,10,,,20,,,21,,,30,,,103,,,16,,,28,,,8,,,12,,,1796,,,2292,,,,1,,991,,,48,,,21,,,175,,,544,,,474,,,24,,,305,,,,1,,168,,,326,,,1099,,,665,,,545,,,590,,,90,,,19,,,,1,,4806,,,6084,,,,1,,,1,,,1,,140,,,,1,,,1,,,1,,1303,,,111,,,268,,,377,,,159,,,299,,,520,,,,1,,364,,,,1,,127,,,174,,,727,,,437,,,196,,,2069,,,5444,,,7271,,,,1,,398,,,436,,,,1,,976,,,,1,,151,,,1294,,,141,,,,1,,804,,,,1,,3323,,,4200,,,,1,
4438,1369,188,1,Millar-1706-1707-GeneralBill,,,10,,,December,,,1706,,,16,,,December,,,1707,,,25,,,91,,,13,,,48,,,1,,,18,,,17,,,30,,,72,,,36,,,8,,,46,,,55,,,36,,,135,,,18,,,10,,,14,,,21,,,13,,,48,,,2,,,4,,,103,,,14,,,16,,,28,,,60,,,12,,,21,,,32,,,35,,,7,,,8,,,66,,,28,,,14,,,38,,,18,,,3,,,19,,,51,,,65,,,33,,,20,,,11,,,38,,,36,,,29,,,0,,,0,,,10,,,32,,,34,,,22,,,29,,,4,,,2,,,36,,,7,,,34,,,11,,,0,,,34,,,9,,,29,,,20,,,6,,,31,,,12,,,0,,,23,,,25,,,22,,,23,,,36,,,9,,,16,,,23,,,17,,,21,,,6,,,15,,,12,,,26,,,12,,,41,,,8,,,,1,,8,,,25,,,11,,,28,,,104,,,24,,,24,,,8,,,15,,,1879,,,2513,,,,1,,986,,,60,,,31,,,182,,,621,,,524,,,30,,,285,,,,1,,178,,,386,,,1307,,,730,,,599,,,658,,,139,,,25,,,,1,,5071,,,6741,,,,1,,,1,,,1,,118,,,,1,,,1,,,1,,1425,,,139,,,360,,,419,,,147,,,315,,,540,,,,1,,395,,,,1,,132,,,195,,,787,,,424,,,220,,,2127,,,5703,,,7743,,,,1,,445,,,429,,,,1,,1030,,,,1,,192,,,1485,,,132,,,,1,,890,,,,1,,3413,,,4603,,,,1,
4439,1370,163,1,Millar-1707-1708-GeneralBill,,,16,,,December,,,1707,,,14,,,December,,,1708,,,28,,,91,,,14,,,42,,,6,,,10,,,10,,,16,,,61,,,32,,,12,,,52,,,57,,,37,,,134,,,11,,,18,,,21,,,22,,,9,,,60,,,0,,,9,,,99,,,17,,,13,,,21,,,62,,,19,,,33,,,36,,,27,,,11,,,10,,,76,,,41,,,20,,,36,,,23,,,5,,,14,,,55,,,59,,,37,,,13,,,7,,,31,,,44,,,39,,,4,,,0,,,15,,,21,,,31,,,28,,,26,,,4,,,1,,,32,,,18,,,32,,,11,,,1,,,28,,,17,,,34,,,15,,,10,,,40,,,8,,,0,,,37,,,21,,,27,,,27,,,42,,,11,,,10,,,15,,,15,,,10,,,5,,,10,,,5,,,37,,,9,,,29,,,8,,,,1,,13,,,25,,,9,,,25,,,109,,,17,,,18,,,6,,,18,,,1897,,,2534,,,,1,,1017,,,74,,,34,,,196,,,569,,,496,,,29,,,344,,,,1,,206,,,448,,,1204,,,703,,,582,,,606,,,111,,,22,,,,1,,4890,,,6641,,,,1,,,1,,,1,,150,,,,1,,,1,,,1,,1370,,,125,,,310,,,412,,,152,,,114,,,543,,,,1,,463,,,,1,,294,,,212,,,647,,,413,,,201,,,2084,,,5661,,,7490,,,,1,,444,,,485,,,,1,,1058,,,,1,,194,,,1487,,,124,,,,1,,834,,,,1,,3414,,,4626,,,,1,
4440,1371,191,1,Millar-1708-1709-GeneralBill,,,14,,,December,,,1708,,,13,,,December,,,1709,,,38,,,104,,,12,,,49,,,3,,,22,,,10,,,29,,,38,,,46,,,9,,,42,,,66,,,35,,,129,,,14,,,15,,,16,,,20,,,9,,,41,,,2,,,11,,,101,,,19,,,12,,,28,,,70,,,26,,,16,,,27,,,22,,,7,,,10,,,55,,,32,,,21,,,39,,,22,,,10,,,21,,,56,,,53,,,49,,,18,,,9,,,24,,,33,,,26,,,1,,,0,,,11,,,26,,,32,,,22,,,29,,,4,,,0,,,35,,,14,,,29,,,25,,,0,,,32,,,6,,,35,,,16,,,18,,,37,,,17,,,0,,,34,,,29,,,16,,,29,,,40,,,13,,,17,,,14,,,11,,,21,,,3,,,10,,,11,,,33,,,9,,,24,,,7,,,,1,,12,,,26,,,10,,,40,,,109,,,20,,,21,,,13,,,12,,,1852,,,2539,,,,1,,1103,,,55,,,38,,,222,,,616,,,522,,,20,,,379,,,,1,,210,,,452,,,1349,,,771,,,641,,,671,,,195,,,18,,,,1,,4593,,,7262,,,,1,,,1,,,1,,148,,,,1,,,1,,,1,,1296,,,120,,,347,,,364,,,169,,,287,,,531,,,,1,,396,,,,1,,124,,,237,,,707,,,448,,,219,,,2100,,,5288,,,7493,,,,1,,418,,,475,,,,1,,945,,,,1,,195,,,1456,,,157,,,,1,,860,,,,1,,3487,,,4506,,,,1,
4441,1372,178,1,"Millar-1709-1710-GeneralBill ",,,13,,,December,,,1709,,,12,,,December,,,1710,,,32,,,105,,,13,,,63,,,3,,,33,,,17,,,38,,,63,,,50,,,16,,,40,,,73,,,38,,,126,,,17,,,19,,,21,,,27,,,14,,,63,,,0,,,12,,,154,,,15,,,22,,,32,,,92,,,24,,,28,,,28,,,26,,,11,,,12,,,52,,,38,,,17,,,39,,,34,,,2,,,17,,,85,,,68,,,51,,,11,,,11,,,40,,,35,,,27,,,4,,,0,,,19,,,33,,,29,,,26,,,32,,,9,,,2,,,35,,,14,,,42,,,16,,,0,,,31,,,12,,,33,,,16,,,10,,,54,,,15,,,0,,,31,,,32,,,29,,,28,,,45,,,10,,,19,,,13,,,12,,,16,,,5,,,18,,,9,,,40,,,5,,,38,,,6,,,,1,,2,,,42,,,20,,,29,,,100,,,18,,,23,,,31,,,20,,,1815,,,2927,,,,1,,1213,,,74,,,40,,,211,,,641,,,632,,,21,,,362,,,,1,,190,,,542,,,1637,,,811,,,729,,,698,,,162,,,16,,,,1,,4751,,,7979,,,,1,,,1,,,1,,163,,,,1,,,1,,,1,,1653,,,142,,,289,,,482,,,200,,,301,,,675,,,,1,,447,,,,1,,111,,,186,,,777,,,470,,,174,,,2473,,,5134,,,8543,,,,1,,458,,,528,,,,1,,1139,,,,1,,229,,,1684,,,156,,,,1,,977,,,,1,,3228,,,5171,,,,1,
4442,1373,190,1,Millar-1710-1711-GeneralBill,,,12,,,December,,,1710,,,11,,,December,,,1711,,,21,,,100,,,13,,,47,,,1,,,12,,,15,,,31,,,45,,,30,,,6,,,33,,,52,,,34,,,166,,,13,,,19,,,19,,,18,,,5,,,38,,,1,,,9,,,108,,,10,,,10,,,29,,,57,,,20,,,22,,,27,,,29,,,6,,,13,,,66,,,34,,,21,,,40,,,17,,,4,,,17,,,40,,,64,,,44,,,22,,,8,,,30,,,31,,,29,,,6,,,0,,,15,,,23,,,22,,,16,,,19,,,3,,,1,,,23,,,8,,,32,,,22,,,0,,,16,,,9,,,23,,,12,,,20,,,34,,,13,,,0,,,21,,,23,,,13,,,19,,,29,,,9,,,25,,,11,,,12,,,19,,,4,,,8,,,3,,,36,,,5,,,26,,,7,,,,1,,8,,,36,,,12,,,31,,,92,,,27,,,24,,,10,,,20,,,1719,,,2371,,,,1,,977,,,64,,,36,,,162,,,536,,,465,,,21,,,339,,,,1,,180,,,363,,,1169,,,712,,,571,,,611,,,133,,,16,,,,1,,4683,,,6355,,,,1,,,1,,,1,,123,,,,1,,,1,,,1,,1205,,,120,,,294,,,342,,,138,,,268,,,465,,,,1,,376,,,,1,,146,,,174,,,645,,,337,,,154,,,1893,,,5042,,,6680,,,,1,,397,,,468,,,,1,,931,,,,1,,211,,,1378,,,168,,,,1,,874,,,,1,,3262,,,4427,,,,1,
4443,1374,195,1,Millar-1711-1712-GeneralBill,,,11,,,December,,,1711,,,16,,,December,,,1712,,,27,,,91,,,15,,,37,,,7,,,15,,,17,,,33,,,58,,,30,,,1,,,29,,,42,,,28,,,128,,,16,,,11,,,19,,,13,,,8,,,41,,,2,,,12,,,130,,,9,,,18,,,27,,,74,,,21,,,33,,,25,,,34,,,3,,,14,,,45,,,24,,,23,,,32,,,29,,,5,,,25,,,41,,,49,,,41,,,15,,,7,,,29,,,33,,,31,,,2,,,0,,,13,,,26,,,25,,,28,,,24,,,2,,,2,,,48,,,11,,,52,,,20,,,0,,,27,,,8,,,26,,,11,,,10,,,32,,,9,,,0,,,22,,,27,,,33,,,19,,,46,,,11,,,15,,,8,,,11,,,18,,,5,,,20,,,9,,,31,,,11,,,31,,,4,,,,1,,4,,,28,,,15,,,29,,,110,,,16,,,23,,,10,,,19,,,1859,,,2438,,,,1,,975,,,64,,,26,,,193,,,550,,,493,,,30,,,325,,,,1,,189,,,442,,,1276,,,784,,,634,,,555,,,134,,,25,,,,1,,5045,,,6695,,,,1,,,1,,,1,,158,,,,1,,,1,,,1,,1303,,,118,,,322,,,371,,,164,,,304,,,531,,,,1,,,1,,,1,,125,,,180,,,705,,,427,,,197,,,2153,,,5327,,,7474,,,,1,,403,,,526,,,,1,,1011,,,,1,,222,,,1413,,,125,,,,1,,891,,,,1,,3429,,,4591,,,,1,
4444,1375,196,1," Millar-1712-1713-GeneralBill",,,16,,,December,,,1712,,,15,,,December,,,1713,,,17,,,97,,,18,,,55,,,3,,,7,,,11,,,24,,,45,,,36,,,6,,,35,,,50,,,41,,,110,,,15,,,14,,,19,,,15,,,5,,,31,,,2,,,7,,,135,,,14,,,15,,,17,,,85,,,21,,,29,,,38,,,21,,,6,,,13,,,52,,,34,,,21,,,50,,,11,,,1,,,13,,,57,,,54,,,57,,,15,,,7,,,35,,,36,,,22,,,4,,,0,,,10,,,24,,,32,,,25,,,32,,,10,,,2,,,37,,,14,,,42,,,18,,,0,,,20,,,11,,,38,,,13,,,15,,,40,,,6,,,0,,,27,,,33,,,26,,,29,,,37,,,6,,,17,,,9,,,3,,,19,,,2,,,13,,,7,,,42,,,12,,,20,,,8,,,,1,,12,,,38,,,20,,,30,,,84,,,13,,,24,,,15,,,20,,,1783,,,2481,,,,1,,988,,,59,,,42,,,196,,,611,,,424,,,19,,,298,,,,1,,185,,,445,,,1218,,,779,,,618,,,577,,,156,,,22,,,,1,,5251,,,6637,,,,1,,,1,,,1,,139,,,,1,,,1,,,1,,1424,,,130,,,298,,,405,,,197,,,327,,,499,,,,1,,413,,,,1,,136,,,202,,,706,,,391,,,202,,,1890,,,5549,,,7359,,,,1,,371,,,525,,,,1,,1067,,,,1,,171,,,1495,,,113,,,,1,,838,,,,1,,3344,,,4580,,,,1,
4445,1376,227,1," Millar-1713-1714-GeneralBill",,,15,,,December,,,1713,,,14,,,December,,,1714,,,31,,,94,,,22,,,63,,,0,,,18,,,15,,,22,,,41,,,36,,,0,,,61,,,66,,,50,,,155,,,17,,,15,,,14,,,21,,,12,,,52,,,1,,,10,,,158,,,23,,,17,,,33,,,80,,,16,,,27,,,24,,,28,,,9,,,10,,,75,,,43,,,41,,,44,,,28,,,2,,,21,,,76,,,35,,,67,,,19,,,13,,,33,,,36,,,36,,,4,,,0,,,19,,,33,,,28,,,27,,,37,,,7,,,0,,,57,,,18,,,35,,,45,,,1,,,22,,,13,,,35,,,13,,,19,,,56,,,12,,,0,,,39,,,22,,,25,,,23,,,32,,,19,,,21,,,6,,,15,,,42,,,1,,,12,,,15,,,60,,,4,,,38,,,2,,,,1,,15,,,28,,,22,,,34,,,105,,,17,,,17,,,30,,,26,,,1810,,,2961,,,,1,,1274,,,74,,,31,,,234,,,796,,,607,,,13,,,420,,,,1,,216,,,564,,,1491,,,863,,,714,,,718,,,161,,,24,,,,1,,5691,,,8200,,,,1,,,1,,,1,,190,,,,1,,,1,,,1,,1743,,,179,,,346,,,502,,,208,,,336,,,662,,,,1,,504,,,,1,,194,,,242,,,952,,,486,,,239,,,2646,,,6123,,,9429,,,,1,,490,,,576,,,,1,,1546,,,,1,,242,,,1787,,,145,,,,1,,1193,,,,1,,3871,,,5979,,,,1,
4446,1377,192,1,Millar-1714-1715-GeneralBill,,,14,,,December,,,1714,,,13,,,December,,,1715,,,16,,,92,,,17,,,54,,,0,,,20,,,24,,,29,,,40,,,32,,,2,,,52,,,44,,,37,,,110,,,10,,,15,,,15,,,20,,,21,,,30,,,1,,,13,,,117,,,18,,,11,,,31,,,61,,,17,,,28,,,44,,,25,,,6,,,8,,,75,,,30,,,19,,,39,,,24,,,2,,,21,,,44,,,34,,,43,,,13,,,8,,,35,,,33,,,30,,,4,,,0,,,15,,,32,,,32,,,29,,,32,,,5,,,0,,,34,,,17,,,27,,,35,,,0,,,10,,,10,,,20,,,15,,,23,,,46,,,10,,,0,,,34,,,22,,,18,,,46,,,38,,,7,,,8,,,14,,,12,,,23,,,1,,,20,,,11,,,32,,,8,,,26,,,0,,,,1,,13,,,34,,,23,,,26,,,89,,,14,,,24,,,32,,,12,,,1828,,,2493,,,,1,,1077,,,61,,,30,,,227,,,674,,,573,,,18,,,326,,,,1,,193,,,503,,,1339,,,696,,,677,,,670,,,170,,,25,,,,1,,5704,,,7259,,,,1,,,1,,,1,,165,,,,1,,,1,,,1,,1452,,,136,,,251,,,419,,,168,,,284,,,575,,,,1,,415,,,,1,,160,,,279,,,794,,,358,,,214,,,2110,,,5862,,,7780,,,,1,,420,,,464,,,,1,,1165,,,,1,,183,,,1415,,,113,,,,1,,941,,,,1,,3840,,,4700,,,,1,
4447,1378,193,1,Millar-1715-1716-GeneralBill,,,13,,,December,,,1715,,,11,,,December,,,1716,,,27,,,115,,,15,,,76,,,0,,,8,,,9,,,19,,,65,,,40,,,5,,,54,,,83,,,50,,,169,,,11,,,16,,,20,,,18,,,14,,,50,,,0,,,10,,,124,,,27,,,14,,,31,,,57,,,25,,,28,,,28,,,24,,,4,,,14,,,66,,,25,,,21,,,28,,,19,,,4,,,26,,,49,,,59,,,45,,,14,,,9,,,35,,,34,,,23,,,17,,,0,,,15,,,20,,,19,,,33,,,29,,,6,,,0,,,41,,,11,,,40,,,23,,,0,,,11,,,7,,,46,,,6,,,24,,,38,,,13,,,0,,,43,,,25,,,25,,,24,,,35,,,17,,,15,,,19,,,18,,,26,,,0,,,22,,,7,,,41,,,7,,,34,,,2,,,,1,,7,,,33,,,28,,,26,,,90,,,13,,,19,,,23,,,20,,,1884,,,2725,,,,1,,1398,,,66,,,39,,,216,,,756,,,503,,,23,,,365,,,,1,,193,,,497,,,1343,,,762,,,793,,,723,,,169,,,14,,,,1,,5742,,,7860,,,,1,,,1,,,1,,194,,,,1,,,1,,,1,,1606,,,141,,,284,,,562,,,181,,,327,,,578,,,,1,,411,,,,1,,159,,,304,,,809,,,405,,,209,,,2259,,,5956,,,8429,,,,1,,502,,,501,,,,1,,1308,,,,1,,241,,,1626,,,118,,,,1,,1126,,,,1,,3839,,,5422,,,,1,
4468,1379,194,1,Millar-1716-1717-GeneralBill,,,11,,,December,,,1716,,,17,,,December,,,1717,,,27,,,110,,,19,,,56,,,0,,,28,,,16,,,31,,,57,,,33,,,3,,,57,,,48,,,45,,,131,,,13,,,14,,,17,,,23,,,9,,,41,,,0,,,15,,,123,,,25,,,15,,,34,,,57,,,15,,,22,,,30,,,28,,,10,,,11,,,53,,,41,,,26,,,40,,,22,,,2,,,21,,,52,,,31,,,53,,,17,,,7,,,20,,,35,,,28,,,6,,,3,,,16,,,28,,,33,,,22,,,37,,,6,,,0,,,36,,,11,,,44,,,27,,,0,,,12,,,15,,,50,,,14,,,15,,,41,,,15,,,0,,,22,,,22,,,13,,,18,,,25,,,5,,,13,,,9,,,16,,,36,,,1,,,24,,,10,,,50,,,8,,,29,,,0,,,,1,,8,,,32,,,21,,,26,,,86,,,17,,,21,,,22,,,16,,,2031,,,2592,,,,1,,1165,,,57,,,33,,,200,,,817,,,521,,,23,,,309,,,,1,,208,,,485,,,1367,,,817,,,628,,,647,,,181,,,21,,,,1,,6211,,,7479,,,,1,,,1,,,1,,202,,,,1,,,1,,,1,,1347,,,165,,,327,,,422,,,206,,,325,,,643,,,,1,,458,,,,1,,178,,,175,,,889,,,450,,,214,,,2369,,,6172,,,8370,,,,1,,447,,,419,,,,1,,1159,,,,1,,256,,,1605,,,113,,,,1,,1006,,,,1,,4061,,,5005,,,,1,
4469,1380,205,1,Millar-1717-1718-GeneralBill,,,17,,,December,,,1717,,,16,,,December,,,1718,,,31,,,95,,,10,,,62,,,0,,,16,,,16,,,34,,,79,,,37,,,5,,,48,,,59,,,54,,,169,,,12,,,13,,,27,,,23,,,19,,,37,,,4,,,12,,,151,,,19,,,10,,,30,,,63,,,20,,,24,,,29,,,23,,,8,,,7,,,70,,,31,,,24,,,40,,,17,,,1,,,27,,,46,,,57,,,58,,,21,,,6,,,25,,,51,,,27,,,14,,,0,,,17,,,33,,,29,,,33,,,30,,,7,,,1,,,37,,,9,,,22,,,24,,,0,,,14,,,10,,,50,,,11,,,15,,,49,,,9,,,0,,,30,,,29,,,28,,,32,,,34,,,7,,,17,,,16,,,10,,,34,,,2,,,24,,,6,,,42,,,7,,,36,,,0,,,,1,,6,,,39,,,18,,,20,,,99,,,18,,,19,,,13,,,12,,,1899,,,2759,,,,1,,1348,,,66,,,35,,,258,,,871,,,586,,,26,,,345,,,,1,,242,,,585,,,1559,,,819,,,765,,,751,,,169,,,12,,,,1,,6166,,,8437,,,,1,,,1,,,1,,229,,,,1,,,1,,,1,,1789,,,202,,,314,,,535,,,196,,,484,,,728,,,,1,,477,,,,1,,219,,,305,,,891,,,443,,,215,,,2458,,,6333,,,9485,,,,1,,524,,,464,,,,1,,1336,,,,1,,251,,,1860,,,162,,,,1,,1245,,,,1,,3909,,,5842,,,,1,
