,,Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week Number,is_missing,is_illegible,Unique Identifier,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End Month,is_missing,is_illegible,Abortive,is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,Chicken Pox,is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Drowned,is_missing,is_illegible,Drowned (Descriptive Text),is_missing,is_illegible,Executed,is_missing,is_illegible,Executed (Descriptive Text),is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,Flox and Small-Pox,is_missing,is_illegible,Flox and Small-Pox (Descriptive Text),is_missing,is_illegible,Flux,is_missing,is_illegible,Found dead,is_missing,is_illegible,Found Dead (Descriptive Text),is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,Griping in the Guts,is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,Hooping Cough,is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,Kings Evil,is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,Lunatick and Frenzy,is_missing,is_illegible,Malignant Fever,is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,Noli me tangere,is_missing,is_illegible,Overlaid,is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,Rising of the Lights,is_missing,is_illegible,Running of the Reins,is_missing,is_illegible,Rupture,is_missing,is_illegible,Scald Head,is_missing,is_illegible,Scarlet Fever,is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,St. Anthony's Fire,is_missing,is_illegible,Starved,is_missing,is_illegible,Starved (Description),is_missing,is_illegible,Still-born,is_missing,is_illegible,Stone,is_missing,is_illegible,Stopping of the Stomach,is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,Swelling in the Throat,is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,Twisting of the Guts,is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,Water in the Head,is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Killed,is_missing,is_illegible,Killed (Descriptive Text),is_missing,is_illegible,Suicide,is_missing,is_illegible,Suicide (Descriptive Text),is_missing,is_illegible,Other,is_missing,is_illegible,Other (Descriptive Text),is_missing,is_illegible,Christened (Male),is_missing,is_illegible,Christened (Female),is_missing,is_illegible,Christened (In All),is_missing,is_illegible,Buried (Male),is_missing,is_illegible,Buried (Female),is_missing,is_illegible,Buried (All),is_missing,is_illegible,Plague Deaths,is_missing,is_illegible,Increase/Decrease in Burials,is_missing,is_illegible,Increase/Decrease in Plague Deaths,is_missing,is_illegible,Parishes Clear of the Plague,is_missing,is_illegible,Parishes Infected (with Plague),is_missing,is_illegible
BL-1686-45-verso,TRUE,30771,38239,10677,1,1686,,,45,,,BL-1686-45-verso,,,19,,,October,,,16,,,October,,,,1,,30,,,1,,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,62,,,65,,,,1,,,1,,,1,,17,,,,1,,,1,,1,,,,1,,,1,,79,,,1,,,11,,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,43,,,,1,,,1,,,1,,,1,,,1,,4,,,2,,,,1,,,1,,2,,,,1,,4,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,9,,,,1,,,1,,,1,,,1,,,1,,8,,,,1,,,1,,21,,,2,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,Excessive Drinking at S. Giles Cripplegate 1; Sore Leg 1,,,139,,,155,,,294,,,208,,,194,,,402,,,0,,,11,,,,1,,134,,,0,,
BL-1686-46-verso,TRUE,30772,38240,10678,1,1686,,,46,,,BL-1686-46-verso,,,26,,,October,,,2,,,November,,,,1,,24,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,7,,,2,,,,1,,,1,,58,,,56,,,,1,,,1,,,1,,21,,,2,,,Drowned 2. one at Alhallows Barkin; and one at S. Kathar. Tower,,,3,,,,1,,,1,,64,,,1,,,23,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,39,,,1,,,,1,,,1,,,1,,,1,,4,,,5,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,5,,,,1,,10,,,,1,,,1,,,1,,4,,,,1,,,1,,13,,,,1,,5,,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Hanged herself being distracted at S. Giles Cripplegate,,,2,,,Uhrush,,,141,,,139,,,280,,,189,,,184,,,373,,,0,,,-29,,,,1,,134,,,0,,
BL-1686-47-verso,TRUE,30773,38241,10679,1,1686,,,47,,,BL-1686-47-verso,,,2,,,November,,,9,,,November,,,3,,,25,,,1,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,1,,,,1,,8,,,1,,,,1,,,1,,70,,,77,,,,1,,,1,,,1,,26,,,,1,,,1,,,1,,,1,,,1,,85,,,,1,,19,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,31,,,,1,,,1,,,1,,,1,,,1,,5,,,5,,,,1,,,1,,6,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,9,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,11,,,2,,,12,,,,1,,,1,,1,,,6,,,,1,,,1,,18,,,2,,,4,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,Murthered at S. Katharine Tower,,,,1,,,1,,2,,,Kild 2. one by a Wind-mill Sail at S. Dunstan in the East; and one at S. George in Southwark,,,163,,,153,,,316,,,239,,,217,,,456,,,0,,,83,,,,1,,134,,,0,,
BL-1686-48-verso,TRUE,30774,38242,10680,1,1686,,,48,,,BL-1686-48-verso,,,9,,,November,,,16,,,November,,,5,,,25,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,5,,,1,,,,1,,,1,,77,,,63,,,,1,,,1,,,1,,17,,,,1,,,1,,,1,,,1,,,1,,73,,,2,,,9,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,23,,,,1,,1,,,,1,,,1,,,1,,3,,,3,,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,14,,,3,,,6,,,,1,,,1,,1,,,6,,,,1,,,1,,18,,,3,,,5,,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,1,,,Murthered at S. Mary Savoy,,,,1,,,1,,3,,,Burnt at S. Katharine Tower; Sore-Leg; Sore Throat;,,,161,,,142,,,303,,,204,,,197,,,401,,,0,,,-55,,,,1,,134,,,0,,
BL-1686-49-verso,TRUE,30775,38243,10682,1,1686,,,49,,,BL-1686-49-verso,,,16,,,November,,,23,,,November,,,6,,,12,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,1,,,,1,,,1,,54,,,65,,,,1,,,1,,,1,,11,,,,1,,,1,,,1,,,1,,,1,,61,,,,1,,10,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,54,,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,10,,,1,,,14,,,1,,,,1,,1,,,6,,,,1,,,1,,11,,,1,,,7,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,one with a Sword at S. Margaret Westminster; Murthered an Infant at S. Dunstan Stepney 1;,,,,1,,,1,,1,,,Kild...one at S. Giles in the Fields,,,138,,,148,,,286,,,179,,,180,,,359,,,0,,,-42,,,,1,,134,,,0,,
BL-1686-50-verso,TRUE,30806,38244,10685,1,1686,,,50,,,BL-1686-50-verso,,,23,,,November,,,30,,,November,,,8,,,20,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,6,,,4,,,,1,,,1,,69,,,61,,,,1,,,1,,,1,,14,,,1,,,Drowned at S. Mary Whitechappel,,,,1,,,1,,,1,,68,,,,1,,7,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,3,,,,1,,,1,,34,,,,1,,,1,,,1,,,1,,,1,,2,,,3,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,8,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,11,,,1,,,13,,,,1,,,1,,1,,,5,,,,1,,,1,,26,,,2,,,4,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,2,,,Kild...one by a Dray at S. Marg. Westminster; Murthered at S. Paul Covent Garden,,,1,,,one kild himself being distracted at S. Olave Southw,,,2,,,Burnt accidentally at S. Leonard Shoreditch; Kild...one accidentally by a Bell at S. Swithin,,,128,,,129,,,257,,,226,,,171,,,397,,,0,,,38,,,,1,,134,,,0,,
BL-1686-51-verso,TRUE,30807,38245,10713,1,1686,,,51,,,BL-1686-51-verso,,,30,,,November,,,7,,,December,,,2,,,23,,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,78,,,48,,,,1,,,1,,,1,,19,,,2,,,Drowned 2. one at S. Katharine Tower; and one at S. Mary White-chappel,,,,1,,,1,,,1,,76,,,,1,,9,,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,21,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,2,,,13,,,,1,,,1,,,1,,5,,,,1,,,1,,9,,,,1,,5,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Murthered at S. James Westminster,,,,1,,,1,,,1,,,1,,158,,,131,,,291,,,186,,,173,,,359,,,0,,,-38,,,,1,,134,,,0,,
BL-1686-52-verso,TRUE,30808,38246,10718,1,1686,,,52,,,BL-1686-52-verso,,,7,,,December,,,14,,,December,,,1,,,32,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,6,,,,1,,1,,,74,,,62,,,,1,,,1,,,1,,26,,,1,,,Drowned at Alhallows Barkin,,,,1,,,1,,,1,,60,,,,1,,8,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,46,,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,1,,,,1,,5,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,17,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13,,,,1,,11,,,,1,,,1,,1,,,5,,,,1,,,1,,32,,,,1,,6,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,2,,,Murthered at S. Martin in the fields; Shot with a Birding Piece at Lambeth,,,,1,,,1,,1,,,Bursten 1,,,152,,,145,,,297,,,246,,,192,,,438,,,0,,,79,,,,1,,134,,,0,,
BL-1687-01-verso,TRUE,31020,38299,10961,1,1687,,,1,,,BL-1687-01-verso,,,13,,,December,,,20,,,December,,,5,,,25,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,4,,,1,,,,1,,,1,,54,,,77,,,,1,,,1,,,1,,15,,,,1,,,1,,,1,,,1,,,1,,55,,,,1,,38,,,flox 0; small-pox 38,,,2,,,,1,,,1,,1,,,,1,,1,,,3,,,,1,,,1,,33,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,,,1,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,8,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,12,,,2,,,10,,,1,,,,1,,,1,,11,,,,1,,,1,,32,,,1,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,Kild by a Fall down Stairs at S. Andrew Holborn 1; Murthered by the Mother at S. Mary Woolworth 1. ,,,1,,,Cut her own Throat at S. Margaret Westminster 1. ,,,1,,,Sore Leg 1. ,,,135,,,143,,,278,,,209,,,210,,,419,,,0,,,-11,,,,1,,134,,,0,,
BL-1687-02-verso,TRUE,31021,38300,10962,1,1687,,,2,,,BL-1687-02-verso,,,20,,,December,,,27,,,December,,,2,,,30,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,6,,,4,,,,1,,,1,,71,,,57,,,,1,,,1,,,1,,15,,,,1,,,1,,1,,,Executed 1. ,,,,1,,53,,,1,,,32,,,flox 0; small-pox 32,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,39,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,8,,,2,,,11,,,,1,,,1,,,1,,4,,,,1,,,1,,22,,,,1,,7,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,Kild accidentally by a Fall down Stairs at S. Giles in the Fields 1. ,,,1,,,"Hanged herself, being distracted, at S. Magnus Parish 1. ",,,,1,,,1,,118,,,86,,,204,,,193,,,203,,,396,,,0,,,-23,,,,1,,134,,,0,,
BL-1687-03-verso,TRUE,31022,38301,10963,1,1687,,,3,,,BL-1687-03-verso,,,27,,,December,,,3,,,January,,,5,,,31,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,6,,,3,,,,1,,1,,,65,,,79,,,,1,,,1,,,1,,17,,,,1,,,1,,1,,,Executed 1. ,,,,1,,70,,,1,,,30,,,flox 0; small-pox 30,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,35,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,16,,,,1,,6,,,,1,,,1,,4,,,6,,,,1,,,1,,32,,,,1,,5,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Kild accidentally by a Fall from a Horse at S. Giles in the Fields 1. ,,,,1,,,1,,1,,,Burnt accidentally at S. Olave Southwark 1. ,,,143,,,152,,,295,,,235,,,216,,,451,,,0,,,55,,,,1,,134,,,0,,
BL-1687-04-verso,TRUE,31023,38302,10964,1,1687,,,4,,,BL-1687-04-verso,,,3,,,January,,,10,,,January,,,2,,,23,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,1,,,,1,,,1,,54,,,80,,,,1,,,1,,,1,,20,,,,1,,,1,,,1,,,1,,,1,,55,,,,1,,36,,,flox 0; small-pox 36,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,41,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,5,,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,6,,,,1,,9,,,,1,,,1,,1,,,5,,,,1,,,1,,31,,,,1,,6,,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,Bunt accidentally at S. Giles Cripplegate 1; Excessive drinking of Brandy at Lambeth 1; Megrim 1. ,,,153,,,121,,,274,,,199,,,221,,,420,,,0,,,-31,,,,1,,134,,,0,,
BL-1687-05-verso,TRUE,31024,38303,10965,1,1687,,,5,,,BL-1687-05-verso,,,10,,,January,,,17,,,January,,,6,,,26,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,4,,,,1,,1,,,69,,,74,,,,1,,,1,,,1,,18,,,1,,,Drowned in a Pail of Water at S. Dunstan Stepney 1. ,,,,1,,,1,,,1,,51,,,1,,,33,,,flox 0; small-pox 33,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,37,,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,,1,,,1,,3,,,,1,,1,,,4,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,7,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,15,,,1,,,7,,,,1,,,1,,2,,,4,,,,1,,,1,,30,,,1,,,11,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,Kild at S. Margaret Westminster 1. ,,,,1,,,1,,,1,,,1,,143,,,127,,,270,,,219,,,214,,,433,,,0,,,13,,,,1,,134,,,0,,
BL-1687-06-verso,TRUE,31025,38304,10966,1,1687,,,6,,,BL-1687-06-verso,,,17,,,January,,,24,,,January,,,4,,,26,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,1,,,85,,,86,,,1,,,,1,,,1,,9,,,1,,,Drowned at S. Olave Southwark 1. ,,,,1,,,1,,,1,,56,,,,1,,32,,,flox 0; small-pox 32,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,34,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,7,,,,1,,14,,,,1,,,1,,4,,,6,,,,1,,,1,,31,,,1,,,5,,,1,,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,"Kild 2. one at S. Giles in the Fields, and one by a Cart at S. Martin in the Fields 2. ",,,2,,,"Cut his own Throat, being distracted, at Alhallows Barkin 1; Poisoned herself, being distracted, at S. Margaret Westminster 1. ",,,,1,,,1,,150,,,129,,,289,,,222,,,225,,,447,,,0,,,14,,,,1,,134,,,0,,
BL-1687-07-verso,TRUE,31026,38305,10967,1,1687,,,7,,,BL-1687-07-verso,,,24,,,January,,,31,,,January,,,3,,,23,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,8,,,7,,,,1,,,1,,72,,,72,,,,1,,,1,,,1,,17,,,4,,,"Drowned 4. one at S. Katharine Tower, one at Lambeth, one at S. Mary magdalen Bermondsey, and one at S. Mary Savoy 4. ",,,,1,,,1,,,1,,63,,,,1,,20,,,flox 0; small-pox 20,,,,1,,1,,,Found dead at S. Mary Le Bow 1. ,,,1,,,,1,,2,,,,1,,,1,,,1,,35,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,6,,,3,,,,1,,3,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,13,,,2,,,8,,,,1,,,1,,,1,,8,,,,1,,,1,,37,,,,1,,9,,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Sore Leg 1. ,,,146,,,128,,,274,,,232,,,212,,,444,,,0,,,-3,,,,1,,134,,,0,,
BL-1687-08-verso,TRUE,31027,38306,10968,1,1687,,,8,,,BL-1687-08-verso,,,31,,,January,,,7,,,February,,,4,,,27,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,8,,,2,,,2,,,,1,,83,,,83,,,,1,,,1,,,1,,16,,,1,,,Drown'd at S. Kathar. Tower 1. ,,,,1,,,1,,,1,,63,,,1,,,22,,,flox 0; small-pox 22,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,44,,,,1,,1,,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,13,,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15,,,2,,,10,,,,1,,,1,,3,,,9,,,,1,,,1,,33,,,,1,,5,,,2,,,,1,,2,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,Kild by a Fall down Stairs at S. James Dukes place 1. ,,,,1,,,1,,1,,,Sore Mouth 1. ,,,147,,,157,,,304,,,248,,,230,,,478,,,0,,,34,,,,1,,134,,,0,,
BL-1687-09-verso,TRUE,31058,38307,10969,1,1687,,,9,,,BL-1687-09-verso,,,7,,,February,,,14,,,February,,,1,,,39,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,9,,,2,,,,1,,,1,,84,,,73,,,,1,,,1,,,1,,22,,,1,,,Drowned at S. Leonard Shoreditch 1. ,,,,1,,,1,,,1,,64,,,1,,,26,,,flox 0; small-pox 26,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,34,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,,1,,4,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,7,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,7,,,,1,,,1,,,1,,7,,,1,,,11,,,,1,,,1,,,1,,3,,,,1,,,1,,20,,,,1,,14,,,2,,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,"Hanged himself, being distracted, at S. John at Hackney 1. ",,,,1,,,1,,144,,,123,,,267,,,256,,,211,,,467,,,0,,,-11,,,,1,,134,,,0,,
