,,Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week Number,is_missing,is_illegible,Unique Identifier,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End Month,is_missing,is_illegible,Abortive,is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,Chicken Pox,is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Drowned,is_missing,is_illegible,Drowned (Descriptive Text),is_missing,is_illegible,Executed,is_missing,is_illegible,Executed (Descriptive Text),is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,Flox and Small-Pox,is_missing,is_illegible,Flox and Small-Pox (Descriptive Text),is_missing,is_illegible,Flux,is_missing,is_illegible,Found dead,is_missing,is_illegible,Found Dead (Descriptive Text),is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,Griping in the Guts,is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,Hooping Cough,is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,Kings Evil,is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,Lunatick and Frenzy,is_missing,is_illegible,Malignant Fever,is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,Noli me tangere,is_missing,is_illegible,Overlaid,is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,Rising of the Lights,is_missing,is_illegible,Running of the Reins,is_missing,is_illegible,Rupture,is_missing,is_illegible,Scald Head,is_missing,is_illegible,Scarlet Fever,is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,St. Anthony's Fire,is_missing,is_illegible,Starved,is_missing,is_illegible,Starved (Description),is_missing,is_illegible,Still-born,is_missing,is_illegible,Stone,is_missing,is_illegible,Stopping of the Stomach,is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,Swelling in the Throat,is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,Twisting of the Guts,is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,Water in the Head,is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Killed,is_missing,is_illegible,Killed (Descriptive Text),is_missing,is_illegible,Suicide,is_missing,is_illegible,Suicide (Descriptive Text),is_missing,is_illegible,Other,is_missing,is_illegible,Other (Descriptive Text),is_missing,is_illegible,Christened (Male),is_missing,is_illegible,Christened (Female),is_missing,is_illegible,Christened (In All),is_missing,is_illegible,Buried (Male),is_missing,is_illegible,Buried (Female),is_missing,is_illegible,Buried (All),is_missing,is_illegible,Plague Deaths,is_missing,is_illegible,Increase/Decrease in Burials,is_missing,is_illegible,Increase/Decrease in Plague Deaths,is_missing,is_illegible,Parishes Clear of the Plague,is_missing,is_illegible,Parishes Infected (with Plague),is_missing,is_illegible
BL-1688-41-verso,TRUE,31180,38339,10997,1,1688,,,41,,,BL-1688-41-verso,,,18,,,September,,,25,,,September,,,1,,,21,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,5,,,1,,,,1,,,1,,76,,,102,,,,1,,,1,,,1,,14,,,1,,,Drowned at S. Margaret Westminster 1;,,,,1,,,1,,,1,,69,,,1,,,12,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,76,,,,1,,,1,,,1,,,1,,,1,,1,,,5,,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,12,,,1,,,5,,,,1,,,1,,,1,,9,,,,1,,,1,,34,,,1,,,,1,,1,,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,3,,,"Kild 2...one by a Sword at S. Clement Danes, and one by a Cart at S. Margaret Westminster 2; Murthered with a Bionet at S. Paul Covent Garden 1;",,,,1,,,1,,1,,,Kild...one by a Fall at S. Olave Southwark;,,,149,,,122,,,271,,,245,,,231,,,476,,,0,,,2,,,,1,,134,,,0,,
BL-1688-42-verso,TRUE,31181,38340,11002,1,1688,,,42,,,BL-1688-42-verso,,,25,,,September,,,2,,,October,,,1,,,20,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,11,,,2,,,,1,,,1,,67,,,71,,,,1,,,1,,,1,,12,,,1,,,Drowned at S. Olave Southwark 1;,,,,1,,,1,,,1,,49,,,1,,,8,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,65,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,6,,,1,,,,1,,,1,,12,,,1,,,8,,,,1,,,1,,,1,,3,,,,1,,,1,,21,,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,"Kild 2. one at S. Giles in the Fields, one with a Sword at S. Clement Danes; Murthered 2. one at S. James Westminster, and one at S. Martin in the Fields;",,,,1,,,1,,1,,,Kiled...one by the Fall from a Ladder at S. James Westminster;,,,145,,,141,,,286,,,201,,,179,,,380,,,0,,,-96,,,,1,,134,,,0,,
BL-1688-43-verso,TRUE,31182,38341,11005,1,1688,,,43,,,BL-1688-43-verso,,,2,,,October,,,9,,,October,,,2,,,21,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,5,,,,1,,1,,,63,,,67,,,,1,,,1,,,1,,16,,,1,,,Drowned at Lambeth 1;,,,,1,,,1,,,1,,56,,,,1,,12,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,43,,,,1,,1,,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,12,,,,1,,3,,,,1,,,1,,,1,,4,,,,1,,,1,,19,,,4,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"Kild 3. one by a Fall from a House at S. Kathar. Creechurch, one by a Fall of a piece of Timber at S. George Southwark, and one by a Fall from a Horse at Lambeth;",,,159,,,152,,,311,,,202,,,160,,,362,,,0,,,-18,,,,1,,134,,,0,,
BL-1688-44-verso,TRUE,31183,38342,11007,1,1688,,,44,,,BL-1688-44-verso,,,9,,,October,,,16,,,October,,,1,,,29,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,9,,,2,,,,1,,1,,,59,,,83,,,,1,,,1,,,1,,10,,,,1,,,1,,,1,,,1,,1,,,80,,,3,,,22,,,,1,,1,,,1,,,Found dead at S. Martin Ludgate 1;,,,3,,,,1,,1,,,,1,,,1,,,1,,31,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,13,,,,1,,2,,,,1,,,1,,1,,,6,,,,1,,,1,,10,,,1,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"Kild 3. one at S. Giles in the Fields, one with a Sword at S. Andrew Holborn, and one in a Quarrel at S. James Westminster;",,,,1,,,1,,,1,,,1,,166,,,136,,,302,,,194,,,191,,,385,,,0,,,-23,,,,1,,134,,,0,,
BL-1688-45-verso,TRUE,31184,38343,11023,1,1688,,,45,,,BL-1688-45-verso,,,16,,,October,,,23,,,October,,,1,,,29,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,12,,,,1,,,1,,,1,,81,,,53,,,,1,,,1,,,1,,18,,,,1,,,1,,,1,,,1,,,1,,62,,,,1,,19,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,19,,,,1,,1,,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,12,,,2,,,4,,,,1,,,1,,,1,,10,,,,1,,,1,,10,,,1,,,3,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,Kild...one with a Halbert at S. Giles Cripplegate; Murthered at S. Olave Southwark 1;,,,1,,,"...one kild himself, being distracted, with a Musquet at S. James Westminster;",,,1,,,Kild...one by a Fall of a House at S. Mary Magdalen Bermondsey;,,,119,,,133,,,252,,,185,,,178,,,363,,,0,,,-22,,,,1,,134,,,0,,
BL-1688-46-verso,TRUE,31185,38344,11024,1,1688,,,46,,,BL-1688-46-verso,,,23,,,October,,,30,,,October,,,3,,,35,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,4,,,,1,,,1,,56,,,74,,,,1,,,1,,,1,,13,,,,1,,,1,,,1,,,1,,,1,,57,,,1,,,18,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,27,,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,6,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,6,,,1,,,11,,,,1,,,1,,,1,,7,,,,1,,,1,,19,,,,1,,6,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,Kild at S. Mary le Bow 1; Murthered at S. Margaret Westminster 1;,,,,1,,,1,,,1,,,1,,137,,,142,,,279,,,191,,,187,,,378,,,0,,,15,,,,1,,134,,,0,,
BL-1688-47-verso,TRUE,31186,38345,11025,1,1688,,,47,,,BL-1688-47-verso,,,30,,,October,,,6,,,November,,,2,,,34,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,,1,,,1,,,1,,51,,,55,,,,1,,,1,,,1,,18,,,2,,,"Drowned 2. one at S. George Southwark, and one at S. Dunstan Stepny;",,,,1,,,1,,,1,,50,,,,1,,20,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,19,,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,9,,,,1,,12,,,,1,,,1,,3,,,5,,,,1,,,1,,18,,,1,,,5,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Murthered at S. Martin in the Fields 1;,,,,1,,,1,,2,,,"Kild 2. one by an accidental Fall at Alhallows Less, and one accidentally at S. Giles in the Fields 1;",,,162,,,142,,,304,,,174,,,167,,,341,,,0,,,-37,,,,1,,134,,,0,,
BL-1688-48-verso,TRUE,31187,38346,11028,1,1688,,,48,,,BL-1688-48-verso,,,6,,,November,,,13,,,November,,,1,,,34,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13,,,6,,,,1,,,1,,63,,,64,,,,1,,,1,,,1,,15,,,1,,,Drowned at S. Mary Hill 1;,,,,1,,,1,,,1,,72,,,,1,,19,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,1,,,,1,,,1,,24,,,,1,,1,,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,4,,,2,,,8,,,,1,,,1,,1,,,2,,,,1,,,1,,22,,,1,,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,"Kild...three at S. Botolph Aldgate; Murthered 2. one at S. Martin in the Fields, and one, an Infant, at S. Gabriel Fenchurch;",,,,1,,,1,,1,,,Kild...one accidentally at S. Mary Whitechappel;,,,144,,,144,,,288,,,187,,,207,,,394,,,0,,,53,,,,1,,134,,,0,,
BL-1688-49-verso,TRUE,31218,38347,11030,1,1688,,,49,,,BL-1688-49-verso,,,13,,,November,,,20,,,November,,,1,,,30,,,1,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,2,,,,1,,,1,,49,,,60,,,,1,,,1,,,1,,20,,,,1,,,1,,,1,,,1,,,1,,49,,,1,,,25,,,,1,,,1,,1,,,Found dead at S. Giles Cripplegate 1;,,,2,,,,1,,1,,,1,,,,1,,,1,,24,,,,1,,,1,,,1,,,1,,,1,,3,,,2,,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,4,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,10,,,1,,,12,,,,1,,,1,,3,,,4,,,,1,,,1,,24,,,,1,,17,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,"Kild 3. one at S. Sepulchres, one at S. Martin in the Fields, and one with a Sword at S. Botolph Aldersgate; Murthered at S. Bridget 1;",,,2,,,Distracted 1; Frighted 1;,,,,1,,,1,,143,,,114,,,257,,,218,,,155,,,373,,,0,,,-21,,,,1,,134,,,0,,
BL-1688-50-verso,TRUE,31219,38348,11032,1,1688,,,50,,,BL-1688-50-verso,,,20,,,November,,,27,,,November,,,3,,,28,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,10,,,2,,,,1,,1,,,62,,,56,,,1,,,,1,,,1,,18,,,,1,,,1,,,1,,,1,,,1,,60,,,1,,,27,,,,1,,1,,,1,,,Found dead in the Street at S. Mary Savoy 1;,,,1,,,,1,,1,,,,1,,,1,,,1,,29,,,,1,,,1,,,1,,,1,,,1,,2,,,3,,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,,1,,6,,,,1,,,1,,,1,,4,,,,1,,,1,,21,,,,1,,14,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,5,,,"Kild 2. one at S. Botolph Aldgate, and one at S. Sepulchres; Murthered 2. one at S. Saviour Southwark, and one at S. John at Hackny; Shot at S. Sepulchres 1;",,,,1,,,1,,,1,,,1,,148,,,140,,,288,,,189,,,201,,,390,,,0,,,17,,,,1,,134,,,0,,
BL-1688-51-verso,TRUE,31220,38349,11033,1,1688,,,51,,,BL-1688-51-verso,,,27,,,November,,,4,,,December,,,3,,,14,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,8,,,3,,,,1,,,1,,76,,,59,,,,1,,,1,,,1,,9,,,,1,,,1,,,1,,,1,,,1,,45,,,,1,,19,,,,1,,,1,,1,,,Found dead an Infant in the Street at S. Mary Aldermanbury 1;,,,,1,,,1,,,1,,,1,,,1,,,1,,20,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,11,,,1,,,8,,,,1,,,1,,2,,,3,,,,1,,,1,,24,,,,1,,7,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,Cut his own Throat at S. Andrew Holborn 1; Shot with a Pistol at S. Saviour Southwark 1;,,,,1,,,1,,112,,,131,,,243,,,164,,,176,,,340,,,0,,,-50,,,,1,,134,,,0,,
BL-1688-52-verso,TRUE,31221,38350,11038,1,1688,,,52,,,BL-1688-52-verso,,,4,,,December,,,11,,,December,,,3,,,27,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,4,,,1,,,,1,,,1,,65,,,70,,,,1,,,1,,,1,,19,,,,1,,,1,,,1,,,1,,,1,,50,,,,1,,24,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,24,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,10,,,3,,,13,,,,1,,,1,,2,,,5,,,,1,,,1,,18,,,2,,,7,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Kiled 2. one accidentaly by a Fall of a Sack of Coales, a[?] S. Mary Hill, and one by an accidental Fall from a House at S. Clement Danes;",,,131,,,137,,,268,,,191,,,186,,,377,,,0,,,37,,,,1,,134,,,0,,
BL-1689-01-verso,TRUE,31423,38402,11538,1,1689,,,1,,,BL-1689-01-verso,,,17,,,December,,,24,,,December,,,1,,,25,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,4,,,3,,,,1,,1,,,68,,,60,,,,1,,,1,,1,,,24,,,1,,,Drowned at S. Martin in the Fields 1. ,,,,1,,,1,,,1,,55,,,,1,,15,,,flox 0; small-pox 15,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,30,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,12,,,3,,,12,,,,1,,,1,,2,,,6,,,,1,,,1,,14,,,,1,,16,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,138,,,127,,,265,,,194,,,183,,,377,,,0,,,-46,,,,1,,134,,,0,,
BL-1689-02-verso,TRUE,31424,38403,11539,1,1689,,,2,,,BL-1689-02-verso,,,24,,,December,,,31,,,December,,,2,,,27,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,5,,,,1,,,1,,85,,,74,,,,1,,,1,,,1,,28,,,,1,,,1,,,1,,,1,,,1,,70,,,,1,,15,,,flox 0; small-pox 15,,,,1,,1,,,"Found dead in the Street, at S. Mary Magdalen Bermondsey 1. ",,,2,,,,1,,,1,,,1,,,1,,,1,,37,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,2,,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,6,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,14,,,1,,,23,,,,1,,,1,,,1,,3,,,,1,,,1,,12,,,,1,,11,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,Bursten 1. ,,,140,,,140,,,280,,,250,,,201,,,451,,,0,,,74,,,,1,,134,,,0,,
BL-1689-03-verso,TRUE,31425,38404,11540,1,1689,,,3,,,BL-1689-03-verso,,,31,,,December,,,7,,,January,,,2,,,31,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,1,,,,1,,,1,,73,,,64,,,,1,,,1,,,1,,22,,,,1,,,1,,,1,,,1,,,1,,64,,,,1,,13,,,flox 0; small-pox 13,,,,1,,,1,,,1,,3,,,,1,,1,,,1,,,,1,,,1,,14,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,8,,,3,,,20,,,,1,,,1,,,1,,11,,,,1,,,1,,21,,,,1,,8,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"Kild by an accidental Fall of a piece of Timber at Lambeth 1; Shot themselves accidentally 2 one at S. Dunstan Stepney, and one with a Birding Piece at Alhallows Barkin 2. ",,,,1,,,1,,1,,,Bursten 1. ,,,156,,,174,,,330,,,216,,,207,,,423,,,0,,,-28,,,,1,,134,,,0,,
BL-1689-04-verso,TRUE,31426,38405,11541,1,1689,,,4,,,BL-1689-04-verso,,,7,,,January,,,14,,,January,,,,1,,36,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,9,,,3,,,,1,,1,,,66,,,72,,,1,,,,1,,,1,,20,,,1,,,Drowned at S. Bridget 1. ,,,,1,,,1,,,1,,80,,,,1,,18,,,flox 0; small-pox 18,,,,1,,,1,,,1,,2,,,,1,,1,,,2,,,,1,,,1,,25,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,17,,,3,,,15,,,,1,,,1,,,1,,7,,,,1,,,1,,14,,,,1,,8,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,3,,,"Kild by the Fall of Chimneys 3. one at S. Margaret Westminster, and two at S. Martin in the Fields 3. ",,,,1,,,1,,,1,,,1,,175,,,157,,,332,,,231,,,198,,,429,,,0,,,6,,,,1,,134,,,0,,
BL-1689-05-verso,TRUE,31427,38406,11542,1,1689,,,5,,,BL-1689-05-verso,,,14,,,January,,,21,,,January,,,2,,,30,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,12,,,3,,,,1,,1,,,70,,,78,,,,1,,,1,,,1,,28,,,,1,,,1,,,1,,,1,,,1,,66,,,2,,,14,,,flox 0; small-pox 14,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,31,,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,4,,,,1,,1,,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,16,,,,1,,17,,,1,,,,1,,1,,,6,,,,1,,,1,,24,,,1,,,10,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,7,,,"Kild 7. one at S. Botolph Aldgate and one at S. Marg. Westminster, three by the Fall of Chimneys, viz. one at S. Kathar. Creechurch, one at S. Andrew Holborn and one at S. James Westminster, two at S. Giles in the fields, viz. one by a Fall from a Scaffold and one by a Fall of some Rubbish 7. ",,,,1,,,1,,,1,,,1,,163,,,159,,,322,,,236,,,216,,,452,,,0,,,23,,,,1,,134,,,0,,
